"year","last_name, first_name","player_id","team_id","pa","pitches","runs_all","runs_heart","runs_shadow","runs_chase","runs_waste"
"2024","Wantz, Andrew","681806","108","6","35",-0.9644352825090794,-1.1303668904302167,0.8388158879776171,-0.5632567359484295,-0.10962754410804998
"2024","Mederos, Victor","682989","108","26","107",-3.042675827365752,-1.3480672869197028,0.804386341911625,-1.5082525171034595,-0.9907423652542122
"2024","Saalfrank, Andrew","685314","109","7","26",-1.9122724717957633,0.5398380186424715,-1.7370384095296376,-0.27746775800127615,-0.4376043229073212
"2024","Mena, Cristian","691441","109","15","70",-2.102466745771655,0.2594903639497589,-1.6582946295123349,-0.43260550523270763,-0.2710569749763699
"2024","Weissert, Greg","669711","111","259","1029",2.020909410903346,-0.10255908419220608,9.74186609902759,-4.79525867571611,-2.8231389282159403
"2024","Crawford, Kutter","676710","111","759","2823",2.157528616902277,6.840359688407272,14.366736805407143,-9.692822133149036,-9.356745743763117
"2024","Wingenter, Trey","622259","112","42","179",-2.5866605736771566,-0.8856310039933482,0.04174078482741724,-0.9103382595665865,-0.8324320949446375
"2024","Little, Luke","681432","112","108","438",2.545522345443025,4.912357670770019,5.181324303802236,-2.342942900334634,-5.205216728794597
"2024","Díaz, Alexis","664747","113","241","977",0.2949606757943039,5.491769033577696,6.655439614400644,-6.194059870129199,-5.658188102054843
"2024","Soroka, Michael","647336","145","346","1442",-4.539272878709885,2.2937961006005856,11.359264473043488,-11.903742507662908,-6.288590944691068
"2024","Shuster, Jared","694363","145","321","1290",-2.1277950901931626,6.6335412563154685,8.40514723862596,-13.386665576599679,-3.779818008534891
"2024","Blanco, Ronel","669854","117","675","2751",17.61027532113591,9.79067716426084,34.21132517796582,-16.202529056000238,-10.189197965090566
"2024","Sauer, Matt","669422","118","84","327",-6.681619503200353,-3.1724433623385315,1.296676542348841,-2.903468218942829,-1.9023844642678382
"2024","Yamamoto, Yoshinobu","808967","119","368","1469",10.388412527980663,2.9833727885588566,15.15901922800142,-3.486558116949603,-4.267421371629978
"2024","Curry, Xzavion","675540","146","171","639",1.7030365456347059,3.558589068052658,2.2123002349589482,-2.1939788664240027,-1.8738738909529005
"2024","Bellozo, Valente","678368","146","293","1094",-9.167149489363014,-7.852112325181908,14.239043863831215,-11.002778295862356,-4.551302732149968
"2024","Milner, Hoby","571948","158","266","1043",1.3655155951392075,5.0327446278755845,4.907128901863116,-5.312096865259677,-3.2622610693398073
"2024","Bukauskas, J.B.","656266","158","22","88",2.476617314731872,0.9004029055436635,2.1525260049753507,-0.15333404409119253,-0.42297755169594886
"2024","Weaver, Luke","596133","147","331","1374",9.989546471969227,4.37979454560834,21.391888916342456,-8.493865060591544,-7.28827192939004
"2024","Otañez, Michel","671305","133","151","601",2.2505973940144908,2.371367985354858,5.377149380105612,-1.5701467310945079,-3.927773240351464
"2024","Hernandez, Jose E.","669796","134","24","89",-0.7750466468921746,-0.8835546300098267,1.4557729323797788,-1.365529870711173,0.018264921449045672
"2024","Ortiz, Luis","682847","134","553","2143",8.578864059631234,15.95667088516086,18.055329910153617,-15.381179214648602,-10.051957521034664
"2024","Speier, Gabe","642100","136","102","422",2.8255857609686923,4.202920256581532,3.412961652314625,-2.8372687420914247,-1.9530274058360364
"2024","Bazardo, Eduard","660825","136","108","441",5.768737194618851,3.570891997806486,5.701669246326796,-2.302847589668062,-1.2009764598463648
"2024","Roycroft, Chris","688297","138","155","596",-0.605276366614035,-0.27195783546146296,8.545164505090712,-5.9093628590940765,-2.969120177149212
"2024","Rodríguez, Manuel","655889","139","157","605",6.4326050558271906,3.9657854296429003,8.455257449809775,-2.4227507012951857,-3.5656871223303006
