"player_id","entity_name","team_name","start_year","end_year","runner_runs_tot","runner_runs_XB","runner_runs_SBX","N_runner_moved","runner_runs_XB_swipe","runner_runs_XB_snipe","runner_runs_XB_freeze","N_runner_moved_XB","runner_runs_SB2","runner_runs_SB3","simple_stolen_on_running_act_SB2","simple_stolen_on_running_act_SB3","N_runner_moved_SBX"
677951,"Witt Jr., Bobby","KC",2022,2022,7.097575075492809,4.516663706201848,2.5809113692909613,96,5.377592241194066,0,-0.8609285349922172,65,2.3698922805485414,0.21101908874242004,14.421086031981513,1.970559282628522,31
542932,"Berti, Jon","MIA",2022,2022,7.028412559909615,2.8821299377151295,4.1462826221944855,83,3.318097417374182,0,-0.43596747965905247,39,3.8537306745644675,0.2925519476300169,24.595825727946643,2.335033736607303,44
680757,"Kwan, Steven","CLE",2022,2022,6.876056363353852,5.029910187934133,1.8461461754197188,82,6.51651949143118,0,-1.4866093034970498,62,1.7147667568882907,0.13137941853142918,7.846842832746926,0.17734910840094437,20
664983,"McCarthy, Jake","AZ",2022,2022,6.580969012519273,3.7039931056829407,2.8769759068363325,57,4.559086341528609,0,-0.855093235845669,35,2.1407965710074155,0.7361793358289179,11.780822109208607,3.402140183673496,22
607208,"Turner, Trea","LAD",2022,2022,6.141941925715199,3.102051378585199,3.0398905471299997,91,5.0636231061646,0,-1.9615717275794002,65,3.1548115363235643,-0.11492098919356203,14.337309163323473,-0.1385900016655474,26
543760,"Semien, Marcus","TEX",2022,2022,5.828039497728506,4.777395599852109,1.0506438978763977,87,5.599440713402284,0,-0.8220451135501767,58,0.9178901812440119,0.13275371663238597,6.8480066041624355,2.3559518023711306,29
664702,"Straw, Myles","CLE",2022,2022,5.568073887795914,2.6149660578843594,2.9531078299115547,69,4.727995103354894,-1.5299416965588932,-0.5830873489116427,50,2.3487390976270435,0.6043687322845114,9.655149225649062,2.353017937061489,19
669242,"Edman, Tommy","STL",2022,2022,5.0718859554303934,2.5887116459526953,2.483174309477698,86,4.4885357570603786,-0.7566803475703965,-1.1431437635372865,59,2.4792305680841915,0.003943741393507178,12.165295348444019,0.902130070190658,27
671739,"Harris II, Michael","ATL",2022,2022,4.956238199040845,2.3512566302871174,2.604981568753728,61,3.8617911477761395,-0.7907976148236595,-0.7197369026653623,45,1.6554002550993412,0.9495813136543876,7.511896393057484,3.8272566171187417,16
621020,"Swanson, Dansby","ATL",2022,2022,4.741271878282494,3.6207035530991662,1.1205683251833276,79,5.002199103807965,0,-1.3814955507087976,57,0.41607788756464736,0.7044904376186798,4.77952331742873,3.1598182664379357,22
666969,"García, Adolis","TEX",2022,2022,4.57705084459276,2.5363995311909227,2.040651313401838,83,4.442223596265577,-0.8311995292447474,-1.074624535829907,55,2.618126119927521,-0.5774748065256837,14.606414799694898,-0.7781897206674296,28
642708,"Rosario, Amed","CLE",2022,2022,4.334501045772067,4.0388064133313515,0.2956946324407156,85,7.095039302498028,-2.297812035596561,-0.7584208535701179,69,0.4822137422068041,-0.1865191097660887,3.277438348722974,0.010090290759332524,16
543807,"Springer, George","TOR",2022,2022,4.326347996263264,3.1716354967224065,1.154712499540858,66,4.803820227114328,-0.7689628130303203,-0.8632219173616003,53,1.0320636106264651,0.12264888891439243,4.280471097786844,0.33765675488330477,13
622761,"Mateo, Jorge","BAL",2022,2022,4.275165015803543,1.9603657038494877,2.314799311954055,89,3.9030882963369335,-1.5172604210504872,-0.42546217143695786,51,2.0429610857381513,0.2718382262159031,15.830213138540968,3.4561508366414975,38
593428,"Bogaerts, Xander","BOS",2022,2022,4.136430520435114,3.177483385041104,0.9589471353940108,78,5.176570439684854,-0.7517473915413815,-1.2473396631023703,69,-0.09542905306131942,1.05437618845533,-2.2374686291687134,4.6550500355728195,9
642350,"Siri, Jose","TB",2022,2022,4.016455926449556,1.888478090698682,2.1279778357508743,50,3.417418940656552,-0.7589540702302079,-0.7699867797276608,35,1.9562526365731654,0.171725199177709,9.594907943734158,0.7257282343692194,15
462101,"Andrus, Elvis","CWS",2022,2022,3.997988445068154,2.615375825844347,1.3826126192238075,74,3.828260006721335,0,-1.2128841808769866,53,0.7414578561550257,0.6411547630687816,5.253567659405108,4.2358719491638,21
607054,"Peterson, Jace","MIL",2022,2022,3.9041593623982265,2.442075309537983,1.4620840528602437,43,2.960040771440795,0,-0.5179654619028113,32,1.2495546120555423,0.21252944080470185,5.405517297301567,0.6361225597121094,11
664056,"Bader, Harrison","NYY",2022,2022,3.8520827078923956,2.7438707573689936,1.108211950523402,49,3.128388310534986,0,-0.3845175531659925,33,0.7393815878457228,0.36883036267767877,6.079015590619584,1.6483149971210986,16
623205,"Velazquez, Andrew","LAA",2022,2022,3.820933924851725,0.739146307451118,3.0817876174006074,32,1.1724222729323603,0,-0.4332759654812419,16,2.881084951142776,0.20070266625782976,12.702126716603294,0.6836021077335774,16
663656,"Tucker, Kyle","HOU",2022,2022,3.8087992950242757,0.35040449658059647,3.4583947984436794,61,2.2844075720003185,0,-1.9340030754197224,36,3.4320339177406263,0.0263608807030534,15.768018345945642,1.0193686737763992,25
