"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Vierling, Matt","663837","2022","357","261",0.246,0.273,-0.027000000000000024,0.351,0.409,-0.057999999999999996,0.285,0.325,-0.040000000000000036
"De La Cruz, Bryan","650559","2022","355","243",0.252,0.285,-0.032999999999999974,0.432,0.516,-0.08400000000000002,0.313,0.36,-0.046999999999999986
"Kelly, Carson","608348","2022","354","250",0.211,0.225,-0.014000000000000012,0.334,0.362,-0.02799999999999997,0.275,0.293,-0.01799999999999996
"McCarthy, Jake","664983","2022","354","249",0.283,0.253,0.02999999999999997,0.427,0.374,0.05299999999999999,0.337,0.305,0.03200000000000003
"Dalbec, Bobby","666915","2022","353","203",0.215,0.216,-0.0010000000000000009,0.369,0.398,-0.029000000000000026,0.287,0.302,-0.015000000000000013
"Trevino, Jose","624431","2022","353","274",0.248,0.235,0.013000000000000012,0.388,0.368,0.020000000000000018,0.293,0.28,0.012999999999999956
"Toro, Abraham","647351","2022","352","263",0.185,0.225,-0.04000000000000001,0.324,0.376,-0.05199999999999999,0.246,0.284,-0.03799999999999998
"Pujols, Albert","405395","2022","351","258",0.27,0.26,0.010000000000000009,0.55,0.517,0.03300000000000003,0.38,0.367,0.013000000000000012
"Haase, Eric","606992","2022","351","229",0.254,0.238,0.016000000000000014,0.443,0.412,0.031000000000000028,0.322,0.304,0.018000000000000016
"Anderson, Tim","641313","2022","351","277",0.301,0.298,0.0030000000000000027,0.395,0.45,-0.05499999999999999,0.323,0.342,-0.019000000000000017
"González, Luis","670768","2022","350","241",0.251,0.217,0.034,0.357,0.314,0.04299999999999998,0.299,0.272,0.02699999999999997
"Velazquez, Andrew","623205","2022","349","212",0.196,0.203,-0.007000000000000006,0.304,0.331,-0.027000000000000024,0.239,0.253,-0.014000000000000012
"Celestino, Gilberto","665482","2022","347","236",0.238,0.222,0.015999999999999986,0.302,0.303,-0.0010000000000000009,0.28,0.275,0.0050000000000000044
"Nootbaar, Lars","663457","2022","347","224",0.228,0.246,-0.017999999999999988,0.448,0.432,0.016000000000000014,0.342,0.352,-0.009999999999999953
"Franco, Wander","677551","2022","344","285",0.277,0.288,-0.010999999999999954,0.417,0.429,-0.01200000000000001,0.323,0.339,-0.016000000000000014
"Sánchez, Jesús","660821","2022","343","222",0.214,0.22,-0.006000000000000005,0.403,0.39,0.013000000000000012,0.298,0.296,0.0020000000000000018
"Taveras, Leody","665750","2022","341","230",0.261,0.226,0.035,0.366,0.325,0.04099999999999998,0.297,0.269,0.02799999999999997
