"year","last_name, first_name","player_id","team_id","pa","pitches","runs_all","runs_heart","runs_shadow","runs_chase","runs_waste"
"2022","Davies, Zach","605200","109","570","2292",-1.5396551964306193,1.6687758892789801,24.27613227891031,-20.196772285445004,-7.287791079174906
"2022","Widener, Taylor","642203","109","81","329",-3.812374034990288,-1.618586532306417,3.206178101724071,-3.2656222133839754,-2.1343433910239633
"2022","Bautista, Félix","642585","110","252","995",12.714079774241506,5.899947071576312,12.989163613067499,-2.5097048094495578,-3.66532610095274
"2022","Barnes, Matt","598264","111","175","693",1.1038302209097846,-2.0909195793343827,12.372023032683794,-5.973484948932308,-3.203788283507318
"2022","Wacha, Michael","608379","111","515","1949",3.929024435476047,2.862032810895996,19.91938245990128,-11.49096102458584,-7.361429810735379
"2022","Bello, Brayan","678394","111","267","997",-7.912913107812988,3.5263590012652712,4.407696088903506,-12.779712379321861,-3.067255818659901
"2022","Miley, Wade","489119","112","159","566",2.395334018674211,6.083802419789645,2.9657584384475357,-4.847802218300074,-1.8064246212628967
"2022","Roberts, Ethan","681799","112","38","177",-4.760998087675578,-2.211014193544466,-0.21463646589681035,-1.2527107329123437,-1.0826366953219613
"2022","Wilson, Justin","458677","113","13","54",0.9193901463290387,-0.5145368019257858,1.4877176195045474,-0.2389615811434481,0.185170909893725
"2022","Dowdy, Kyle","664871","113","27","95",1.4577682691261655,1.7346565181016471,0.17928004282505317,-0.1099066709110978,-0.3462616208894371
"2022","Plesac, Zach","668676","114","567","2150",-12.05506133094971,7.322743850065957,2.1735427215340106,-12.711862205131888,-8.839485697417775
"2022","Gomber, Austin","596295","115","528","2059",-19.524286372306797,-6.162214793173302,5.199634548268491,-12.55760995506394,-6.004096172338007
"2022","Bird, Jake","656234","115","208","745",-4.656138294518212,8.455145843249376,-4.397581290796298,-4.45517478977563,-4.258528057195647
"2022","Lamet, Dinelson","659275","115","149","583",-4.247665587821822,2.2617945027242765,1.4197027642160531,-4.319271930205092,-3.609890924557065
"2022","Banks, Tanner","621383","145","217","897",4.452380068343134,2.998171951088647,12.231490479553273,-7.659924207771226,-3.1173581545275573
"2022","Verlander, Justin","434378","117","666","2607",47.54799520654878,30.177848707807815,35.04701942612608,-11.012644379454006,-6.664228547930962
"2022","Kowar, Jackson","663804","118","82","311",-12.21290276143363,-2.848329178136446,-6.368964366776548,-2.8156460844856928,-0.17996313203495423
"2022","Bolaños, Ronald","671790","118","86","332",-2.838991873624286,2.2528628768157475,-1.2489671621390466,-2.2176303111933406,-1.625257277107644
