"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","1943","1352",0.26,0.262,-0.0020000000000000018,0.435,0.46,-0.025000000000000022,0.343,0.351,-0.007999999999999952
"Astros","HOU","2026","1924","1230",0.257,0.245,0.01200000000000001,0.432,0.405,0.02699999999999997,0.356,0.339,0.01699999999999996
"Reds","CIN","2026","1894","1275",0.252,0.261,-0.009000000000000008,0.432,0.445,-0.013000000000000012,0.347,0.355,-0.008000000000000007
"Orioles","BAL","2026","1870","1279",0.265,0.252,0.013000000000000012,0.441,0.41,0.031000000000000028,0.346,0.327,0.01899999999999996
"Angels","LAA","2026","1868","1213",0.242,0.243,-0.0010000000000000009,0.376,0.393,-0.017000000000000015,0.324,0.328,-0.0040000000000000036
"Rockies","COL","2026","1860","1321",0.273,0.266,0.007000000000000006,0.455,0.447,0.008000000000000007,0.349,0.341,0.007999999999999952
"Phillies","PHI","2026","1854","1238",0.264,0.239,0.025000000000000022,0.4,0.378,0.02200000000000002,0.323,0.302,0.02100000000000002
"Athletics","ATH","2026","1841","1257",0.256,0.244,0.01200000000000001,0.421,0.393,0.02799999999999997,0.338,0.322,0.016000000000000014
"Twins","MIN","2026","1835","1268",0.246,0.243,0.0030000000000000027,0.391,0.397,-0.006000000000000005,0.323,0.323,0
"Guardians","CLE","2026","1824","1193",0.237,0.236,0.0010000000000000009,0.395,0.401,-0.006000000000000005,0.315,0.313,0.0020000000000000018
"Mets","NYM","2026","1822","1175",0.233,0.238,-0.004999999999999977,0.361,0.362,-0.0010000000000000009,0.305,0.306,-0.0010000000000000009
"White Sox","CWS","2026","1819","1219",0.242,0.253,-0.01100000000000001,0.402,0.411,-0.008999999999999952,0.329,0.335,-0.006000000000000005
"Mariners","SEA","2026","1816","1246",0.251,0.253,-0.0020000000000000018,0.398,0.42,-0.021999999999999964,0.315,0.321,-0.006000000000000005
"Pirates","PIT","2026","1810","1191",0.226,0.241,-0.014999999999999986,0.361,0.377,-0.016000000000000014,0.301,0.31,-0.009000000000000008
"Royals","KC","2026","1809","1196",0.239,0.251,-0.01200000000000001,0.404,0.428,-0.023999999999999966,0.327,0.336,-0.009000000000000008
"Giants","SF","2026","1809","1237",0.244,0.247,-0.0030000000000000027,0.397,0.393,0.0040000000000000036,0.322,0.32,0.0020000000000000018
"Marlins","MIA","2026","1799","1199",0.226,0.232,-0.006000000000000005,0.366,0.387,-0.02100000000000002,0.305,0.313,-0.008000000000000007
"Tigers","DET","2026","1781","1212",0.24,0.242,-0.0020000000000000018,0.381,0.382,-0.0010000000000000009,0.313,0.313,0
"Cardinals","STL","2026","1779","1252",0.252,0.268,-0.016000000000000014,0.391,0.448,-0.056999999999999995,0.325,0.348,-0.022999999999999965
"Blue Jays","TOR","2026","1768","1184",0.25,0.243,0.007000000000000006,0.383,0.385,-0.0020000000000000018,0.312,0.308,0.0040000000000000036
"Cubs","CHC","2026","1768","1223",0.235,0.249,-0.014000000000000012,0.4,0.43,-0.02999999999999997,0.313,0.327,-0.014000000000000012
"Yankees","NYY","2026","1760","1172",0.221,0.229,-0.008000000000000007,0.337,0.354,-0.01699999999999996,0.286,0.294,-0.008000000000000007
"Braves","ATL","2026","1757","1153",0.208,0.226,-0.018000000000000016,0.343,0.368,-0.024999999999999967,0.288,0.302,-0.014000000000000012
"Padres","SD","2026","1752","1159",0.233,0.227,0.006000000000000005,0.36,0.361,-0.0010000000000000009,0.303,0.299,0.0040000000000000036
"Red Sox","BOS","2026","1743","1191",0.236,0.253,-0.017000000000000015,0.386,0.429,-0.04299999999999998,0.311,0.331,-0.020000000000000018
"Rays","TB","2026","1738","1221",0.226,0.251,-0.024999999999999994,0.371,0.417,-0.045999999999999985,0.295,0.32,-0.025000000000000022
"D-backs","AZ","2026","1722","1222",0.243,0.257,-0.014000000000000012,0.406,0.444,-0.03799999999999998,0.318,0.335,-0.017000000000000015
"Dodgers","LAD","2026","1721","1134",0.211,0.233,-0.02200000000000002,0.339,0.374,-0.034999999999999976,0.28,0.299,-0.01899999999999996
"Rangers","TEX","2026","1716","1155",0.225,0.242,-0.016999999999999987,0.368,0.404,-0.03600000000000003,0.299,0.317,-0.018000000000000016
"Brewers","MIL","2026","1657","1049",0.224,0.229,-0.0050000000000000044,0.347,0.352,-0.0050000000000000044,0.295,0.295,0
