"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Astros","HOU","2026","1782","1136",0.263,0.248,0.015000000000000013,0.441,0.408,0.03300000000000003,0.362,0.342,0.019999999999999962
"Nationals","WSH","2026","1770","1233",0.257,0.26,-0.0030000000000000027,0.43,0.453,-0.02300000000000002,0.341,0.35,-0.008999999999999952
"Reds","CIN","2026","1733","1168",0.25,0.26,-0.010000000000000009,0.422,0.443,-0.02100000000000002,0.343,0.353,-0.009999999999999953
"Phillies","PHI","2026","1711","1142",0.268,0.24,0.028000000000000025,0.405,0.376,0.029000000000000026,0.329,0.302,0.027000000000000024
"Orioles","BAL","2026","1706","1159",0.26,0.248,0.01200000000000001,0.429,0.402,0.02699999999999997,0.34,0.322,0.018000000000000016
"Angels","LAA","2026","1701","1104",0.241,0.241,0,0.376,0.387,-0.01100000000000001,0.323,0.324,-0.0010000000000000009
"Rockies","COL","2026","1693","1201",0.27,0.265,0.0050000000000000044,0.454,0.449,0.0050000000000000044,0.348,0.34,0.007999999999999952
"Athletics","ATH","2026","1686","1144",0.255,0.243,0.01200000000000001,0.413,0.393,0.019999999999999962,0.337,0.324,0.013000000000000012
"Pirates","PIT","2026","1682","1109",0.222,0.238,-0.015999999999999986,0.353,0.37,-0.017000000000000015,0.297,0.306,-0.009000000000000008
"Twins","MIN","2026","1680","1159",0.247,0.244,0.0030000000000000027,0.396,0.397,-0.0010000000000000009,0.326,0.323,0.0030000000000000027
"Guardians","CLE","2026","1676","1089",0.236,0.235,0.0010000000000000009,0.394,0.401,-0.007000000000000006,0.315,0.313,0.0020000000000000018
"Mariners","SEA","2026","1670","1146",0.252,0.252,0,0.396,0.417,-0.020999999999999963,0.315,0.319,-0.0040000000000000036
"Giants","SF","2026","1663","1130",0.24,0.245,-0.0050000000000000044,0.392,0.388,0.0040000000000000036,0.32,0.318,0.0020000000000000018
"Cardinals","STL","2026","1660","1164",0.254,0.27,-0.016000000000000014,0.395,0.452,-0.056999999999999995,0.328,0.351,-0.022999999999999965
"Royals","KC","2026","1657","1084",0.238,0.249,-0.01100000000000001,0.408,0.43,-0.02200000000000002,0.33,0.338,-0.008000000000000007
"Marlins","MIA","2026","1652","1097",0.224,0.235,-0.010999999999999982,0.362,0.392,-0.030000000000000027,0.304,0.316,-0.01200000000000001
"White Sox","CWS","2026","1648","1104",0.24,0.253,-0.013000000000000012,0.398,0.406,-0.008000000000000007,0.326,0.332,-0.006000000000000005
"Tigers","DET","2026","1637","1103",0.243,0.244,-0.0010000000000000009,0.383,0.386,-0.0030000000000000027,0.317,0.316,0.0010000000000000009
"Mets","NYM","2026","1636","1063",0.231,0.239,-0.00799999999999998,0.361,0.364,-0.0030000000000000027,0.302,0.305,-0.0030000000000000027
"Blue Jays","TOR","2026","1622","1086",0.251,0.245,0.006000000000000005,0.385,0.386,-0.0010000000000000009,0.314,0.309,0.0050000000000000044
"Cubs","CHC","2026","1614","1107",0.229,0.246,-0.016999999999999987,0.379,0.419,-0.03999999999999998,0.303,0.322,-0.019000000000000017
"Padres","SD","2026","1607","1069",0.239,0.228,0.010999999999999982,0.374,0.364,0.010000000000000009,0.31,0.299,0.01100000000000001
"Yankees","NYY","2026","1606","1072",0.219,0.229,-0.010000000000000009,0.333,0.354,-0.020999999999999963,0.284,0.294,-0.010000000000000009
"Braves","ATL","2026","1604","1044",0.205,0.226,-0.02100000000000002,0.337,0.371,-0.033999999999999975,0.285,0.303,-0.018000000000000016
"Red Sox","BOS","2026","1601","1093",0.24,0.255,-0.015000000000000013,0.388,0.433,-0.044999999999999984,0.315,0.334,-0.019000000000000017
"Dodgers","LAD","2026","1588","1049",0.216,0.235,-0.01899999999999999,0.35,0.381,-0.031000000000000028,0.287,0.302,-0.015000000000000013
"Rangers","TEX","2026","1585","1066",0.228,0.244,-0.015999999999999986,0.37,0.408,-0.03799999999999998,0.302,0.319,-0.017000000000000015
"D-backs","AZ","2026","1580","1113",0.243,0.256,-0.013000000000000012,0.41,0.451,-0.041000000000000036,0.321,0.338,-0.017000000000000015
"Rays","TB","2026","1576","1101",0.217,0.248,-0.031,0.359,0.414,-0.05499999999999999,0.288,0.319,-0.031000000000000028
"Brewers","MIL","2026","1516","955",0.225,0.23,-0.0050000000000000044,0.346,0.353,-0.007000000000000006,0.295,0.296,-0.0010000000000000009
