"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","tot_plays"
"Cubs",112,61.51601675030604,60.4995339829656,48.076208385356054,11.321767617336146,1.1015579802733486,1.0164827673404382,2.0019426543595675,-1.615100129439663,0.6296402424205317,18434
"Blue Jays",141,36.457814744733504,11.133679556535645,8.628725682239677,3.309434248759276,-0.8044803744632973,25.324135188197857,15.89824434788776,5.344558792810451,4.081332047499635,19335
"Cardinals",138,31.67015587343139,29.663963833137153,23.48955090695481,-3.361643704840152,9.536056631022499,2.0061920402942346,5.388183103815467,-1.614200773710526,-1.7677902898107116,18953
"D-backs",109,25.70336133906522,24.150564965661086,24.972262976234287,-4.339163190435492,3.5174651798623007,1.5527963734041603,0.3761106184543746,-0.22116482830334325,1.3978505832531285,18060
"Padres",135,17.704572402853813,17.196131685212077,6.423204330793903,8.152807903371544,2.6201194510466164,0.5084407176417409,-5.2018805369138885,5.000775361665196,0.709545892890431,18902
"Dodgers",119,16.61444160422382,22.563556260312247,18.073197198027735,3.891365922293733,0.598993139990775,-5.949114656088424,-4.363588230814473,-0.7574705097238756,-0.8280559155500785,18283
"Guardians",114,13.336313766433452,16.670987199726106,12.450345526907716,3.928853866079685,0.2917878067387077,-3.3346734332926675,2.292339863164306,-1.979851233472625,-3.6471620629843473,18774
"Red Sox",111,12.446930981606174,16.343876874693958,10.687659619568887,5.409679331572037,0.24653792355302923,-3.896945893087776,-2.512956088609156,-2.389213443044467,1.0052236385658477,17501
"Yankees",147,11.270569223953382,0.3845143613633279,1.3202259123030713,1.0036443281595984,-1.939355879099348,10.886054862590063,10.228469962535941,-1.2676334275702583,1.9252183276243844,18338
"Braves",144,8.675936067235488,12.142522216200641,7.773694615574832,5.41129773893273,-1.042470138306933,-3.4665861489651335,0.7709810986970137,-4.951189246023743,0.7136219983615991,18340
"White Sox",145,5.580129793630456,14.427393495466376,8.480996523605054,-0.5579243494274083,6.504321321288732,-8.84726370183592,-5.111795556253097,0.1196818378159874,-3.855149983398807,18906
"Marlins",146,5.243128656561664,1.844639210632273,4.365632732552836,-4.896909291628101,2.375915769707539,3.3984894459293886,0.4486065093289491,3.5087198372656134,-0.5588369006651739,18265
"Rays",139,4.921486957507396,1.9222005200431977,-1.1267007532768536,0.15671839261926898,2.892182880700781,2.999286437464192,4.391907935644743,-0.7180107509487845,-0.6746107472317616,17561
"Royals",118,1.5066325614312177,5.296806620439996,3.3378795171829307,3.1177678629187358,-1.1588407596616825,-3.7901740590087796,-3.2128070026604614,2.681369429084222,-3.258736485432542,18794
"Nationals",120,0.5269964766592186,-2.265480690359765,-9.034465538999363,1.4050773375520778,5.363907511087505,2.792477167018984,5.320695960563104,-1.8387935267391962,-0.6894252668049213,19524
"Brewers",158,0.35324348267653527,5.1759179282547585,6.3089031454726525,-5.653353600281797,4.5203683830639045,-4.822674445578234,-5.651992396863292,3.479471620167691,-2.6501536688826257,18450
"Giants",137,-1.3053306549418286,-8.435588211912066,-10.191938883107447,-0.9728887861147796,2.7292394573101513,7.130257556970235,6.269983848283067,2.6080306903413817,-1.7477569816542151,18725
"Astros",117,-3.105497969112113,-1.8667898322014995,0.40753754535771547,-1.793677331060167,-0.48065004649905146,-1.2387081369106134,2.672329612363779,-1.8617249496054622,-2.0493127996689298,19438
"Reds",113,-5.014381681016252,-3.127476409640764,5.854591304877087,-7.805672296478315,-1.1763954180395344,-1.8869052713754844,-5.376079374825606,-0.9165619221234246,4.405736025573547,19176
"Mets",121,-5.955337744403948,-12.704639358110377,-13.00299045877746,4.1375407188060445,-3.839189618138979,6.749301613706445,3.92426020830957,3.283270133154214,-0.45822872775734347,18976
"Phillies",143,-7.659700532750912,-16.78760547433359,-8.128310673199744,-3.265400504630245,-5.393894296503617,9.127904941582697,3.2478309658730256,5.107369236627245,0.7727047390824203,19000
"Rangers",140,-8.405211922043685,-1.6964492102823079,6.282687944294323,-5.451934695551776,-2.5272024590248505,-6.708762711761381,-4.772184132562685,-2.6959693446997934,0.7593907655011051,18355
"Tigers",116,-12.85377567097282,-20.89251608179848,-18.612753960807254,-6.348598367240729,4.068836246249503,8.038740410825637,4.179126025193376,2.118951006492663,1.740663379139593,17941
"Orioles",110,-13.38443907846025,-17.046369628290645,-14.319492353527156,-0.35901412116042997,-2.3678631536030705,3.6619305498304002,-1.8379580647753018,3.365021955099125,2.134866659506578,18470
"Rockies",115,-14.575282336898281,-6.790237630070596,-6.4884795533279345,-1.4852876785951075,1.183529601852438,-7.7850447068276765,-4.492418897675124,-2.831580059631327,-0.4610457495212209,18915
"Pirates",134,-23.323919939300396,-21.159377781054786,-18.059013453623052,-4.428165312949178,1.3278009855174295,-2.164542158245592,-1.173666711469835,-0.17048665205250885,-0.8203887947232463,19417
"Twins",142,-24.410382346507042,-18.800923541788478,-16.291333669792362,-2.1845589295372863,-0.3250309424588302,-5.609458804718549,-0.2758609529488025,-6.132032554853764,0.7984347030840202,19071
"Angels",108,-33.719261738461384,-17.62517804568222,-19.977336832067977,1.5687896848010863,0.7833691015846772,-16.09408369277918,-12.077470709233781,-1.1552939594936946,-2.8613190240517072,19711
"Athletics",133,-34.406265713091685,-28.697308083968743,-28.163063608296287,0.45045874168920563,-0.9847032173616452,-5.708957629122935,-6.72945354155428,1.198097796572014,-0.17760188414067168,19635
"Mariners",136,-36.693624112160016,-32.64914871324455,-33.5615554216718,-0.3326918907113505,1.2450985991386172,-4.0444753989154885,-4.577521429041858,-2.112622230198408,2.645668260324776,18057
