"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Pirates","PIT","2026","1357","878",0.254,0.25,0.0040000000000000036,0.398,0.406,-0.008000000000000007,0.332,0.329,0.0030000000000000027
"Astros","HOU","2026","1333","925",0.269,0.263,0.006000000000000005,0.442,0.437,0.0050000000000000044,0.349,0.341,0.007999999999999952
"Nationals","WSH","2026","1330","888",0.239,0.249,-0.010000000000000009,0.384,0.406,-0.02200000000000002,0.316,0.324,-0.008000000000000007
"Angels","LAA","2026","1322","821",0.235,0.228,0.0069999999999999785,0.391,0.392,-0.0010000000000000009,0.324,0.319,0.0050000000000000044
"Cubs","CHC","2026","1309","874",0.258,0.248,0.010000000000000009,0.425,0.416,0.009000000000000008,0.346,0.334,0.011999999999999955
"Braves","ATL","2026","1308","930",0.273,0.265,0.008000000000000007,0.458,0.46,-0.0020000000000000018,0.35,0.345,0.0050000000000000044
"Twins","MIN","2026","1305","851",0.234,0.231,0.0030000000000000027,0.38,0.384,-0.0040000000000000036,0.319,0.318,0.0010000000000000009
"Mariners","SEA","2026","1290","828",0.232,0.244,-0.011999999999999983,0.382,0.419,-0.03699999999999998,0.317,0.333,-0.016000000000000014
"Tigers","DET","2026","1289","868",0.251,0.261,-0.010000000000000009,0.406,0.457,-0.05099999999999999,0.332,0.35,-0.01799999999999996
"Rockies","COL","2026","1281","839",0.251,0.242,0.009000000000000008,0.395,0.389,0.006000000000000005,0.321,0.311,0.010000000000000009
"Cardinals","STL","2026","1280","850",0.242,0.24,0.0020000000000000018,0.408,0.423,-0.015000000000000013,0.327,0.33,-0.0030000000000000027
"Guardians","CLE","2026","1275","863",0.235,0.242,-0.007000000000000006,0.387,0.381,0.006000000000000005,0.319,0.316,0.0030000000000000027
"Athletics","ATH","2026","1274","859",0.25,0.256,-0.006000000000000005,0.399,0.415,-0.01599999999999996,0.323,0.328,-0.0050000000000000044
"Dodgers","LAD","2026","1268","865",0.271,0.273,-0.0020000000000000018,0.442,0.466,-0.02400000000000002,0.349,0.358,-0.009000000000000008
"White Sox","CWS","2026","1262","801",0.226,0.238,-0.011999999999999983,0.38,0.401,-0.02100000000000002,0.315,0.324,-0.009000000000000008
"Brewers","MIL","2026","1253","834",0.242,0.234,0.00799999999999998,0.359,0.374,-0.015000000000000013,0.316,0.315,0.0010000000000000009
"Yankees","NYY","2026","1249","793",0.235,0.249,-0.014000000000000012,0.439,0.46,-0.02100000000000002,0.341,0.352,-0.010999999999999954
"Marlins","MIA","2026","1248","835",0.252,0.24,0.01200000000000001,0.382,0.363,0.019000000000000017,0.322,0.309,0.013000000000000012
"Royals","KC","2026","1247","833",0.24,0.24,0,0.389,0.384,0.0050000000000000044,0.317,0.314,0.0030000000000000027
"Phillies","PHI","2026","1244","853",0.223,0.239,-0.015999999999999986,0.368,0.384,-0.016000000000000014,0.3,0.31,-0.010000000000000009
"Orioles","BAL","2026","1243","797",0.23,0.241,-0.010999999999999982,0.391,0.403,-0.01200000000000001,0.318,0.324,-0.006000000000000005
"Reds","CIN","2026","1243","795",0.22,0.24,-0.01999999999999999,0.388,0.427,-0.03899999999999998,0.312,0.332,-0.020000000000000018
"Rangers","TEX","2026","1237","808",0.236,0.238,-0.0020000000000000018,0.377,0.386,-0.009000000000000008,0.311,0.311,0
"Red Sox","BOS","2026","1236","838",0.235,0.241,-0.006000000000000005,0.351,0.375,-0.02400000000000002,0.302,0.312,-0.010000000000000009
"Blue Jays","TOR","2026","1234","910",0.25,0.251,-0.0010000000000000009,0.388,0.387,0.0010000000000000009,0.312,0.309,0.0030000000000000027
"Rays","TB","2026","1222","862",0.25,0.241,0.009000000000000008,0.38,0.361,0.019000000000000017,0.318,0.304,0.014000000000000012
"Mets","NYM","2026","1220","857",0.227,0.244,-0.016999999999999987,0.341,0.394,-0.05299999999999999,0.284,0.308,-0.02400000000000002
"Giants","SF","2026","1195","859",0.245,0.248,-0.0030000000000000027,0.357,0.376,-0.019000000000000017,0.289,0.295,-0.006000000000000005
"Padres","SD","2026","1194","811",0.232,0.245,-0.012999999999999984,0.375,0.4,-0.025000000000000022,0.305,0.32,-0.015000000000000013
"D-backs","AZ","2026","1174","825",0.248,0.248,0,0.41,0.389,0.020999999999999963,0.317,0.307,0.010000000000000009
