"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","tot_plays"
"Cubs",112,16.317244318485066,19.022983064447764,15.659680746724284,2.2431067845211707,1.120195533202328,-2.7057387459626963,-1.5840048002461535,-0.9262549538352938,-0.19547899188125292,6118
"Blue Jays",141,16.042264444002008,6.779865084883351,6.400101408371167,1.0562828395716652,-0.6765191630594906,9.26239935911866,6.819085813223919,1.2680730395167905,1.1752405063779525,6163
"Red Sox",111,15.578309636757526,12.684991571859122,11.780344651199462,1.497336835469573,-0.5926899148099187,2.8933180648984065,1.0192356301530519,0.5390865975248011,1.3349958372205517,5873
"Dodgers",119,11.762388659497796,14.547884796542602,10.887954618929161,2.4801728230200637,1.1797573545933724,-2.785496137044812,-3.100011444566852,0.1253450007552634,0.1891703067667776,5884
"Cardinals",138,10.5804896926457,10.148826985898465,7.206855227656961,-0.711603069701299,3.6535748279427995,0.43166270674723767,0.4357400922811632,0.46668856792429725,-0.4707659534582244,6271
"Braves",144,9.822326711387516,13.347509646131344,9.810301494699107,2.1960628986732917,1.341145252758945,-3.525182934743837,-1.0652651156682262,-2.6664742123320604,0.2065563932564491,5931
"Padres",135,7.932466290240372,5.549120236585843,3.7611557178625246,1.3958281009795215,0.3921364177437949,2.383346053654528,-0.19548558528337695,1.9454312341315354,0.6334004048063655,6072
"Yankees",147,6.945085466887406,3.987384083753898,1.7325006546218789,2.7624654596791856,-0.5075820305471664,2.957701383133511,2.910147098592062,-0.9018593223266373,0.9494136068680886,6136
"Royals",118,4.844765506570634,4.6139888797640785,3.4650999668429905,1.710225037568866,-0.5613361246477816,0.2307766268065514,-0.6208465398535343,2.2273958820087834,-1.3757727153486972,6250
"D-backs",109,4.733542047753032,2.8137416115750615,6.027991211778896,-2.3377399055187094,-0.8765096946851318,1.919800436177974,0.038760298934389155,0.8297445423189599,1.051295594924623,5952
"Giants",137,4.2819971500205565,-0.6666973533167205,-1.336641065657545,-1.2826510889225202,1.9525948012633392,4.948694503337283,3.595665053126509,1.6283657579164723,-0.27533630770569695,6232
"Guardians",114,0.574620600328022,1.4027831052512496,-0.5364554122538054,1.2066481640943212,0.7325903534107359,-0.8281625049232318,1.637699153362544,-1.3409999017269916,-1.1248617565587855,6482
