"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Cubs","CHC","2026","1473","984",0.259,0.252,0.007000000000000006,0.429,0.421,0.008000000000000007,0.348,0.338,0.009999999999999953
"Astros","HOU","2026","1471","1013",0.261,0.261,0,0.429,0.434,-0.0050000000000000044,0.339,0.338,0.0010000000000000009
"Angels","LAA","2026","1457","908",0.233,0.228,0.0050000000000000044,0.389,0.394,-0.0050000000000000044,0.321,0.318,0.0030000000000000027
"Braves","ATL","2026","1456","1028",0.27,0.263,0.007000000000000006,0.457,0.462,-0.0050000000000000044,0.348,0.345,0.0030000000000000027
"Pirates","PIT","2026","1455","944",0.247,0.247,0,0.387,0.407,-0.019999999999999962,0.324,0.328,-0.0040000000000000036
"Nationals","WSH","2026","1440","963",0.241,0.249,-0.008000000000000007,0.395,0.408,-0.012999999999999956,0.319,0.324,-0.0050000000000000044
"Dodgers","LAD","2026","1434","980",0.273,0.271,0.0020000000000000018,0.446,0.461,-0.015000000000000013,0.353,0.355,-0.0020000000000000018
"Mariners","SEA","2026","1429","909",0.229,0.238,-0.00899999999999998,0.377,0.407,-0.02999999999999997,0.314,0.327,-0.013000000000000012
"Tigers","DET","2026","1427","952",0.244,0.257,-0.013000000000000012,0.393,0.443,-0.04999999999999999,0.323,0.342,-0.019000000000000017
"White Sox","CWS","2026","1419","898",0.229,0.239,-0.009999999999999981,0.38,0.405,-0.025000000000000022,0.315,0.326,-0.01100000000000001
"Twins","MIN","2026","1418","934",0.233,0.23,0.0030000000000000027,0.38,0.381,-0.0010000000000000009,0.317,0.316,0.0010000000000000009
"Guardians","CLE","2026","1413","968",0.229,0.24,-0.010999999999999982,0.375,0.375,0,0.311,0.312,-0.0010000000000000009
"Red Sox","BOS","2026","1403","936",0.237,0.241,-0.0040000000000000036,0.356,0.379,-0.02300000000000002,0.306,0.315,-0.009000000000000008
"Rockies","COL","2026","1400","915",0.253,0.242,0.01100000000000001,0.404,0.393,0.01100000000000001,0.324,0.312,0.01200000000000001
"Yankees","NYY","2026","1400","905",0.24,0.255,-0.015000000000000013,0.453,0.472,-0.01899999999999996,0.346,0.357,-0.01100000000000001
"Orioles","BAL","2026","1400","899",0.234,0.241,-0.0069999999999999785,0.389,0.397,-0.008000000000000007,0.319,0.322,-0.0030000000000000027
"Phillies","PHI","2026","1398","974",0.232,0.245,-0.012999999999999984,0.384,0.397,-0.013000000000000012,0.307,0.315,-0.008000000000000007
"Reds","CIN","2026","1395","898",0.219,0.241,-0.021999999999999992,0.385,0.422,-0.03699999999999998,0.309,0.33,-0.02100000000000002
"Marlins","MIA","2026","1392","933",0.25,0.24,0.010000000000000009,0.376,0.363,0.013000000000000012,0.318,0.308,0.010000000000000009
"Cardinals","STL","2026","1389","928",0.24,0.242,-0.0020000000000000018,0.398,0.42,-0.021999999999999964,0.322,0.329,-0.007000000000000006
"Royals","KC","2026","1389","926",0.238,0.239,-0.0010000000000000009,0.385,0.387,-0.0020000000000000018,0.315,0.315,0
"Athletics","ATH","2026","1386","930",0.248,0.253,-0.0050000000000000044,0.397,0.41,-0.012999999999999956,0.322,0.325,-0.0030000000000000027
"Blue Jays","TOR","2026","1382","1017",0.249,0.251,-0.0020000000000000018,0.38,0.387,-0.007000000000000006,0.308,0.308,0
"Brewers","MIL","2026","1368","919",0.243,0.238,0.0050000000000000044,0.359,0.381,-0.02200000000000002,0.315,0.319,-0.0040000000000000036
"Rays","TB","2026","1364","973",0.254,0.248,0.006000000000000005,0.374,0.364,0.010000000000000009,0.316,0.306,0.010000000000000009
"Rangers","TEX","2026","1356","884",0.237,0.239,-0.0020000000000000018,0.375,0.381,-0.006000000000000005,0.31,0.311,-0.0010000000000000009
"Padres","SD","2026","1339","919",0.233,0.247,-0.013999999999999985,0.386,0.403,-0.017000000000000015,0.308,0.32,-0.01200000000000001
"Mets","NYM","2026","1336","940",0.23,0.247,-0.016999999999999987,0.352,0.403,-0.051000000000000045,0.29,0.313,-0.02300000000000002
"Giants","SF","2026","1329","958",0.238,0.243,-0.0050000000000000044,0.355,0.368,-0.013000000000000012,0.284,0.288,-0.0040000000000000036
"D-backs","AZ","2026","1282","899",0.244,0.246,-0.0020000000000000018,0.405,0.385,0.020000000000000018,0.314,0.306,0.008000000000000007
