"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Athletics","ATH","2026","4903","3300",0.269,0.247,0.02200000000000002,0.466,0.406,0.06,0.354,0.326,0.02799999999999997
"Nationals","WSH","2026","4898","3425",0.258,0.26,-0.0020000000000000018,0.432,0.437,-0.0050000000000000044,0.335,0.339,-0.0040000000000000036
"Rockies","COL","2026","4865","3565",0.288,0.275,0.012999999999999956,0.49,0.461,0.02899999999999997,0.362,0.348,0.014000000000000012
"Pirates","PIT","2026","4839","3137",0.24,0.239,0.0010000000000000009,0.393,0.381,0.01200000000000001,0.316,0.311,0.0050000000000000044
"Twins","MIN","2026","4818","3273",0.253,0.241,0.01200000000000001,0.415,0.399,0.01599999999999996,0.327,0.318,0.009000000000000008
"Astros","HOU","2026","4797","3115",0.239,0.233,0.005999999999999978,0.407,0.389,0.01799999999999996,0.327,0.319,0.008000000000000007
"Reds","CIN","2026","4795","3227",0.246,0.25,-0.0040000000000000036,0.411,0.416,-0.0050000000000000044,0.328,0.333,-0.0050000000000000044
"Angels","LAA","2026","4783","3072",0.234,0.235,-0.0009999999999999731,0.381,0.386,-0.0050000000000000044,0.314,0.318,-0.0040000000000000036
"Blue Jays","TOR","2026","4772","3175",0.239,0.236,0.0030000000000000027,0.377,0.376,0.0010000000000000009,0.306,0.306,0
"Mets","NYM","2026","4770","3139",0.238,0.236,0.0020000000000000018,0.393,0.376,0.017000000000000015,0.314,0.308,0.006000000000000005
"Phillies","PHI","2026","4746","3077",0.25,0.23,0.01999999999999999,0.407,0.364,0.04299999999999998,0.318,0.295,0.02300000000000002
"Royals","KC","2026","4745","3312",0.26,0.261,-0.0010000000000000009,0.436,0.422,0.014000000000000012,0.339,0.334,0.0050000000000000044
"Orioles","BAL","2026","4741","3311",0.253,0.247,0.006000000000000005,0.408,0.393,0.014999999999999958,0.32,0.313,0.007000000000000006
"Cardinals","STL","2026","4727","3297",0.252,0.256,-0.0040000000000000036,0.394,0.414,-0.019999999999999962,0.318,0.328,-0.010000000000000009
"Giants","SF","2026","4708","3248",0.246,0.245,0.0010000000000000009,0.387,0.386,0.0010000000000000009,0.316,0.317,-0.0010000000000000009
"White Sox","CWS","2026","4695","3133",0.238,0.244,-0.006000000000000005,0.39,0.39,0,0.314,0.318,-0.0040000000000000036
"Guardians","CLE","2026","4688","3070",0.238,0.235,0.0030000000000000027,0.396,0.387,0.009000000000000008,0.311,0.308,0.0030000000000000027
"Padres","SD","2026","4687","3186",0.244,0.235,0.009000000000000008,0.395,0.381,0.014000000000000012,0.316,0.308,0.008000000000000007
"Rangers","TEX","2026","4687","3215",0.249,0.249,0,0.413,0.406,0.006999999999999951,0.319,0.316,0.0030000000000000027
"D-backs","AZ","2026","4678","3414",0.25,0.26,-0.010000000000000009,0.412,0.442,-0.030000000000000027,0.317,0.333,-0.016000000000000014
"Cubs","CHC","2026","4673","3299",0.245,0.258,-0.013000000000000012,0.419,0.437,-0.018000000000000016,0.32,0.332,-0.01200000000000001
"Marlins","MIA","2026","4633","3109",0.231,0.234,-0.0030000000000000027,0.376,0.381,-0.0050000000000000044,0.304,0.307,-0.0030000000000000027
"Braves","ATL","2026","4630","3090",0.229,0.237,-0.00799999999999998,0.381,0.384,-0.0030000000000000027,0.303,0.309,-0.006000000000000005
"Red Sox","BOS","2026","4602","3146",0.24,0.239,0.0010000000000000009,0.376,0.375,0.0010000000000000009,0.3,0.3,0
"Brewers","MIL","2026","4600","2950",0.219,0.224,-0.0050000000000000044,0.359,0.349,0.010000000000000009,0.289,0.288,0.0010000000000000009
"Tigers","DET","2026","4600","3147",0.231,0.234,-0.0030000000000000027,0.375,0.369,0.006000000000000005,0.3,0.299,0.0010000000000000009
"Yankees","NYY","2026","4593","3048",0.225,0.231,-0.006000000000000005,0.363,0.362,0.0010000000000000009,0.291,0.295,-0.0040000000000000036
"Mariners","SEA","2026","4590","3161",0.244,0.243,0.0010000000000000009,0.396,0.394,0.0020000000000000018,0.306,0.305,0.0010000000000000009
"Dodgers","LAD","2026","4581","3015",0.218,0.23,-0.01200000000000001,0.372,0.372,0,0.293,0.298,-0.0050000000000000044
"Rays","TB","2026","4528","3159",0.23,0.251,-0.02099999999999999,0.394,0.42,-0.025999999999999968,0.298,0.318,-0.020000000000000018
