"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Astros","HOU","2026","1891","1206",0.256,0.245,0.01100000000000001,0.43,0.405,0.024999999999999967,0.355,0.339,0.01599999999999996
"Nationals","WSH","2026","1886","1308",0.257,0.261,-0.0040000000000000036,0.432,0.458,-0.026000000000000023,0.341,0.351,-0.009999999999999953
"Reds","CIN","2026","1859","1250",0.253,0.261,-0.008000000000000007,0.432,0.446,-0.014000000000000012,0.348,0.355,-0.007000000000000006
"Angels","LAA","2026","1829","1185",0.243,0.243,0,0.38,0.395,-0.015000000000000013,0.325,0.329,-0.0040000000000000036
"Orioles","BAL","2026","1822","1242",0.261,0.25,0.01100000000000001,0.434,0.408,0.026000000000000023,0.341,0.325,0.016000000000000014
"Rockies","COL","2026","1819","1292",0.273,0.267,0.006000000000000005,0.455,0.448,0.007000000000000006,0.35,0.341,0.008999999999999952
"Phillies","PHI","2026","1819","1212",0.265,0.24,0.025000000000000022,0.401,0.379,0.02200000000000002,0.325,0.302,0.02300000000000002
"Athletics","ATH","2026","1813","1241",0.259,0.245,0.014000000000000012,0.425,0.394,0.030999999999999972,0.341,0.323,0.018000000000000016
"Pirates","PIT","2026","1810","1191",0.226,0.241,-0.014999999999999986,0.361,0.377,-0.016000000000000014,0.301,0.31,-0.009000000000000008
"Twins","MIN","2026","1795","1242",0.246,0.244,0.0020000000000000018,0.394,0.4,-0.006000000000000005,0.324,0.323,0.0010000000000000009
"Guardians","CLE","2026","1791","1169",0.238,0.236,0.0020000000000000018,0.396,0.401,-0.0050000000000000044,0.316,0.313,0.0030000000000000027
"White Sox","CWS","2026","1783","1195",0.242,0.253,-0.01100000000000001,0.401,0.41,-0.008999999999999952,0.329,0.335,-0.006000000000000005
"Mariners","SEA","2026","1781","1225",0.252,0.254,-0.0020000000000000018,0.4,0.422,-0.021999999999999964,0.317,0.322,-0.0050000000000000044
"Cardinals","STL","2026","1779","1252",0.252,0.268,-0.016000000000000014,0.391,0.448,-0.056999999999999995,0.325,0.348,-0.022999999999999965
"Royals","KC","2026","1770","1168",0.239,0.251,-0.01200000000000001,0.404,0.428,-0.023999999999999966,0.327,0.337,-0.010000000000000009
"Giants","SF","2026","1767","1200",0.24,0.245,-0.0050000000000000044,0.39,0.387,0.0030000000000000027,0.319,0.317,0.0020000000000000018
"Marlins","MIA","2026","1766","1178",0.228,0.234,-0.006000000000000005,0.371,0.389,-0.018000000000000016,0.308,0.314,-0.006000000000000005
"Mets","NYM","2026","1763","1137",0.232,0.238,-0.005999999999999978,0.36,0.364,-0.0040000000000000036,0.304,0.306,-0.0020000000000000018
"Tigers","DET","2026","1739","1184",0.239,0.242,-0.0030000000000000027,0.379,0.38,-0.0010000000000000009,0.312,0.311,0.0010000000000000009
"Blue Jays","TOR","2026","1730","1155",0.248,0.241,0.007000000000000006,0.376,0.378,-0.0020000000000000018,0.309,0.304,0.0050000000000000044
"Cubs","CHC","2026","1727","1190",0.232,0.248,-0.015999999999999986,0.395,0.429,-0.033999999999999975,0.31,0.326,-0.016000000000000014
"Yankees","NYY","2026","1722","1150",0.221,0.229,-0.008000000000000007,0.334,0.354,-0.019999999999999962,0.285,0.294,-0.009000000000000008
"Padres","SD","2026","1718","1140",0.234,0.228,0.006000000000000005,0.363,0.362,0.0010000000000000009,0.305,0.299,0.006000000000000005
"Braves","ATL","2026","1714","1127",0.206,0.225,-0.019000000000000017,0.34,0.367,-0.02699999999999997,0.285,0.3,-0.015000000000000013
"Red Sox","BOS","2026","1709","1172",0.237,0.255,-0.018000000000000016,0.388,0.433,-0.044999999999999984,0.313,0.334,-0.02100000000000002
"Rays","TB","2026","1695","1192",0.224,0.251,-0.026999999999999996,0.366,0.416,-0.04999999999999999,0.293,0.32,-0.027000000000000024
"Dodgers","LAD","2026","1692","1115",0.212,0.233,-0.02100000000000002,0.341,0.376,-0.034999999999999976,0.282,0.3,-0.018000000000000016
"D-backs","AZ","2026","1687","1195",0.243,0.257,-0.014000000000000012,0.406,0.446,-0.03999999999999998,0.319,0.336,-0.017000000000000015
"Rangers","TEX","2026","1680","1129",0.225,0.243,-0.017999999999999988,0.369,0.407,-0.03799999999999998,0.3,0.318,-0.018000000000000016
"Brewers","MIL","2026","1620","1026",0.225,0.23,-0.0050000000000000044,0.347,0.351,-0.0040000000000000036,0.295,0.295,0
