"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Cubs","CHC","2026","5041","3332",0.248,0.241,0.007000000000000006,0.418,0.392,0.025999999999999968,0.332,0.32,0.01200000000000001
"Pirates","PIT","2026","5012","3273",0.256,0.242,0.014000000000000012,0.411,0.394,0.01699999999999996,0.328,0.317,0.01100000000000001
"Nationals","WSH","2026","4940","3365",0.251,0.252,-0.0010000000000000009,0.437,0.423,0.014000000000000012,0.333,0.329,0.0040000000000000036
"Brewers","MIL","2026","4930","3293",0.252,0.245,0.007000000000000006,0.396,0.395,0.0010000000000000009,0.323,0.322,0.0010000000000000009
"Dodgers","LAD","2026","4888","3373",0.26,0.265,-0.0050000000000000044,0.43,0.435,-0.0050000000000000044,0.334,0.339,-0.0050000000000000044
"Cardinals","STL","2026","4850","3357",0.241,0.25,-0.009000000000000008,0.382,0.407,-0.024999999999999967,0.309,0.323,-0.014000000000000012
"Twins","MIN","2026","4847","3322",0.246,0.239,0.007000000000000006,0.406,0.389,0.017000000000000015,0.319,0.312,0.007000000000000006
"D-backs","AZ","2026","4846","3430",0.243,0.245,-0.0020000000000000018,0.398,0.383,0.015000000000000013,0.314,0.312,0.0020000000000000018
"Tigers","DET","2026","4836","3243",0.243,0.243,0,0.406,0.404,0.0020000000000000018,0.319,0.32,-0.0010000000000000009
"Rockies","COL","2026","4833","3274",0.254,0.241,0.013000000000000012,0.418,0.384,0.033999999999999975,0.324,0.308,0.016000000000000014
"Athletics","ATH","2026","4825","3269",0.244,0.243,0.0010000000000000009,0.402,0.391,0.01100000000000001,0.316,0.311,0.0050000000000000044
"White Sox","CWS","2026","4813","3153",0.239,0.24,-0.0010000000000000009,0.411,0.401,0.009999999999999953,0.32,0.318,0.0020000000000000018
"Marlins","MIA","2026","4811","3266",0.25,0.239,0.01100000000000001,0.402,0.377,0.025000000000000022,0.321,0.308,0.013000000000000012
"Red Sox","BOS","2026","4809","3296",0.25,0.242,0.008000000000000007,0.405,0.384,0.02100000000000002,0.32,0.311,0.009000000000000008
"Orioles","BAL","2026","4808","3101",0.236,0.244,-0.008000000000000007,0.398,0.415,-0.01699999999999996,0.317,0.326,-0.009000000000000008
"Phillies","PHI","2026","4808","3261",0.241,0.251,-0.010000000000000009,0.401,0.402,-0.0010000000000000009,0.313,0.319,-0.006000000000000005
"Astros","HOU","2026","4804","3286",0.242,0.243,-0.0010000000000000009,0.411,0.402,0.008999999999999952,0.318,0.316,0.0020000000000000018
"Mets","NYM","2026","4799","3252",0.235,0.246,-0.01100000000000001,0.388,0.412,-0.023999999999999966,0.306,0.319,-0.013000000000000012
"Royals","KC","2026","4790","3337",0.245,0.244,0.0010000000000000009,0.395,0.391,0.0040000000000000036,0.311,0.311,0
"Guardians","CLE","2026","4774","3231",0.233,0.236,-0.002999999999999975,0.369,0.368,0.0010000000000000009,0.303,0.304,-0.0010000000000000009
"Blue Jays","TOR","2026","4771","3440",0.244,0.241,0.0030000000000000027,0.377,0.362,0.015000000000000013,0.3,0.295,0.0050000000000000044
"Rays","TB","2026","4770","3418",0.262,0.246,0.016000000000000014,0.408,0.377,0.030999999999999972,0.325,0.308,0.017000000000000015
"Braves","ATL","2026","4760","3312",0.246,0.246,0,0.414,0.416,-0.0020000000000000018,0.317,0.318,-0.0010000000000000009
"Padres","SD","2026","4758","3229",0.238,0.245,-0.007000000000000006,0.389,0.396,-0.007000000000000006,0.31,0.317,-0.007000000000000006
"Angels","LAA","2026","4747","3080",0.235,0.232,0.002999999999999975,0.373,0.38,-0.007000000000000006,0.303,0.304,-0.0010000000000000009
"Reds","CIN","2026","4746","3042",0.226,0.235,-0.00899999999999998,0.391,0.398,-0.007000000000000006,0.307,0.315,-0.008000000000000007
"Mariners","SEA","2026","4740","3151",0.23,0.241,-0.010999999999999982,0.377,0.392,-0.015000000000000013,0.304,0.316,-0.01200000000000001
"Rangers","TEX","2026","4731","3183",0.242,0.236,0.006000000000000005,0.393,0.379,0.014000000000000012,0.312,0.305,0.007000000000000006
"Giants","SF","2026","4708","3344",0.248,0.248,0,0.406,0.397,0.009000000000000008,0.31,0.308,0.0020000000000000018
"Yankees","NYY","2026","4690","3039",0.229,0.24,-0.010999999999999982,0.407,0.409,-0.0020000000000000018,0.313,0.319,-0.006000000000000005
