"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Astros","HOU","2026","1854","1180",0.257,0.246,0.01100000000000001,0.429,0.405,0.023999999999999966,0.356,0.341,0.014999999999999958
"Nationals","WSH","2026","1847","1280",0.256,0.26,-0.0040000000000000036,0.427,0.455,-0.028000000000000025,0.34,0.35,-0.009999999999999953
"Reds","CIN","2026","1819","1224",0.251,0.26,-0.009000000000000008,0.421,0.44,-0.019000000000000017,0.343,0.352,-0.008999999999999952
"Angels","LAA","2026","1787","1160",0.242,0.242,0,0.38,0.393,-0.013000000000000012,0.325,0.328,-0.0030000000000000027
"Phillies","PHI","2026","1787","1190",0.267,0.24,0.027000000000000024,0.405,0.379,0.026000000000000023,0.327,0.303,0.02400000000000002
"Orioles","BAL","2026","1782","1217",0.261,0.25,0.01100000000000001,0.434,0.408,0.026000000000000023,0.342,0.325,0.017000000000000015
"Rockies","COL","2026","1776","1264",0.272,0.267,0.0050000000000000044,0.452,0.447,0.0050000000000000044,0.348,0.341,0.006999999999999951
"Pirates","PIT","2026","1772","1169",0.225,0.241,-0.015999999999999986,0.358,0.376,-0.018000000000000016,0.3,0.31,-0.010000000000000009
"Athletics","ATH","2026","1769","1205",0.258,0.245,0.013000000000000012,0.423,0.395,0.02799999999999997,0.341,0.324,0.017000000000000015
"Guardians","CLE","2026","1753","1145",0.237,0.235,0.0020000000000000018,0.395,0.4,-0.0050000000000000044,0.315,0.313,0.0020000000000000018
"Twins","MIN","2026","1753","1210",0.245,0.243,0.0020000000000000018,0.391,0.396,-0.0050000000000000044,0.323,0.321,0.0020000000000000018
"Cardinals","STL","2026","1742","1227",0.252,0.27,-0.018000000000000016,0.391,0.451,-0.06,0.326,0.351,-0.024999999999999967
"Mariners","SEA","2026","1741","1199",0.252,0.253,-0.0010000000000000009,0.397,0.418,-0.020999999999999963,0.315,0.32,-0.0050000000000000044
"Royals","KC","2026","1736","1141",0.24,0.25,-0.010000000000000009,0.409,0.429,-0.020000000000000018,0.33,0.337,-0.007000000000000006
"White Sox","CWS","2026","1733","1162",0.242,0.253,-0.01100000000000001,0.4,0.407,-0.006999999999999951,0.328,0.333,-0.0050000000000000044
"Giants","SF","2026","1732","1176",0.241,0.244,-0.0030000000000000027,0.393,0.386,0.007000000000000006,0.321,0.316,0.0050000000000000044
"Marlins","MIA","2026","1730","1153",0.227,0.234,-0.007000000000000006,0.368,0.389,-0.02100000000000002,0.306,0.314,-0.008000000000000007
"Mets","NYM","2026","1718","1110",0.233,0.238,-0.004999999999999977,0.361,0.362,-0.0010000000000000009,0.304,0.304,0
"Tigers","DET","2026","1703","1154",0.24,0.241,-0.0010000000000000009,0.379,0.38,-0.0010000000000000009,0.313,0.312,0.0010000000000000009
"Blue Jays","TOR","2026","1695","1129",0.249,0.242,0.007000000000000006,0.38,0.379,0.0010000000000000009,0.311,0.305,0.006000000000000005
"Cubs","CHC","2026","1684","1160",0.23,0.248,-0.017999999999999988,0.392,0.429,-0.03699999999999998,0.308,0.326,-0.018000000000000016
"Padres","SD","2026","1683","1119",0.238,0.23,0.00799999999999998,0.369,0.365,0.0040000000000000036,0.308,0.3,0.008000000000000007
"Braves","ATL","2026","1677","1098",0.205,0.226,-0.02100000000000002,0.339,0.369,-0.02999999999999997,0.285,0.302,-0.017000000000000015
"Yankees","NYY","2026","1676","1113",0.219,0.228,-0.009000000000000008,0.332,0.353,-0.020999999999999963,0.284,0.293,-0.009000000000000008
"Red Sox","BOS","2026","1671","1145",0.236,0.254,-0.018000000000000016,0.386,0.432,-0.045999999999999985,0.311,0.333,-0.02200000000000002
"Dodgers","LAD","2026","1661","1095",0.213,0.234,-0.02100000000000002,0.344,0.378,-0.03400000000000003,0.284,0.301,-0.017000000000000015
"Rays","TB","2026","1656","1162",0.222,0.248,-0.025999999999999995,0.365,0.414,-0.04899999999999999,0.291,0.318,-0.027000000000000024
"Rangers","TEX","2026","1647","1109",0.226,0.244,-0.017999999999999988,0.372,0.41,-0.03799999999999998,0.302,0.32,-0.018000000000000016
"D-backs","AZ","2026","1646","1167",0.242,0.257,-0.015000000000000013,0.408,0.448,-0.040000000000000036,0.319,0.336,-0.017000000000000015
"Brewers","MIL","2026","1585","1005",0.225,0.231,-0.006000000000000005,0.345,0.351,-0.006000000000000005,0.294,0.295,-0.0010000000000000009
