"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","2273","1580",0.254,0.258,-0.0040000000000000036,0.418,0.449,-0.031000000000000028,0.332,0.343,-0.01100000000000001
"Rockies","COL","2026","2208","1583",0.28,0.273,0.007000000000000006,0.467,0.457,0.010000000000000009,0.356,0.348,0.008000000000000007
"Astros","HOU","2026","2204","1426",0.246,0.243,0.0030000000000000027,0.416,0.401,0.014999999999999958,0.344,0.336,0.007999999999999952
"Athletics","ATH","2026","2189","1496",0.254,0.246,0.008000000000000007,0.425,0.4,0.024999999999999967,0.338,0.324,0.014000000000000012
"Angels","LAA","2026","2189","1412",0.243,0.24,0.0030000000000000027,0.383,0.39,-0.007000000000000006,0.325,0.325,0
"Orioles","BAL","2026","2177","1499",0.261,0.252,0.009000000000000008,0.427,0.415,0.01200000000000001,0.337,0.327,0.010000000000000009
"Mets","NYM","2026","2162","1401",0.235,0.237,-0.0020000000000000018,0.369,0.362,0.007000000000000006,0.31,0.306,0.0040000000000000036
"Reds","CIN","2026","2157","1451",0.247,0.258,-0.01100000000000001,0.427,0.442,-0.015000000000000013,0.342,0.351,-0.008999999999999952
"Guardians","CLE","2026","2156","1401",0.235,0.235,0,0.389,0.399,-0.010000000000000009,0.312,0.313,-0.0010000000000000009
"Pirates","PIT","2026","2153","1414",0.227,0.24,-0.012999999999999984,0.366,0.378,-0.01200000000000001,0.305,0.311,-0.006000000000000005
"Phillies","PHI","2026","2134","1430",0.257,0.238,0.019000000000000017,0.391,0.377,0.014000000000000012,0.315,0.299,0.016000000000000014
"Twins","MIN","2026","2134","1468",0.245,0.239,0.006000000000000005,0.389,0.393,-0.0040000000000000036,0.32,0.318,0.0020000000000000018
"Marlins","MIA","2026","2133","1417",0.228,0.234,-0.006000000000000005,0.372,0.388,-0.016000000000000014,0.307,0.313,-0.006000000000000005
"Royals","KC","2026","2122","1433",0.249,0.258,-0.009000000000000008,0.421,0.433,-0.01200000000000001,0.334,0.338,-0.0040000000000000036
"Giants","SF","2026","2115","1439",0.243,0.245,-0.0020000000000000018,0.394,0.388,0.006000000000000005,0.321,0.318,0.0030000000000000027
"White Sox","CWS","2026","2111","1413",0.239,0.247,-0.008000000000000007,0.403,0.404,-0.0010000000000000009,0.326,0.328,-0.0020000000000000018
"Mariners","SEA","2026","2104","1442",0.247,0.25,-0.0030000000000000027,0.384,0.405,-0.02100000000000002,0.308,0.314,-0.006000000000000005
"Cardinals","STL","2026","2089","1448",0.254,0.265,-0.01100000000000001,0.394,0.441,-0.046999999999999986,0.326,0.344,-0.01799999999999996
"Blue Jays","TOR","2026","2086","1379",0.242,0.236,0.006000000000000005,0.369,0.371,-0.0020000000000000018,0.304,0.3,0.0040000000000000036
"Tigers","DET","2026","2077","1413",0.237,0.239,-0.0020000000000000018,0.381,0.381,0,0.31,0.31,0
"Cubs","CHC","2026","2075","1437",0.239,0.252,-0.013000000000000012,0.404,0.432,-0.02799999999999997,0.316,0.328,-0.01200000000000001
"Braves","ATL","2026","2057","1359",0.211,0.227,-0.016000000000000014,0.351,0.369,-0.018000000000000016,0.289,0.3,-0.01100000000000001
"Yankees","NYY","2026","2048","1373",0.22,0.225,-0.0050000000000000044,0.334,0.344,-0.009999999999999953,0.283,0.287,-0.0040000000000000036
"D-backs","AZ","2026","2044","1469",0.238,0.252,-0.014000000000000012,0.396,0.435,-0.03899999999999998,0.311,0.328,-0.017000000000000015
"Padres","SD","2026","2043","1362",0.232,0.232,0,0.366,0.374,-0.008000000000000007,0.305,0.306,-0.0010000000000000009
"Rangers","TEX","2026","2018","1362",0.226,0.245,-0.01899999999999999,0.374,0.413,-0.03899999999999998,0.303,0.322,-0.019000000000000017
"Red Sox","BOS","2026","2017","1372",0.238,0.253,-0.015000000000000013,0.385,0.421,-0.035999999999999976,0.311,0.328,-0.017000000000000015
"Rays","TB","2026","2005","1417",0.232,0.257,-0.024999999999999994,0.38,0.426,-0.045999999999999985,0.3,0.325,-0.025000000000000022
"Dodgers","LAD","2026","2002","1325",0.21,0.232,-0.02200000000000002,0.336,0.372,-0.035999999999999976,0.278,0.297,-0.01899999999999996
"Brewers","MIL","2026","1946","1227",0.217,0.226,-0.009000000000000008,0.333,0.343,-0.010000000000000009,0.287,0.291,-0.0040000000000000036
