"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Astros","HOU","2026","1813","1157",0.259,0.246,0.013000000000000012,0.434,0.406,0.02799999999999997,0.358,0.341,0.01699999999999996
"Nationals","WSH","2026","1809","1256",0.255,0.26,-0.0050000000000000044,0.426,0.454,-0.028000000000000025,0.34,0.35,-0.009999999999999953
"Reds","CIN","2026","1776","1197",0.25,0.26,-0.010000000000000009,0.422,0.442,-0.020000000000000018,0.343,0.353,-0.009999999999999953
"Phillies","PHI","2026","1755","1171",0.268,0.24,0.028000000000000025,0.408,0.379,0.02899999999999997,0.33,0.304,0.026000000000000023
"Angels","LAA","2026","1739","1132",0.241,0.242,-0.0010000000000000009,0.379,0.392,-0.013000000000000012,0.323,0.326,-0.0030000000000000027
"Orioles","BAL","2026","1739","1184",0.259,0.249,0.010000000000000009,0.428,0.404,0.023999999999999966,0.338,0.323,0.015000000000000013
"Rockies","COL","2026","1737","1235",0.272,0.265,0.007000000000000006,0.454,0.447,0.007000000000000006,0.348,0.34,0.007999999999999952
"Pirates","PIT","2026","1729","1145",0.225,0.241,-0.015999999999999986,0.357,0.376,-0.019000000000000017,0.299,0.31,-0.01100000000000001
"Athletics","ATH","2026","1725","1174",0.256,0.245,0.01100000000000001,0.417,0.395,0.021999999999999964,0.338,0.325,0.013000000000000012
"Twins","MIN","2026","1717","1187",0.247,0.244,0.0030000000000000027,0.393,0.397,-0.0040000000000000036,0.324,0.322,0.0020000000000000018
"Guardians","CLE","2026","1717","1122",0.238,0.236,0.0020000000000000018,0.396,0.402,-0.006000000000000005,0.316,0.314,0.0020000000000000018
"Cardinals","STL","2026","1706","1196",0.252,0.268,-0.016000000000000014,0.391,0.448,-0.056999999999999995,0.326,0.349,-0.022999999999999965
"Mariners","SEA","2026","1705","1173",0.253,0.253,0,0.394,0.417,-0.022999999999999965,0.314,0.32,-0.006000000000000005
"Royals","KC","2026","1704","1114",0.24,0.251,-0.01100000000000001,0.41,0.432,-0.02200000000000002,0.331,0.339,-0.008000000000000007
"Giants","SF","2026","1696","1152",0.242,0.244,-0.0020000000000000018,0.394,0.386,0.008000000000000007,0.322,0.316,0.006000000000000005
"White Sox","CWS","2026","1696","1136",0.243,0.254,-0.01100000000000001,0.399,0.409,-0.009999999999999953,0.328,0.335,-0.007000000000000006
"Marlins","MIA","2026","1687","1122",0.227,0.234,-0.007000000000000006,0.369,0.389,-0.020000000000000018,0.307,0.314,-0.007000000000000006
"Mets","NYM","2026","1677","1088",0.232,0.239,-0.0069999999999999785,0.362,0.365,-0.0030000000000000027,0.303,0.305,-0.0020000000000000018
"Tigers","DET","2026","1668","1126",0.242,0.243,-0.0010000000000000009,0.381,0.383,-0.0020000000000000018,0.315,0.314,0.0010000000000000009
"Blue Jays","TOR","2026","1657","1107",0.251,0.244,0.007000000000000006,0.382,0.384,-0.0020000000000000018,0.313,0.308,0.0050000000000000044
"Cubs","CHC","2026","1651","1135",0.229,0.247,-0.017999999999999988,0.384,0.422,-0.03799999999999998,0.305,0.324,-0.019000000000000017
"Padres","SD","2026","1644","1093",0.238,0.229,0.00899999999999998,0.371,0.365,0.006000000000000005,0.309,0.299,0.010000000000000009
"Braves","ATL","2026","1642","1068",0.205,0.225,-0.020000000000000018,0.338,0.369,-0.030999999999999972,0.286,0.302,-0.016000000000000014
"Yankees","NYY","2026","1640","1093",0.218,0.229,-0.01100000000000001,0.332,0.355,-0.022999999999999965,0.283,0.294,-0.01100000000000001
"Red Sox","BOS","2026","1637","1117",0.238,0.254,-0.016000000000000014,0.388,0.431,-0.04299999999999998,0.313,0.333,-0.020000000000000018
"Dodgers","LAD","2026","1622","1067",0.213,0.234,-0.02100000000000002,0.344,0.379,-0.03500000000000003,0.284,0.302,-0.018000000000000016
"Rangers","TEX","2026","1618","1086",0.227,0.244,-0.016999999999999987,0.368,0.409,-0.04099999999999998,0.301,0.32,-0.019000000000000017
"D-backs","AZ","2026","1611","1141",0.24,0.256,-0.016000000000000014,0.407,0.449,-0.04200000000000004,0.318,0.337,-0.019000000000000017
"Rays","TB","2026","1611","1130",0.218,0.247,-0.028999999999999998,0.36,0.413,-0.05299999999999999,0.288,0.317,-0.029000000000000026
"Brewers","MIL","2026","1550","981",0.225,0.231,-0.006000000000000005,0.344,0.352,-0.008000000000000007,0.294,0.296,-0.0020000000000000018
