"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","1980","1379",0.26,0.261,-0.0010000000000000009,0.438,0.46,-0.02200000000000002,0.343,0.35,-0.006999999999999951
"Astros","HOU","2026","1961","1257",0.256,0.244,0.01200000000000001,0.43,0.403,0.02699999999999997,0.354,0.337,0.01699999999999996
"Reds","CIN","2026","1924","1290",0.249,0.259,-0.010000000000000009,0.429,0.442,-0.013000000000000012,0.345,0.352,-0.007000000000000006
"Angels","LAA","2026","1914","1246",0.245,0.244,0.0010000000000000009,0.382,0.395,-0.013000000000000012,0.326,0.329,-0.0030000000000000027
"Rockies","COL","2026","1908","1356",0.276,0.27,0.006000000000000005,0.459,0.453,0.006000000000000005,0.353,0.346,0.007000000000000006
"Orioles","BAL","2026","1904","1299",0.265,0.252,0.013000000000000012,0.441,0.413,0.028000000000000025,0.346,0.328,0.01799999999999996
"Phillies","PHI","2026","1891","1262",0.263,0.238,0.025000000000000022,0.398,0.376,0.02200000000000002,0.323,0.301,0.02200000000000002
"Athletics","ATH","2026","1885","1290",0.256,0.245,0.01100000000000001,0.422,0.394,0.02799999999999997,0.339,0.323,0.016000000000000014
"Twins","MIN","2026","1867","1293",0.244,0.243,0.0010000000000000009,0.389,0.397,-0.008000000000000007,0.321,0.322,-0.0010000000000000009
"Guardians","CLE","2026","1864","1213",0.236,0.235,0.0010000000000000009,0.393,0.399,-0.006000000000000005,0.315,0.313,0.0020000000000000018
"Mets","NYM","2026","1860","1203",0.233,0.238,-0.004999999999999977,0.363,0.363,0,0.306,0.307,-0.0010000000000000009
"White Sox","CWS","2026","1853","1234",0.239,0.251,-0.01200000000000001,0.396,0.407,-0.010999999999999954,0.326,0.333,-0.007000000000000006
"Mariners","SEA","2026","1851","1263",0.249,0.25,-0.0010000000000000009,0.394,0.415,-0.020999999999999963,0.313,0.318,-0.0050000000000000044
"Royals","KC","2026","1850","1224",0.243,0.253,-0.010000000000000009,0.408,0.429,-0.02100000000000002,0.33,0.337,-0.007000000000000006
"Pirates","PIT","2026","1848","1217",0.227,0.242,-0.014999999999999986,0.367,0.381,-0.014000000000000012,0.304,0.312,-0.008000000000000007
"Giants","SF","2026","1846","1264",0.245,0.249,-0.0040000000000000036,0.399,0.396,0.0030000000000000027,0.324,0.322,0.0020000000000000018
"Marlins","MIA","2026","1845","1225",0.227,0.233,-0.006000000000000005,0.368,0.387,-0.019000000000000017,0.307,0.314,-0.007000000000000006
"Cardinals","STL","2026","1825","1279",0.253,0.268,-0.015000000000000013,0.389,0.447,-0.057999999999999996,0.325,0.349,-0.023999999999999966
"Tigers","DET","2026","1815","1238",0.238,0.24,-0.0020000000000000018,0.38,0.379,0.0010000000000000009,0.312,0.311,0.0010000000000000009
"Cubs","CHC","2026","1810","1255",0.236,0.25,-0.014000000000000012,0.4,0.43,-0.02999999999999997,0.313,0.327,-0.014000000000000012
"Blue Jays","TOR","2026","1803","1201",0.249,0.243,0.006000000000000005,0.383,0.384,-0.0010000000000000009,0.313,0.308,0.0050000000000000044
"Yankees","NYY","2026","1800","1201",0.222,0.229,-0.007000000000000006,0.335,0.352,-0.01699999999999996,0.286,0.294,-0.008000000000000007
"Braves","ATL","2026","1797","1176",0.208,0.226,-0.018000000000000016,0.344,0.366,-0.02200000000000002,0.288,0.301,-0.013000000000000012
"Padres","SD","2026","1787","1182",0.232,0.227,0.0050000000000000044,0.362,0.361,0.0010000000000000009,0.303,0.298,0.0050000000000000044
"Red Sox","BOS","2026","1777","1212",0.235,0.252,-0.017000000000000015,0.384,0.426,-0.04199999999999998,0.31,0.33,-0.020000000000000018
"Rays","TB","2026","1769","1241",0.224,0.25,-0.025999999999999995,0.369,0.414,-0.044999999999999984,0.293,0.319,-0.026000000000000023
"D-backs","AZ","2026","1760","1251",0.243,0.257,-0.014000000000000012,0.407,0.446,-0.039000000000000035,0.318,0.335,-0.017000000000000015
"Dodgers","LAD","2026","1758","1161",0.211,0.232,-0.02100000000000002,0.34,0.375,-0.034999999999999976,0.28,0.298,-0.01799999999999996
"Rangers","TEX","2026","1749","1176",0.223,0.242,-0.01899999999999999,0.363,0.402,-0.039000000000000035,0.297,0.316,-0.019000000000000017
"Brewers","MIL","2026","1693","1070",0.224,0.227,-0.0030000000000000027,0.345,0.348,-0.0030000000000000027,0.293,0.293,0
