"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","1261","844",0.243,0.252,-0.009000000000000008,0.393,0.413,-0.019999999999999962,0.321,0.328,-0.007000000000000006
"Pirates","PIT","2026","1259","814",0.244,0.243,0.0010000000000000009,0.377,0.395,-0.018000000000000016,0.317,0.32,-0.0030000000000000027
"Astros","HOU","2026","1253","865",0.265,0.261,0.0040000000000000036,0.438,0.433,0.0050000000000000044,0.346,0.339,0.006999999999999951
"Angels","LAA","2026","1247","773",0.236,0.229,0.0069999999999999785,0.398,0.398,0,0.328,0.323,0.0050000000000000044
"Cubs","CHC","2026","1240","825",0.261,0.247,0.014000000000000012,0.427,0.408,0.019000000000000017,0.349,0.332,0.01699999999999996
"Twins","MIN","2026","1232","799",0.232,0.233,-0.0010000000000000009,0.38,0.386,-0.006000000000000005,0.32,0.32,0
"Braves","ATL","2026","1226","871",0.271,0.263,0.008000000000000007,0.449,0.456,-0.007000000000000006,0.347,0.344,0.0030000000000000027
"Mariners","SEA","2026","1215","782",0.234,0.246,-0.011999999999999983,0.381,0.423,-0.04199999999999998,0.318,0.336,-0.018000000000000016
"Tigers","DET","2026","1214","813",0.25,0.263,-0.013000000000000012,0.411,0.461,-0.050000000000000044,0.333,0.352,-0.01899999999999996
"Rockies","COL","2026","1210","794",0.254,0.243,0.01100000000000001,0.402,0.391,0.01100000000000001,0.324,0.312,0.01200000000000001
"Cardinals","STL","2026","1208","800",0.24,0.238,0.0020000000000000018,0.402,0.418,-0.01599999999999996,0.325,0.328,-0.0030000000000000027
"Dodgers","LAD","2026","1196","815",0.273,0.273,0,0.452,0.471,-0.01899999999999996,0.354,0.359,-0.0050000000000000044
"Athletics","ATH","2026","1191","795",0.245,0.255,-0.010000000000000009,0.392,0.413,-0.020999999999999963,0.319,0.327,-0.008000000000000007
"White Sox","CWS","2026","1188","751",0.225,0.234,-0.009000000000000008,0.38,0.395,-0.015000000000000013,0.314,0.32,-0.006000000000000005
"Guardians","CLE","2026","1182","803",0.228,0.244,-0.015999999999999986,0.371,0.387,-0.016000000000000014,0.309,0.317,-0.008000000000000007
"Phillies","PHI","2026","1176","810",0.227,0.24,-0.012999999999999984,0.376,0.387,-0.01100000000000001,0.305,0.313,-0.008000000000000007
"Orioles","BAL","2026","1175","756",0.237,0.243,-0.006000000000000005,0.4,0.404,-0.0040000000000000036,0.325,0.326,-0.0010000000000000009
"Reds","CIN","2026","1171","748",0.22,0.24,-0.01999999999999999,0.388,0.427,-0.03899999999999998,0.314,0.334,-0.020000000000000018
"Royals","KC","2026","1170","782",0.24,0.24,0,0.389,0.385,0.0040000000000000036,0.319,0.317,0.0020000000000000018
"Yankees","NYY","2026","1170","743",0.229,0.246,-0.016999999999999987,0.424,0.454,-0.030000000000000027,0.332,0.348,-0.01599999999999996
"Marlins","MIA","2026","1169","789",0.25,0.241,0.009000000000000008,0.381,0.364,0.017000000000000015,0.321,0.308,0.013000000000000012
"Brewers","MIL","2026","1166","771",0.241,0.234,0.0069999999999999785,0.364,0.377,-0.013000000000000012,0.318,0.316,0.0020000000000000018
"Red Sox","BOS","2026","1163","785",0.231,0.239,-0.00799999999999998,0.351,0.373,-0.02200000000000002,0.3,0.309,-0.009000000000000008
"Rangers","TEX","2026","1162","756",0.236,0.236,0,0.376,0.379,-0.0030000000000000027,0.31,0.309,0.0010000000000000009
"Rays","TB","2026","1159","818",0.25,0.245,0.0050000000000000044,0.379,0.365,0.014000000000000012,0.318,0.307,0.01100000000000001
"Blue Jays","TOR","2026","1151","844",0.248,0.25,-0.0020000000000000018,0.376,0.376,0,0.307,0.304,0.0030000000000000027
"Mets","NYM","2026","1146","807",0.227,0.247,-0.01999999999999999,0.342,0.4,-0.057999999999999996,0.285,0.312,-0.027000000000000024
"Giants","SF","2026","1131","811",0.247,0.249,-0.0020000000000000018,0.364,0.376,-0.01200000000000001,0.293,0.296,-0.0030000000000000027
"Padres","SD","2026","1123","763",0.235,0.248,-0.013000000000000012,0.384,0.409,-0.024999999999999967,0.31,0.325,-0.015000000000000013
"D-backs","AZ","2026","1101","774",0.25,0.249,0.0010000000000000009,0.418,0.39,0.02799999999999997,0.321,0.309,0.01200000000000001
