"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","1382","962",0.261,0.263,-0.0020000000000000018,0.432,0.464,-0.03200000000000003,0.344,0.354,-0.010000000000000009
"Astros","HOU","2026","1347","838",0.265,0.24,0.025000000000000022,0.443,0.388,0.05499999999999999,0.367,0.337,0.02999999999999997
"Reds","CIN","2026","1318","884",0.257,0.262,-0.0050000000000000044,0.416,0.437,-0.02100000000000002,0.346,0.353,-0.007000000000000006
"Angels","LAA","2026","1318","844",0.239,0.233,0.005999999999999978,0.378,0.379,-0.0010000000000000009,0.323,0.318,0.0050000000000000044
"Pirates","PIT","2026","1317","847",0.224,0.234,-0.010000000000000009,0.354,0.369,-0.015000000000000013,0.299,0.307,-0.008000000000000007
"Athletics","ATH","2026","1310","875",0.251,0.238,0.013000000000000012,0.414,0.393,0.020999999999999963,0.339,0.327,0.01200000000000001
"Phillies","PHI","2026","1307","873",0.279,0.243,0.03600000000000003,0.42,0.38,0.03999999999999998,0.34,0.307,0.03300000000000003
"Rockies","COL","2026","1306","917",0.265,0.263,0.0020000000000000018,0.442,0.447,-0.0050000000000000044,0.34,0.339,0.0010000000000000009
"Cardinals","STL","2026","1294","919",0.26,0.272,-0.01200000000000001,0.403,0.446,-0.04299999999999998,0.334,0.351,-0.01699999999999996
"Twins","MIN","2026","1293","894",0.251,0.249,0.0020000000000000018,0.403,0.404,-0.0010000000000000009,0.329,0.327,0.0020000000000000018
"Orioles","BAL","2026","1290","878",0.269,0.254,0.015000000000000013,0.443,0.41,0.03300000000000003,0.346,0.326,0.019999999999999962
"White Sox","CWS","2026","1283","859",0.242,0.253,-0.01100000000000001,0.396,0.402,-0.006000000000000005,0.327,0.332,-0.0050000000000000044
"Mariners","SEA","2026","1266","881",0.26,0.253,0.007000000000000006,0.402,0.408,-0.00599999999999995,0.32,0.316,0.0040000000000000036
"Mets","NYM","2026","1264","826",0.235,0.243,-0.008000000000000007,0.366,0.366,0,0.305,0.307,-0.0020000000000000018
"Guardians","CLE","2026","1264","828",0.232,0.238,-0.005999999999999978,0.389,0.403,-0.014000000000000012,0.312,0.316,-0.0040000000000000036
"Tigers","DET","2026","1254","843",0.24,0.241,-0.0010000000000000009,0.381,0.38,0.0010000000000000009,0.315,0.313,0.0020000000000000018
"Royals","KC","2026","1251","815",0.245,0.251,-0.006000000000000005,0.425,0.444,-0.019000000000000017,0.338,0.343,-0.0050000000000000044
"Braves","ATL","2026","1250","833",0.212,0.228,-0.016000000000000014,0.341,0.37,-0.02899999999999997,0.287,0.302,-0.015000000000000013
"Blue Jays","TOR","2026","1249","819",0.244,0.238,0.006000000000000005,0.384,0.383,0.0010000000000000009,0.311,0.306,0.0050000000000000044
"Red Sox","BOS","2026","1239","855",0.25,0.263,-0.013000000000000012,0.417,0.461,-0.04400000000000004,0.33,0.348,-0.01799999999999996
"Marlins","MIA","2026","1233","815",0.219,0.23,-0.01100000000000001,0.346,0.383,-0.03700000000000003,0.296,0.31,-0.014000000000000012
"Giants","SF","2026","1228","824",0.237,0.242,-0.0050000000000000044,0.384,0.389,-0.0050000000000000044,0.316,0.316,0
"D-backs","AZ","2026","1225","870",0.257,0.264,-0.007000000000000006,0.435,0.465,-0.030000000000000027,0.337,0.348,-0.010999999999999954
"Rangers","TEX","2026","1217","815",0.231,0.243,-0.011999999999999983,0.37,0.411,-0.04099999999999998,0.303,0.319,-0.016000000000000014
"Padres","SD","2026","1215","809",0.244,0.235,0.009000000000000008,0.38,0.376,0.0040000000000000036,0.318,0.31,0.008000000000000007
"Cubs","CHC","2026","1213","836",0.228,0.242,-0.013999999999999985,0.373,0.409,-0.035999999999999976,0.299,0.316,-0.017000000000000015
"Rays","TB","2026","1211","842",0.222,0.254,-0.032,0.377,0.438,-0.061,0.297,0.331,-0.03400000000000003
"Yankees","NYY","2026","1197","804",0.216,0.23,-0.014000000000000012,0.337,0.365,-0.02799999999999997,0.281,0.294,-0.012999999999999956
"Brewers","MIL","2026","1193","765",0.231,0.237,-0.005999999999999978,0.36,0.368,-0.008000000000000007,0.304,0.306,-0.0020000000000000018
"Dodgers","LAD","2026","1188","780",0.214,0.233,-0.019000000000000017,0.355,0.38,-0.025000000000000022,0.29,0.304,-0.014000000000000012
