"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Angels","LAA","2026","1173","725",0.238,0.229,0.00899999999999998,0.4,0.401,-0.0010000000000000009,0.331,0.326,0.0050000000000000044
"Cubs","CHC","2026","1155","764",0.262,0.248,0.014000000000000012,0.426,0.41,0.016000000000000014,0.347,0.331,0.01599999999999996
"Nationals","WSH","2026","1144","774",0.243,0.253,-0.010000000000000009,0.395,0.419,-0.023999999999999966,0.321,0.33,-0.009000000000000008
"Pirates","PIT","2026","1140","735",0.241,0.243,-0.0020000000000000018,0.369,0.391,-0.02200000000000002,0.313,0.318,-0.0050000000000000044
"Mariners","SEA","2026","1136","728",0.232,0.246,-0.013999999999999985,0.375,0.424,-0.04899999999999999,0.315,0.336,-0.02100000000000002
"Astros","HOU","2026","1128","772",0.259,0.26,-0.0010000000000000009,0.438,0.436,0.0020000000000000018,0.346,0.342,0.003999999999999948
"Braves","ATL","2026","1123","803",0.274,0.264,0.010000000000000009,0.453,0.465,-0.01200000000000001,0.35,0.348,0.0020000000000000018
"Dodgers","LAD","2026","1122","758",0.277,0.274,0.0030000000000000027,0.466,0.478,-0.011999999999999955,0.361,0.363,-0.0020000000000000018
"Twins","MIN","2026","1120","719",0.231,0.233,-0.0020000000000000018,0.382,0.387,-0.0050000000000000044,0.322,0.323,-0.0010000000000000009
"Guardians","CLE","2026","1110","751",0.23,0.245,-0.014999999999999986,0.378,0.391,-0.013000000000000012,0.313,0.321,-0.008000000000000007
"White Sox","CWS","2026","1109","703",0.223,0.233,-0.010000000000000009,0.377,0.395,-0.018000000000000016,0.31,0.318,-0.008000000000000007
"Yankees","NYY","2026","1104","694",0.234,0.245,-0.010999999999999982,0.435,0.455,-0.020000000000000018,0.34,0.35,-0.009999999999999953
"Tigers","DET","2026","1095","739",0.253,0.267,-0.014000000000000012,0.417,0.469,-0.05199999999999999,0.335,0.356,-0.020999999999999963
"Red Sox","BOS","2026","1094","734",0.234,0.24,-0.005999999999999978,0.356,0.374,-0.018000000000000016,0.305,0.312,-0.007000000000000006
"Marlins","MIA","2026","1092","749",0.253,0.246,0.007000000000000006,0.385,0.37,0.015000000000000013,0.322,0.312,0.010000000000000009
"Rangers","TEX","2026","1089","710",0.237,0.237,0,0.382,0.384,-0.0020000000000000018,0.311,0.309,0.0020000000000000018
"Rays","TB","2026","1088","772",0.256,0.247,0.009000000000000008,0.391,0.373,0.018000000000000016,0.325,0.312,0.013000000000000012
"Rockies","COL","2026","1084","713",0.247,0.242,0.0050000000000000044,0.391,0.388,0.0030000000000000027,0.317,0.309,0.008000000000000007
"Cardinals","STL","2026","1079","720",0.234,0.236,-0.001999999999999974,0.39,0.408,-0.01799999999999996,0.318,0.323,-0.0050000000000000044
"Athletics","ATH","2026","1072","714",0.241,0.258,-0.017000000000000015,0.393,0.421,-0.02799999999999997,0.316,0.33,-0.014000000000000012
"Orioles","BAL","2026","1063","688",0.238,0.244,-0.006000000000000005,0.4,0.408,-0.007999999999999952,0.323,0.326,-0.0030000000000000027
"Reds","CIN","2026","1062","671",0.213,0.237,-0.023999999999999994,0.377,0.422,-0.044999999999999984,0.308,0.333,-0.025000000000000022
"Phillies","PHI","2026","1061","726",0.219,0.239,-0.01999999999999999,0.362,0.386,-0.02400000000000002,0.296,0.311,-0.015000000000000013
"Padres","SD","2026","1055","719",0.24,0.253,-0.013000000000000012,0.39,0.414,-0.023999999999999966,0.314,0.328,-0.014000000000000012
"Royals","KC","2026","1054","702",0.239,0.24,-0.0010000000000000009,0.386,0.384,0.0020000000000000018,0.317,0.316,0.0010000000000000009
"Blue Jays","TOR","2026","1045","763",0.249,0.25,-0.0010000000000000009,0.379,0.377,0.0020000000000000018,0.306,0.303,0.0030000000000000027
"Brewers","MIL","2026","1042","682",0.231,0.23,0.0010000000000000009,0.349,0.368,-0.019000000000000017,0.307,0.311,-0.0040000000000000036
"Mets","NYM","2026","1036","725",0.226,0.243,-0.016999999999999987,0.337,0.388,-0.05099999999999999,0.282,0.306,-0.02400000000000002
"Giants","SF","2026","1015","738",0.25,0.254,-0.0040000000000000036,0.372,0.387,-0.015000000000000013,0.297,0.303,-0.006000000000000005
"D-backs","AZ","2026","992","707",0.255,0.252,0.0030000000000000027,0.426,0.394,0.03199999999999997,0.325,0.311,0.014000000000000012
