"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","2224","1508",0.245,0.252,-0.007000000000000006,0.42,0.421,-0.0010000000000000009,0.329,0.33,-0.0010000000000000009
"Pirates","PIT","2026","2201","1440",0.252,0.248,0.0040000000000000036,0.392,0.404,-0.01200000000000001,0.325,0.325,0
"Cubs","CHC","2026","2196","1447",0.238,0.241,-0.0030000000000000027,0.389,0.401,-0.01200000000000001,0.326,0.328,-0.0020000000000000018
"Guardians","CLE","2026","2172","1483",0.23,0.241,-0.010999999999999982,0.372,0.376,-0.0040000000000000036,0.312,0.315,-0.0030000000000000027
"Astros","HOU","2026","2160","1483",0.246,0.252,-0.006000000000000005,0.412,0.421,-0.009000000000000008,0.325,0.328,-0.0030000000000000027
"Athletics","ATH","2026","2156","1441",0.246,0.246,0,0.389,0.396,-0.007000000000000006,0.32,0.319,0.0010000000000000009
"Mariners","SEA","2026","2153","1403",0.23,0.242,-0.011999999999999983,0.383,0.406,-0.02300000000000002,0.315,0.326,-0.01100000000000001
"Dodgers","LAD","2026","2151","1461",0.262,0.268,-0.006000000000000005,0.44,0.454,-0.014000000000000012,0.348,0.355,-0.007000000000000006
"Twins","MIN","2026","2128","1405",0.236,0.229,0.0069999999999999785,0.385,0.377,0.008000000000000007,0.316,0.308,0.008000000000000007
"Braves","ATL","2026","2127","1490",0.258,0.257,0.0010000000000000009,0.428,0.439,-0.01100000000000001,0.332,0.333,-0.0010000000000000009
"Rockies","COL","2026","2123","1417",0.241,0.237,0.0040000000000000036,0.376,0.372,0.0040000000000000036,0.306,0.301,0.0050000000000000044
"Marlins","MIA","2026","2121","1443",0.245,0.235,0.010000000000000009,0.376,0.361,0.015000000000000013,0.313,0.301,0.01200000000000001
"Orioles","BAL","2026","2118","1380",0.237,0.245,-0.008000000000000007,0.392,0.407,-0.014999999999999958,0.317,0.323,-0.006000000000000005
"Yankees","NYY","2026","2117","1369",0.242,0.25,-0.008000000000000007,0.438,0.446,-0.008000000000000007,0.34,0.344,-0.003999999999999948
"Angels","LAA","2026","2108","1336",0.226,0.231,-0.0050000000000000044,0.379,0.399,-0.020000000000000018,0.31,0.316,-0.006000000000000005
"Reds","CIN","2026","2106","1360",0.23,0.245,-0.014999999999999986,0.392,0.428,-0.035999999999999976,0.316,0.333,-0.017000000000000015
"Tigers","DET","2026","2103","1392",0.235,0.245,-0.010000000000000009,0.372,0.413,-0.04099999999999998,0.31,0.326,-0.016000000000000014
"White Sox","CWS","2026","2098","1338",0.236,0.24,-0.0040000000000000036,0.403,0.416,-0.012999999999999956,0.324,0.328,-0.0040000000000000036
"Phillies","PHI","2026","2090","1440",0.228,0.249,-0.02099999999999999,0.385,0.405,-0.020000000000000018,0.304,0.318,-0.014000000000000012
"Blue Jays","TOR","2026","2088","1495",0.243,0.246,-0.0030000000000000027,0.375,0.374,0.0010000000000000009,0.305,0.304,0.0010000000000000009
"Royals","KC","2026","2081","1423",0.234,0.24,-0.005999999999999978,0.375,0.381,-0.006000000000000005,0.305,0.309,-0.0040000000000000036
"Mets","NYM","2026","2079","1447",0.226,0.246,-0.01999999999999999,0.35,0.414,-0.064,0.288,0.316,-0.028000000000000025
"Cardinals","STL","2026","2072","1412",0.238,0.248,-0.010000000000000009,0.383,0.411,-0.02799999999999997,0.313,0.325,-0.01200000000000001
"Giants","SF","2026","2063","1493",0.245,0.246,-0.0010000000000000009,0.388,0.382,0.006000000000000005,0.301,0.296,0.0050000000000000044
"Rangers","TEX","2026","2050","1357",0.231,0.243,-0.011999999999999983,0.374,0.394,-0.020000000000000018,0.309,0.318,-0.009000000000000008
"D-backs","AZ","2026","2042","1441",0.248,0.25,-0.0020000000000000018,0.402,0.392,0.010000000000000009,0.317,0.315,0.0020000000000000018
"Brewers","MIL","2026","2037","1371",0.246,0.238,0.008000000000000007,0.364,0.376,-0.01200000000000001,0.314,0.312,0.0020000000000000018
"Rays","TB","2026","2035","1449",0.261,0.245,0.016000000000000014,0.386,0.368,0.018000000000000016,0.322,0.307,0.015000000000000013
"Red Sox","BOS","2026","2032","1385",0.244,0.241,0.0030000000000000027,0.373,0.378,-0.0050000000000000044,0.311,0.309,0.0020000000000000018
"Padres","SD","2026","1997","1339",0.218,0.241,-0.022999999999999993,0.361,0.392,-0.031000000000000028,0.292,0.312,-0.020000000000000018
