"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","tot_plays"
"Cubs",112,21.618456067750838,25.73648195680725,19.7995748577818,4.562098486309053,1.374808612716374,-4.1180258890564225,-2.4329391360367856,-1.2583372089987475,-0.426749544020893,7872
"Red Sox",111,18.04096688354692,14.262171623093115,13.459117754312702,2.1849590918945294,-1.3819052231141282,3.7787952604538178,1.573180127618978,0.9351239181031477,1.2704912147316942,7547
"Dodgers",119,15.998520615173907,18.458320371014814,14.828720081327235,2.573048985364262,1.0565513043233046,-2.4597997558409093,-2.8722191177225764,0.21661801781898937,0.1958013440626765,7529
"Blue Jays",141,13.879269211099768,1.4743569974980244,2.1924431996311595,0.9346086684675005,-1.652694870600638,12.40491221360177,8.708802788245976,3.1852109438191176,0.5108984815366865,7994
"Cardinals",138,11.09371380777244,9.240797480012512,5.598372291229199,-1.0718520873638944,4.714277276147204,1.8529163277599305,1.173733532772918,1.0269972726748187,-0.3478144776878062,7961
"Padres",135,11.013697909557632,7.805893352774509,4.7690334439848305,2.1050081677950905,0.9318517409945987,3.207804556783123,-0.9121781626703505,3.0492543569066655,1.0707283625468103,7926
"D-backs",109,9.161242624143778,8.147935733395023,11.697275102255682,-2.0538171091899886,-1.4955222596706776,1.0133068907487564,0.02496311012760616,0.5982516305610244,0.3900921500601262,7573
"Braves",144,7.452892154141324,10.986423088813863,10.764982097401916,0.44776143487632936,-0.2263204434643925,-3.533530934672548,-1.615061231139617,-2.8531189494000286,0.934649245867096,7811
"Royals",118,5.683633399515414,6.667716616563951,3.469998046400218,2.1050922829257983,1.092626287237934,-0.9840832170485385,-1.7672380547707685,2.2631629172256913,-1.4800080795034596,7976
"Yankees",147,5.372956781185578,1.7348635766119544,0.8445643342328182,1.9149406337638102,-1.0246413913846748,3.6380932045736327,3.2719245473490437,-0.6149627050337392,0.9811313622583244,7821
"Astros",117,4.721683394220087,5.0927557040150475,1.1556098367844794,1.329405871375437,2.607739995855118,-0.37107230979495914,0.15897613863827087,0.5729403607688047,-1.1029888092020328,8492
"Giants",137,3.2984161678903834,-2.9277546026055803,-3.7799863599547456,-0.87809399287209,1.7303257502212614,6.226170770495955,4.940960018028187,2.198182164453853,-0.9129714119860881,7970
"Reds",113,3.2968926852395732,3.9011608660521233,8.296170077657209,-5.6790979279998695,1.284088716394779,-0.6042681808125493,-2.7513484776375825,-0.39568599048803865,2.542766287313071,8114
"Guardians",114,2.805225610994121,4.747352964831607,2.028098662120004,2.1910482423426325,0.5282060603689654,-1.9421273538374817,0.7556404851908425,-1.5555250702250585,-1.1422427688032637,8231
"Phillies",143,0.4977360332988352,-9.619146728958667,-7.948885581318322,0.738220689129791,-2.408481836770135,10.116882762257497,6.051313473540529,3.338499633556437,0.7270696551605297,8037
"White Sox",145,-1.6094745926550877,4.490313599892619,2.0470257012129625,-0.3971402446539912,2.840428143333651,-6.099788192547705,-2.944049445026183,-0.5342784566269241,-2.621460290894598,8115
"Rockies",115,-2.155804356471769,-0.07932031595574185,-1.00145129511283,-1.3315814204381138,2.2537123995952033,-2.07648404051603,-1.2992464686719538,-0.7782353041279525,0.0009977322838752465,8194
"Rangers",140,-3.138688260912768,1.3709591980896174,2.8147656618586168,0.21972726972298035,-1.66353373349198,-4.509647459002371,-4.417431001667689,-0.058273995069057685,-0.0339424622656254,7548
"Athletics",133,-4.169917787667317,-2.294353704367308,-1.547175697129845,-0.20564572082643554,-0.5415322864110284,-1.875564083300011,-4.090986837417581,0.6442962517208995,1.5711265023966716,8213
"Nationals",120,-4.587769785100221,-6.035741475285609,-8.87439340825201,2.1390057720573106,0.6996461609090724,1.4479716901853894,3.872830303210977,-1.5222124293096402,-0.9026461837159454,8608
"Pirates",134,-4.620851211896644,-4.336716855200837,-2.275019406405675,-1.130221480740879,-0.9314759680542881,-0.2841343566958078,-0.5633715357477611,0.8209352213243424,-0.5416980422723873,8054
"Twins",142,-4.702639961611546,-7.264410249557159,-6.809813499985036,-0.3040220057718444,-0.15057474380028157,2.561770287945611,4.101346848043565,-2.2001778526805733,0.6606012925826195,7957
"Brewers",158,-5.293615379125821,-6.055932692378508,-1.9431191962248762,-4.427428218293969,0.3146147221403365,0.7623173132526861,-1.7700202932079088,3.9505735005647256,-1.418235894104128,7453
"Mets",121,-6.556460760505846,-8.052756903177707,-7.816379356300218,0.17006675923685355,-0.4064443061143518,1.4962961426718577,0.17655512651661392,1.7115510355458319,-0.3918100193905855,8018
"Marlins",146,-7.961419956551596,-4.020461717541249,-1.4835460306128117,-3.067175960689835,0.5302602737613977,-3.9409582390103473,-2.352076991330088,0.47986740374365927,-2.068748651423916,8019
