"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Cubs","CHC","2026","1897","1259",0.246,0.246,0,0.405,0.415,-0.009999999999999953,0.334,0.334,0
"Nationals","WSH","2026","1884","1267",0.245,0.252,-0.007000000000000006,0.414,0.417,-0.0030000000000000027,0.329,0.331,-0.0020000000000000018
"Astros","HOU","2026","1862","1278",0.25,0.254,-0.0040000000000000036,0.411,0.421,-0.010000000000000009,0.328,0.33,-0.0020000000000000018
"Guardians","CLE","2026","1857","1257",0.233,0.244,-0.010999999999999982,0.38,0.383,-0.0030000000000000027,0.319,0.322,-0.0030000000000000027
"Mariners","SEA","2026","1856","1194",0.229,0.24,-0.010999999999999982,0.378,0.406,-0.028000000000000025,0.314,0.327,-0.013000000000000012
"Pirates","PIT","2026","1849","1209",0.248,0.247,0.0010000000000000009,0.388,0.405,-0.017000000000000015,0.323,0.326,-0.0030000000000000027
"Dodgers","LAD","2026","1842","1247",0.262,0.267,-0.0050000000000000044,0.428,0.452,-0.02400000000000002,0.343,0.352,-0.008999999999999952
"Twins","MIN","2026","1825","1195",0.236,0.23,0.005999999999999978,0.387,0.383,0.0040000000000000036,0.32,0.314,0.006000000000000005
"Yankees","NYY","2026","1821","1162",0.237,0.247,-0.010000000000000009,0.433,0.448,-0.015000000000000013,0.339,0.346,-0.006999999999999951
"Reds","CIN","2026","1820","1183",0.226,0.247,-0.02099999999999999,0.391,0.43,-0.03899999999999998,0.314,0.335,-0.02100000000000002
"Phillies","PHI","2026","1819","1259",0.234,0.249,-0.014999999999999986,0.395,0.403,-0.008000000000000007,0.311,0.318,-0.007000000000000006
"Braves","ATL","2026","1813","1277",0.263,0.26,0.0030000000000000027,0.439,0.45,-0.01100000000000001,0.337,0.338,-0.0010000000000000009
"Orioles","BAL","2026","1806","1163",0.234,0.24,-0.005999999999999978,0.388,0.395,-0.007000000000000006,0.316,0.318,-0.0020000000000000018
"Angels","LAA","2026","1805","1128",0.225,0.226,-0.0010000000000000009,0.371,0.384,-0.013000000000000012,0.308,0.311,-0.0030000000000000027
"Marlins","MIA","2026","1805","1229",0.248,0.24,0.008000000000000007,0.379,0.369,0.010000000000000009,0.317,0.308,0.009000000000000008
"Royals","KC","2026","1802","1220",0.238,0.241,-0.0030000000000000027,0.384,0.388,-0.0040000000000000036,0.313,0.316,-0.0030000000000000027
"Athletics","ATH","2026","1801","1212",0.249,0.252,-0.0030000000000000027,0.399,0.413,-0.013999999999999957,0.323,0.326,-0.0030000000000000027
"Tigers","DET","2026","1801","1196",0.238,0.249,-0.01100000000000001,0.379,0.421,-0.04199999999999998,0.315,0.331,-0.016000000000000014
"Rockies","COL","2026","1800","1190",0.248,0.241,0.007000000000000006,0.393,0.384,0.009000000000000008,0.317,0.307,0.010000000000000009
"White Sox","CWS","2026","1784","1142",0.235,0.245,-0.010000000000000009,0.41,0.43,-0.020000000000000018,0.326,0.335,-0.009000000000000008
"Cardinals","STL","2026","1770","1202",0.241,0.246,-0.0050000000000000044,0.388,0.411,-0.022999999999999965,0.317,0.325,-0.008000000000000007
"Giants","SF","2026","1769","1275",0.244,0.246,-0.0020000000000000018,0.376,0.372,0.0040000000000000036,0.296,0.292,0.0040000000000000036
"Mets","NYM","2026","1768","1245",0.231,0.248,-0.016999999999999987,0.355,0.412,-0.056999999999999995,0.293,0.318,-0.025000000000000022
"Rays","TB","2026","1765","1260",0.263,0.245,0.018000000000000016,0.391,0.364,0.027000000000000024,0.326,0.307,0.019000000000000017
"Red Sox","BOS","2026","1759","1192",0.235,0.238,-0.0030000000000000027,0.357,0.372,-0.015000000000000013,0.302,0.307,-0.0050000000000000044
"Blue Jays","TOR","2026","1755","1280",0.243,0.248,-0.0050000000000000044,0.373,0.379,-0.006000000000000005,0.303,0.305,-0.0020000000000000018
"Rangers","TEX","2026","1750","1151",0.229,0.237,-0.00799999999999998,0.363,0.382,-0.019000000000000017,0.305,0.312,-0.007000000000000006
"Brewers","MIL","2026","1748","1182",0.246,0.237,0.009000000000000008,0.366,0.378,-0.01200000000000001,0.317,0.315,0.0020000000000000018
"Padres","SD","2026","1719","1158",0.223,0.245,-0.021999999999999992,0.369,0.399,-0.030000000000000027,0.297,0.316,-0.019000000000000017
"D-backs","AZ","2026","1707","1204",0.244,0.249,-0.0050000000000000044,0.4,0.391,0.009000000000000008,0.315,0.313,0.0020000000000000018
