"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Astros","HOU","2026","1740","1105",0.262,0.247,0.015000000000000013,0.437,0.408,0.029000000000000026,0.36,0.342,0.01799999999999996
"Nationals","WSH","2026","1728","1205",0.254,0.258,-0.0040000000000000036,0.421,0.45,-0.029000000000000026,0.337,0.348,-0.010999999999999954
"Orioles","BAL","2026","1706","1159",0.26,0.248,0.01200000000000001,0.429,0.402,0.02699999999999997,0.34,0.322,0.018000000000000016
"Angels","LAA","2026","1701","1104",0.241,0.241,0,0.376,0.387,-0.01100000000000001,0.323,0.324,-0.0010000000000000009
"Reds","CIN","2026","1699","1148",0.253,0.262,-0.009000000000000008,0.427,0.447,-0.020000000000000018,0.346,0.355,-0.009000000000000008
"Guardians","CLE","2026","1676","1089",0.236,0.235,0.0010000000000000009,0.394,0.401,-0.007000000000000006,0.315,0.313,0.0020000000000000018
"Phillies","PHI","2026","1674","1119",0.269,0.241,0.028000000000000025,0.406,0.378,0.028000000000000025,0.329,0.303,0.026000000000000023
"Rockies","COL","2026","1655","1173",0.268,0.266,0.0020000000000000018,0.453,0.45,0.0030000000000000027,0.346,0.341,0.004999999999999949
"Pirates","PIT","2026","1649","1087",0.223,0.238,-0.014999999999999986,0.355,0.371,-0.016000000000000014,0.298,0.307,-0.009000000000000008
"Twins","MIN","2026","1646","1136",0.249,0.246,0.0030000000000000027,0.4,0.401,-0.0010000000000000009,0.328,0.325,0.0030000000000000027
"Athletics","ATH","2026","1645","1112",0.255,0.242,0.013000000000000012,0.412,0.392,0.019999999999999962,0.336,0.323,0.013000000000000012
"Mariners","SEA","2026","1633","1122",0.254,0.252,0.0020000000000000018,0.398,0.416,-0.01799999999999996,0.316,0.319,-0.0030000000000000027
"Giants","SF","2026","1628","1108",0.24,0.244,-0.0040000000000000036,0.392,0.387,0.0050000000000000044,0.32,0.317,0.0030000000000000027
"Royals","KC","2026","1623","1062",0.237,0.248,-0.01100000000000001,0.408,0.43,-0.02200000000000002,0.329,0.337,-0.008000000000000007
"Blue Jays","TOR","2026","1622","1086",0.251,0.245,0.006000000000000005,0.385,0.386,-0.0010000000000000009,0.314,0.309,0.0050000000000000044
"Cardinals","STL","2026","1620","1136",0.253,0.269,-0.016000000000000014,0.393,0.448,-0.05499999999999999,0.327,0.349,-0.021999999999999964
"Marlins","MIA","2026","1614","1072",0.223,0.236,-0.012999999999999984,0.361,0.393,-0.03200000000000003,0.302,0.316,-0.014000000000000012
"White Sox","CWS","2026","1611","1076",0.24,0.253,-0.013000000000000012,0.4,0.407,-0.006999999999999951,0.327,0.333,-0.006000000000000005
"Yankees","NYY","2026","1606","1072",0.219,0.229,-0.010000000000000009,0.333,0.354,-0.020999999999999963,0.284,0.294,-0.010000000000000009
"Mets","NYM","2026","1601","1041",0.231,0.237,-0.005999999999999978,0.359,0.36,-0.0010000000000000009,0.301,0.303,-0.0020000000000000018
"Tigers","DET","2026","1598","1070",0.242,0.24,0.0020000000000000018,0.375,0.372,0.0030000000000000027,0.313,0.31,0.0030000000000000027
"Rangers","TEX","2026","1585","1066",0.228,0.244,-0.015999999999999986,0.37,0.407,-0.03699999999999998,0.302,0.319,-0.017000000000000015
"Cubs","CHC","2026","1580","1088",0.231,0.247,-0.015999999999999986,0.384,0.422,-0.03799999999999998,0.306,0.324,-0.018000000000000016
"D-backs","AZ","2026","1580","1113",0.243,0.256,-0.013000000000000012,0.41,0.451,-0.041000000000000036,0.321,0.338,-0.017000000000000015
"Rays","TB","2026","1576","1101",0.217,0.248,-0.031,0.359,0.414,-0.05499999999999999,0.288,0.319,-0.031000000000000028
"Braves","ATL","2026","1568","1021",0.205,0.225,-0.020000000000000018,0.338,0.37,-0.03199999999999997,0.286,0.303,-0.017000000000000015
"Padres","SD","2026","1567","1047",0.237,0.228,0.00899999999999998,0.372,0.364,0.008000000000000007,0.308,0.298,0.010000000000000009
"Red Sox","BOS","2026","1562","1070",0.24,0.256,-0.016000000000000014,0.39,0.436,-0.045999999999999985,0.316,0.336,-0.020000000000000018
"Dodgers","LAD","2026","1555","1030",0.219,0.238,-0.01899999999999999,0.353,0.386,-0.03300000000000003,0.289,0.305,-0.016000000000000014
"Brewers","MIL","2026","1478","930",0.225,0.23,-0.0050000000000000044,0.348,0.355,-0.007000000000000006,0.297,0.298,-0.0010000000000000009
