"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Athletics","ATH","2026","4981","3354",0.27,0.248,0.02200000000000002,0.466,0.407,0.05900000000000005,0.355,0.326,0.02899999999999997
"Rockies","COL","2026","4952","3636",0.288,0.276,0.011999999999999955,0.492,0.463,0.02899999999999997,0.362,0.349,0.013000000000000012
"Nationals","WSH","2026","4935","3450",0.259,0.26,-0.0010000000000000009,0.432,0.437,-0.0050000000000000044,0.335,0.339,-0.0040000000000000036
"Pirates","PIT","2026","4919","3195",0.241,0.24,0.0010000000000000009,0.392,0.381,0.01100000000000001,0.316,0.312,0.0040000000000000036
"Reds","CIN","2026","4914","3306",0.246,0.249,-0.0030000000000000027,0.41,0.414,-0.0040000000000000036,0.327,0.332,-0.0050000000000000044
"Twins","MIN","2026","4889","3325",0.252,0.241,0.01100000000000001,0.413,0.399,0.013999999999999957,0.326,0.318,0.008000000000000007
"Mets","NYM","2026","4846","3191",0.238,0.236,0.0020000000000000018,0.393,0.377,0.016000000000000014,0.314,0.309,0.0050000000000000044
"Astros","HOU","2026","4832","3141",0.239,0.233,0.005999999999999978,0.407,0.387,0.019999999999999962,0.327,0.319,0.008000000000000007
"Cardinals","STL","2026","4828","3360",0.251,0.255,-0.0040000000000000036,0.392,0.411,-0.01899999999999996,0.317,0.327,-0.010000000000000009
"Phillies","PHI","2026","4825","3129",0.25,0.23,0.01999999999999999,0.406,0.363,0.04300000000000004,0.318,0.295,0.02300000000000002
"Royals","KC","2026","4817","3368",0.259,0.26,-0.0010000000000000009,0.435,0.421,0.014000000000000012,0.338,0.334,0.0040000000000000036
"Angels","LAA","2026","4816","3092",0.233,0.235,-0.001999999999999974,0.38,0.386,-0.006000000000000005,0.313,0.317,-0.0040000000000000036
"Orioles","BAL","2026","4815","3355",0.254,0.247,0.007000000000000006,0.409,0.393,0.01599999999999996,0.32,0.313,0.007000000000000006
"Blue Jays","TOR","2026","4811","3210",0.24,0.236,0.0040000000000000036,0.377,0.376,0.0010000000000000009,0.306,0.306,0
"White Sox","CWS","2026","4780","3193",0.239,0.245,-0.006000000000000005,0.393,0.392,0.0010000000000000009,0.315,0.319,-0.0040000000000000036
"D-backs","AZ","2026","4765","3488",0.252,0.262,-0.010000000000000009,0.417,0.445,-0.028000000000000025,0.32,0.335,-0.015000000000000013
"Padres","SD","2026","4754","3230",0.244,0.235,0.009000000000000008,0.394,0.381,0.013000000000000012,0.315,0.307,0.008000000000000007
"Cubs","CHC","2026","4753","3346",0.245,0.257,-0.01200000000000001,0.418,0.436,-0.018000000000000016,0.32,0.332,-0.01200000000000001
"Giants","SF","2026","4747","3276",0.247,0.246,0.0010000000000000009,0.388,0.387,0.0010000000000000009,0.317,0.317,0
"Rangers","TEX","2026","4722","3240",0.249,0.249,0,0.412,0.405,0.006999999999999951,0.318,0.316,0.0020000000000000018
"Guardians","CLE","2026","4722","3090",0.238,0.234,0.003999999999999976,0.395,0.387,0.008000000000000007,0.311,0.307,0.0040000000000000036
"Marlins","MIA","2026","4713","3166",0.232,0.235,-0.002999999999999975,0.376,0.38,-0.0040000000000000036,0.305,0.308,-0.0030000000000000027
"Braves","ATL","2026","4702","3146",0.231,0.238,-0.0069999999999999785,0.381,0.386,-0.0050000000000000044,0.304,0.31,-0.006000000000000005
"Red Sox","BOS","2026","4670","3194",0.239,0.239,0,0.375,0.375,0,0.299,0.3,-0.0010000000000000009
"Tigers","DET","2026","4670","3194",0.231,0.234,-0.0030000000000000027,0.374,0.369,0.0050000000000000044,0.299,0.299,0
"Dodgers","LAD","2026","4659","3069",0.218,0.23,-0.01200000000000001,0.371,0.371,0,0.293,0.298,-0.0050000000000000044
"Mariners","SEA","2026","4642","3202",0.247,0.244,0.0030000000000000027,0.4,0.397,0.0030000000000000027,0.309,0.307,0.0020000000000000018
"Brewers","MIL","2026","4635","2971",0.219,0.223,-0.0040000000000000036,0.358,0.348,0.010000000000000009,0.289,0.287,0.0020000000000000018
"Yankees","NYY","2026","4629","3071",0.224,0.231,-0.007000000000000006,0.362,0.363,-0.0010000000000000009,0.291,0.296,-0.0050000000000000044
"Rays","TB","2026","4619","3228",0.233,0.252,-0.01899999999999999,0.399,0.42,-0.020999999999999963,0.301,0.318,-0.017000000000000015
