"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","1295","899",0.262,0.266,-0.0040000000000000036,0.441,0.472,-0.030999999999999972,0.347,0.358,-0.01100000000000001
"Astros","HOU","2026","1274","785",0.263,0.238,0.025000000000000022,0.449,0.387,0.062,0.369,0.335,0.033999999999999975
"Pirates","PIT","2026","1245","800",0.225,0.233,-0.008000000000000007,0.352,0.365,-0.013000000000000012,0.301,0.307,-0.006000000000000005
"Angels","LAA","2026","1244","794",0.239,0.235,0.0040000000000000036,0.382,0.384,-0.0020000000000000018,0.326,0.322,0.0040000000000000036
"Phillies","PHI","2026","1228","827",0.28,0.244,0.03600000000000003,0.422,0.382,0.03999999999999998,0.34,0.307,0.03300000000000003
"Rockies","COL","2026","1224","858",0.263,0.262,0.0010000000000000009,0.432,0.441,-0.009000000000000008,0.336,0.337,-0.0010000000000000009
"Cardinals","STL","2026","1222","869",0.261,0.272,-0.01100000000000001,0.411,0.449,-0.038000000000000034,0.338,0.352,-0.013999999999999957
"Reds","CIN","2026","1220","820",0.247,0.256,-0.009000000000000008,0.396,0.427,-0.030999999999999972,0.332,0.345,-0.012999999999999956
"Athletics","ATH","2026","1217","815",0.245,0.239,0.006000000000000005,0.401,0.397,0.0040000000000000036,0.331,0.327,0.0040000000000000036
"White Sox","CWS","2026","1212","811",0.245,0.256,-0.01100000000000001,0.406,0.411,-0.004999999999999949,0.333,0.337,-0.0040000000000000036
"Orioles","BAL","2026","1211","828",0.265,0.251,0.014000000000000012,0.43,0.402,0.02799999999999997,0.338,0.32,0.018000000000000016
"Twins","MIN","2026","1210","828",0.25,0.247,0.0030000000000000027,0.392,0.395,-0.0030000000000000027,0.325,0.323,0.0020000000000000018
"Mets","NYM","2026","1189","778",0.236,0.245,-0.009000000000000008,0.371,0.371,0,0.308,0.311,-0.0030000000000000027
"Mariners","SEA","2026","1189","830",0.261,0.254,0.007000000000000006,0.403,0.411,-0.007999999999999952,0.322,0.319,0.0030000000000000027
"Guardians","CLE","2026","1181","764",0.227,0.236,-0.00899999999999998,0.383,0.4,-0.017000000000000015,0.307,0.315,-0.008000000000000007
"Braves","ATL","2026","1179","788",0.213,0.229,-0.016000000000000014,0.344,0.372,-0.028000000000000025,0.288,0.303,-0.015000000000000013
"Tigers","DET","2026","1179","791",0.24,0.239,0.0010000000000000009,0.38,0.373,0.007000000000000006,0.315,0.31,0.0050000000000000044
"Royals","KC","2026","1176","769",0.247,0.254,-0.007000000000000006,0.427,0.45,-0.02300000000000002,0.34,0.347,-0.006999999999999951
"Blue Jays","TOR","2026","1176","767",0.242,0.239,0.0030000000000000027,0.384,0.384,0,0.311,0.307,0.0040000000000000036
"Marlins","MIA","2026","1165","772",0.223,0.231,-0.008000000000000007,0.352,0.386,-0.03400000000000003,0.301,0.313,-0.01200000000000001
"Giants","SF","2026","1165","780",0.236,0.245,-0.009000000000000008,0.382,0.394,-0.01200000000000001,0.316,0.32,-0.0040000000000000036
"Red Sox","BOS","2026","1159","795",0.246,0.261,-0.015000000000000013,0.411,0.458,-0.04700000000000004,0.326,0.347,-0.020999999999999963
"D-backs","AZ","2026","1156","821",0.259,0.264,-0.0050000000000000044,0.438,0.46,-0.02200000000000002,0.339,0.346,-0.006999999999999951
"Rays","TB","2026","1147","794",0.223,0.256,-0.033,0.385,0.444,-0.059,0.302,0.335,-0.03300000000000003
"Rangers","TEX","2026","1142","760",0.229,0.243,-0.013999999999999985,0.373,0.412,-0.03899999999999998,0.303,0.32,-0.017000000000000015
"Padres","SD","2026","1141","759",0.244,0.231,0.012999999999999984,0.381,0.368,0.013000000000000012,0.318,0.305,0.013000000000000012
"Cubs","CHC","2026","1140","785",0.229,0.243,-0.013999999999999985,0.378,0.412,-0.033999999999999975,0.302,0.319,-0.017000000000000015
"Yankees","NYY","2026","1129","763",0.222,0.232,-0.010000000000000009,0.344,0.364,-0.020000000000000018,0.286,0.294,-0.008000000000000007
"Brewers","MIL","2026","1124","721",0.234,0.238,-0.003999999999999976,0.369,0.374,-0.0050000000000000044,0.309,0.31,-0.0010000000000000009
"Dodgers","LAD","2026","1116","730",0.21,0.23,-0.020000000000000018,0.344,0.371,-0.027000000000000024,0.285,0.3,-0.015000000000000013
