"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","2190","1485",0.247,0.253,-0.006000000000000005,0.422,0.422,0,0.331,0.331,0
"Pirates","PIT","2026","2165","1417",0.252,0.248,0.0040000000000000036,0.391,0.404,-0.013000000000000012,0.324,0.325,-0.0010000000000000009
"Cubs","CHC","2026","2146","1416",0.236,0.241,-0.0050000000000000044,0.385,0.4,-0.015000000000000013,0.323,0.327,-0.0040000000000000036
"Guardians","CLE","2026","2136","1452",0.228,0.239,-0.010999999999999982,0.372,0.373,-0.0010000000000000009,0.311,0.314,-0.0030000000000000027
"Astros","HOU","2026","2121","1456",0.246,0.252,-0.006000000000000005,0.411,0.42,-0.009000000000000008,0.325,0.327,-0.0020000000000000018
"Athletics","ATH","2026","2120","1416",0.246,0.246,0,0.391,0.398,-0.007000000000000006,0.321,0.32,0.0010000000000000009
"Dodgers","LAD","2026","2119","1435",0.262,0.268,-0.006000000000000005,0.438,0.453,-0.015000000000000013,0.347,0.354,-0.007000000000000006
"Mariners","SEA","2026","2109","1371",0.228,0.24,-0.011999999999999983,0.381,0.403,-0.02200000000000002,0.313,0.324,-0.01100000000000001
"Twins","MIN","2026","2098","1380",0.238,0.23,0.00799999999999998,0.386,0.377,0.009000000000000008,0.318,0.31,0.008000000000000007
"Braves","ATL","2026","2091","1466",0.26,0.256,0.0040000000000000036,0.432,0.439,-0.007000000000000006,0.334,0.332,0.0020000000000000018
"Rockies","COL","2026","2090","1399",0.244,0.239,0.0050000000000000044,0.381,0.375,0.006000000000000005,0.309,0.302,0.007000000000000006
"Marlins","MIA","2026","2085","1419",0.243,0.234,0.00899999999999998,0.376,0.361,0.015000000000000013,0.312,0.301,0.01100000000000001
"Yankees","NYY","2026","2079","1342",0.242,0.25,-0.008000000000000007,0.438,0.447,-0.009000000000000008,0.34,0.344,-0.003999999999999948
"Angels","LAA","2026","2077","1317",0.228,0.232,-0.0040000000000000036,0.384,0.401,-0.017000000000000015,0.313,0.318,-0.0050000000000000044
"Orioles","BAL","2026","2077","1346",0.233,0.242,-0.00899999999999998,0.385,0.4,-0.015000000000000013,0.313,0.32,-0.007000000000000006
"Tigers","DET","2026","2067","1366",0.233,0.245,-0.011999999999999983,0.37,0.414,-0.043999999999999984,0.309,0.326,-0.017000000000000015
"Reds","CIN","2026","2060","1332",0.23,0.246,-0.015999999999999986,0.395,0.428,-0.032999999999999974,0.316,0.333,-0.017000000000000015
"Phillies","PHI","2026","2058","1412",0.228,0.248,-0.01999999999999999,0.387,0.404,-0.017000000000000015,0.305,0.318,-0.013000000000000012
"Blue Jays","TOR","2026","2057","1480",0.244,0.246,-0.0020000000000000018,0.376,0.374,0.0020000000000000018,0.306,0.304,0.0020000000000000018
"White Sox","CWS","2026","2052","1307",0.231,0.238,-0.0069999999999999785,0.397,0.413,-0.01599999999999996,0.32,0.326,-0.006000000000000005
"Royals","KC","2026","2051","1403",0.236,0.24,-0.0040000000000000036,0.377,0.383,-0.006000000000000005,0.307,0.311,-0.0040000000000000036
"Mets","NYM","2026","2045","1421",0.226,0.244,-0.017999999999999988,0.349,0.41,-0.061,0.288,0.314,-0.026000000000000023
"Cardinals","STL","2026","2037","1387",0.238,0.247,-0.009000000000000008,0.384,0.411,-0.02699999999999997,0.314,0.325,-0.01100000000000001
"Giants","SF","2026","2031","1467",0.246,0.247,-0.0010000000000000009,0.39,0.384,0.006000000000000005,0.302,0.298,0.0040000000000000036
"Rangers","TEX","2026","2015","1334",0.232,0.243,-0.010999999999999982,0.374,0.395,-0.02100000000000002,0.309,0.319,-0.010000000000000009
"Brewers","MIL","2026","2007","1353",0.249,0.239,0.010000000000000009,0.368,0.378,-0.010000000000000009,0.317,0.314,0.0030000000000000027
"D-backs","AZ","2026","2005","1415",0.249,0.251,-0.0020000000000000018,0.406,0.395,0.01100000000000001,0.319,0.316,0.0030000000000000027
"Rays","TB","2026","1996","1419",0.26,0.244,0.016000000000000014,0.388,0.366,0.02200000000000002,0.322,0.306,0.016000000000000014
"Red Sox","BOS","2026","1992","1349",0.24,0.238,0.0020000000000000018,0.371,0.375,-0.0040000000000000036,0.309,0.307,0.0020000000000000018
"Padres","SD","2026","1963","1316",0.218,0.241,-0.022999999999999993,0.363,0.393,-0.030000000000000027,0.293,0.313,-0.020000000000000018
