"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","tot_plays"
"Blue Jays",141,12.171368864132587,5.366119052100082,5.362790268350384,-0.024443663117074063,0.027772446866770537,6.805249812032502,4.9920102453338,1.2223338897372094,0.5909056769614943,4361
"Cubs",112,11.776211275200597,14.64995885335973,10.867777577406702,2.3121540459334553,1.4700272300195727,-2.873747578159133,-2.3015773906433843,-0.06022569875059482,-0.5119444887651535,4320
"Red Sox",111,10.341726710232527,6.021660851847465,7.027600633044112,0.07562725216871853,-1.0815670333653697,4.320065858385074,2.5499388584993374,0.8825546581068118,0.8875723417789237,4325
"Cardinals",138,9.363999286314517,9.364339591744717,7.4927537882048725,-0.6577800885699384,2.5293658921097806,-0.00034030543019840723,0.0032007088867243207,0.370846364811748,-0.37438737912867015,4448
"Royals",118,8.251634555083589,6.5590634581802085,5.179558808484454,1.3451727249370629,0.034331924758688105,1.6925710969033745,1.7261168956560076,1.0020964119562956,-1.0356422107089334,4253
"Dodgers",119,7.679535672764571,9.09134517930705,6.518406179908512,2.202972434436194,0.36996656496235036,-1.4118095065424847,-0.9736649717866034,-0.056080099431738084,-0.3820644353241438,4152
"Braves",144,6.98592662359676,7.984707650558132,6.9948971084300045,-0.45047050335023364,1.4402810454783572,-0.9987810269613714,1.5224424699449903,-1.917367457558082,-0.603856039348279,4175
"Guardians",114,6.515639133194709,5.084628337129241,3.0603283534267485,0.7506450408706731,1.2736549428318196,1.431010796065471,3.436990590182896,-0.7624026337530756,-1.2435771603643497,4553
"Padres",135,5.420580404566516,2.8841232359084423,1.028800513201888,0.9894018117256138,0.8659209109809434,2.536457168658072,0.8606519894897624,0.8118391769830896,0.8639660021852194,4305
"D-backs",109,4.798600347220861,3.1724097696931017,4.24822468762156,-0.5208028536300169,-0.5550120642984436,1.626190577527761,0.9064002634790832,0.23434789016808028,0.48544242388059766,4076
"Yankees",147,4.524786215752908,2.4864450014888226,0.0944342853114743,2.2734248299169066,0.11858588626044536,2.0383412142640838,2.623199060416312,-1.0395798390856463,0.4547219929334185,4178
"Giants",137,2.6041672073352458,-1.1912124433714957,-0.10955500861470151,-1.627366125411322,0.5457086906545281,3.7953796507067397,4.046535154855508,0.2251862186961576,-0.47634172284492465,4212
