"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Pirates","PIT","2026","1387","898",0.253,0.249,0.0040000000000000036,0.393,0.405,-0.01200000000000001,0.329,0.328,0.0010000000000000009
"Astros","HOU","2026","1376","954",0.269,0.263,0.006000000000000005,0.44,0.436,0.0040000000000000036,0.349,0.341,0.007999999999999952
"Nationals","WSH","2026","1361","909",0.239,0.249,-0.010000000000000009,0.383,0.403,-0.020000000000000018,0.314,0.322,-0.008000000000000007
"Angels","LAA","2026","1357","842",0.233,0.227,0.006000000000000005,0.386,0.389,-0.0030000000000000027,0.321,0.317,0.0040000000000000036
"Braves","ATL","2026","1353","960",0.276,0.265,0.01100000000000001,0.464,0.461,0.0030000000000000027,0.354,0.346,0.008000000000000007
"Cubs","CHC","2026","1351","902",0.261,0.249,0.01200000000000001,0.43,0.415,0.015000000000000013,0.349,0.334,0.014999999999999958
"Twins","MIN","2026","1341","874",0.235,0.232,0.002999999999999975,0.381,0.384,-0.0030000000000000027,0.32,0.318,0.0020000000000000018
"Rockies","COL","2026","1324","863",0.253,0.242,0.01100000000000001,0.402,0.392,0.010000000000000009,0.325,0.313,0.01200000000000001
"Mariners","SEA","2026","1323","848",0.229,0.241,-0.011999999999999983,0.375,0.413,-0.03799999999999998,0.313,0.33,-0.017000000000000015
"Tigers","DET","2026","1322","888",0.251,0.261,-0.010000000000000009,0.407,0.454,-0.04700000000000004,0.331,0.347,-0.01599999999999996
"Cardinals","STL","2026","1315","881",0.241,0.243,-0.0020000000000000018,0.403,0.427,-0.023999999999999966,0.324,0.332,-0.008000000000000007
"Athletics","ATH","2026","1312","885",0.252,0.257,-0.0050000000000000044,0.405,0.418,-0.012999999999999956,0.326,0.329,-0.0030000000000000027
"Guardians","CLE","2026","1311","891",0.235,0.24,-0.0050000000000000044,0.384,0.378,0.006000000000000005,0.317,0.314,0.0030000000000000027
"Dodgers","LAD","2026","1308","894",0.271,0.273,-0.0020000000000000018,0.44,0.462,-0.02200000000000002,0.35,0.357,-0.007000000000000006
"White Sox","CWS","2026","1297","818",0.226,0.236,-0.009999999999999981,0.38,0.401,-0.02100000000000002,0.314,0.323,-0.009000000000000008
"Yankees","NYY","2026","1292","830",0.241,0.252,-0.01100000000000001,0.45,0.466,-0.016000000000000014,0.346,0.354,-0.008000000000000007
"Brewers","MIL","2026","1286","859",0.239,0.234,0.004999999999999977,0.354,0.372,-0.018000000000000016,0.312,0.314,-0.0020000000000000018
"Royals","KC","2026","1286","859",0.241,0.242,-0.0010000000000000009,0.386,0.387,-0.0010000000000000009,0.316,0.317,-0.0010000000000000009
"Phillies","PHI","2026","1285","885",0.225,0.241,-0.015999999999999986,0.372,0.388,-0.016000000000000014,0.302,0.312,-0.010000000000000009
"Marlins","MIA","2026","1283","859",0.252,0.239,0.013000000000000012,0.382,0.362,0.020000000000000018,0.321,0.307,0.014000000000000012
"Red Sox","BOS","2026","1279","864",0.235,0.243,-0.008000000000000007,0.353,0.384,-0.031000000000000028,0.304,0.316,-0.01200000000000001
"Orioles","BAL","2026","1279","821",0.232,0.24,-0.00799999999999998,0.388,0.398,-0.010000000000000009,0.317,0.321,-0.0040000000000000036
"Blue Jays","TOR","2026","1275","938",0.251,0.251,0,0.389,0.386,0.0030000000000000027,0.314,0.309,0.0050000000000000044
"Reds","CIN","2026","1274","816",0.217,0.239,-0.021999999999999992,0.383,0.423,-0.03999999999999998,0.309,0.33,-0.02100000000000002
"Rangers","TEX","2026","1273","835",0.235,0.238,-0.0030000000000000027,0.373,0.382,-0.009000000000000008,0.308,0.309,-0.0010000000000000009
"Rays","TB","2026","1261","891",0.25,0.242,0.008000000000000007,0.376,0.359,0.017000000000000015,0.316,0.303,0.013000000000000012
"Mets","NYM","2026","1260","882",0.227,0.243,-0.015999999999999986,0.343,0.393,-0.04999999999999999,0.285,0.307,-0.02200000000000002
"Giants","SF","2026","1231","888",0.243,0.248,-0.0050000000000000044,0.355,0.375,-0.020000000000000018,0.287,0.294,-0.007000000000000006
"Padres","SD","2026","1227","834",0.234,0.245,-0.010999999999999982,0.379,0.399,-0.020000000000000018,0.307,0.319,-0.01200000000000001
"D-backs","AZ","2026","1211","850",0.247,0.247,0,0.412,0.389,0.022999999999999965,0.317,0.307,0.010000000000000009
