"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","1144","774",0.243,0.253,-0.010000000000000009,0.395,0.419,-0.023999999999999966,0.322,0.331,-0.009000000000000008
"Angels","LAA","2026","1129","691",0.232,0.226,0.006000000000000005,0.394,0.394,0,0.329,0.323,0.006000000000000005
"Astros","HOU","2026","1128","772",0.259,0.26,-0.0010000000000000009,0.438,0.436,0.0020000000000000018,0.347,0.343,0.003999999999999948
"Braves","ATL","2026","1123","803",0.274,0.264,0.010000000000000009,0.453,0.465,-0.01200000000000001,0.351,0.348,0.0030000000000000027
"Cubs","CHC","2026","1116","737",0.263,0.247,0.016000000000000014,0.427,0.407,0.020000000000000018,0.349,0.33,0.01899999999999996
"Pirates","PIT","2026","1106","710",0.241,0.244,-0.0030000000000000027,0.372,0.395,-0.02300000000000002,0.315,0.321,-0.006000000000000005
"Mariners","SEA","2026","1101","705",0.233,0.246,-0.012999999999999984,0.378,0.423,-0.044999999999999984,0.318,0.336,-0.018000000000000016
"Tigers","DET","2026","1095","739",0.253,0.267,-0.014000000000000012,0.417,0.469,-0.05199999999999999,0.335,0.356,-0.020999999999999963
"Rockies","COL","2026","1084","713",0.247,0.242,0.0050000000000000044,0.391,0.388,0.0030000000000000027,0.317,0.309,0.008000000000000007
"Dodgers","LAD","2026","1082","730",0.278,0.276,0.0020000000000000018,0.473,0.478,-0.0050000000000000044,0.364,0.363,0.0010000000000000009
"Twins","MIN","2026","1076","690",0.227,0.231,-0.0040000000000000036,0.374,0.383,-0.009000000000000008,0.317,0.32,-0.0030000000000000027
"Guardians","CLE","2026","1076","725",0.231,0.246,-0.014999999999999986,0.38,0.392,-0.01200000000000001,0.316,0.322,-0.006000000000000005
"White Sox","CWS","2026","1073","678",0.222,0.234,-0.01200000000000001,0.373,0.397,-0.02400000000000002,0.31,0.32,-0.010000000000000009
"Athletics","ATH","2026","1072","714",0.241,0.258,-0.017000000000000015,0.393,0.421,-0.02799999999999997,0.316,0.33,-0.014000000000000012
"Yankees","NYY","2026","1066","666",0.233,0.244,-0.010999999999999982,0.429,0.448,-0.019000000000000017,0.338,0.347,-0.008999999999999952
"Orioles","BAL","2026","1063","688",0.238,0.244,-0.006000000000000005,0.4,0.408,-0.007999999999999952,0.324,0.326,-0.0020000000000000018
"Reds","CIN","2026","1062","671",0.213,0.237,-0.023999999999999994,0.377,0.422,-0.044999999999999984,0.309,0.334,-0.025000000000000022
"Phillies","PHI","2026","1061","726",0.219,0.239,-0.01999999999999999,0.362,0.386,-0.02400000000000002,0.296,0.312,-0.016000000000000014
"Marlins","MIA","2026","1054","728",0.255,0.245,0.010000000000000009,0.386,0.372,0.014000000000000012,0.323,0.312,0.01100000000000001
"Royals","KC","2026","1054","702",0.239,0.24,-0.0010000000000000009,0.386,0.384,0.0020000000000000018,0.317,0.316,0.0010000000000000009
"Red Sox","BOS","2026","1054","707",0.233,0.238,-0.004999999999999977,0.356,0.373,-0.017000000000000015,0.304,0.31,-0.006000000000000005
"Rangers","TEX","2026","1053","686",0.237,0.237,0,0.384,0.385,-0.0010000000000000009,0.313,0.31,0.0030000000000000027
"Rays","TB","2026","1051","749",0.258,0.249,0.009000000000000008,0.394,0.375,0.019000000000000017,0.328,0.314,0.014000000000000012
"Cardinals","STL","2026","1045","695",0.235,0.237,-0.0020000000000000018,0.39,0.411,-0.020999999999999963,0.319,0.325,-0.006000000000000005
"Brewers","MIL","2026","1042","682",0.231,0.23,0.0010000000000000009,0.349,0.368,-0.019000000000000017,0.308,0.311,-0.0030000000000000027
"Mets","NYM","2026","1036","725",0.226,0.243,-0.016999999999999987,0.337,0.388,-0.05099999999999999,0.283,0.306,-0.02300000000000002
"Blue Jays","TOR","2026","1016","745",0.255,0.255,0,0.386,0.385,0.0010000000000000009,0.312,0.309,0.0030000000000000027
"Giants","SF","2026","1015","738",0.25,0.254,-0.0040000000000000036,0.372,0.387,-0.015000000000000013,0.298,0.303,-0.0050000000000000044
"Padres","SD","2026","1014","689",0.235,0.252,-0.017000000000000015,0.382,0.412,-0.02999999999999997,0.31,0.327,-0.017000000000000015
"D-backs","AZ","2026","992","707",0.255,0.252,0.0030000000000000027,0.426,0.394,0.03199999999999997,0.325,0.311,0.014000000000000012
