"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Pirates","PIT","2026","1741","1139",0.25,0.248,0.0020000000000000018,0.391,0.403,-0.01200000000000001,0.328,0.327,0.0010000000000000009
"Astros","HOU","2026","1727","1189",0.255,0.257,-0.0020000000000000018,0.418,0.426,-0.008000000000000007,0.332,0.332,0
"Cubs","CHC","2026","1725","1145",0.244,0.246,-0.0020000000000000018,0.403,0.411,-0.007999999999999952,0.333,0.333,0
"Mariners","SEA","2026","1709","1099",0.232,0.242,-0.009999999999999981,0.386,0.411,-0.024999999999999967,0.319,0.33,-0.01100000000000001
"Nationals","WSH","2026","1709","1146",0.242,0.251,-0.009000000000000008,0.408,0.415,-0.007000000000000006,0.325,0.329,-0.0040000000000000036
"Guardians","CLE","2026","1689","1147",0.228,0.241,-0.012999999999999984,0.365,0.374,-0.009000000000000008,0.311,0.316,-0.0050000000000000044
"Twins","MIN","2026","1688","1100",0.236,0.23,0.005999999999999978,0.385,0.385,0,0.32,0.316,0.0040000000000000036
"Dodgers","LAD","2026","1680","1147",0.263,0.267,-0.0040000000000000036,0.433,0.451,-0.018000000000000016,0.344,0.35,-0.006000000000000005
"Angels","LAA","2026","1673","1046",0.232,0.229,0.0030000000000000027,0.386,0.391,-0.0050000000000000044,0.317,0.315,0.0020000000000000018
"Braves","ATL","2026","1672","1177",0.27,0.262,0.008000000000000007,0.447,0.454,-0.007000000000000006,0.344,0.34,0.003999999999999948
"Reds","CIN","2026","1670","1077",0.224,0.247,-0.022999999999999993,0.389,0.435,-0.045999999999999985,0.314,0.337,-0.02300000000000002
"Tigers","DET","2026","1660","1103",0.242,0.254,-0.01200000000000001,0.389,0.433,-0.043999999999999984,0.322,0.338,-0.016000000000000014
"Athletics","ATH","2026","1658","1114",0.252,0.253,-0.0010000000000000009,0.406,0.417,-0.010999999999999954,0.327,0.327,0
"Cardinals","STL","2026","1657","1118",0.24,0.244,-0.0040000000000000036,0.39,0.412,-0.021999999999999964,0.318,0.325,-0.007000000000000006
"Rockies","COL","2026","1657","1082",0.248,0.24,0.008000000000000007,0.398,0.386,0.01200000000000001,0.32,0.308,0.01200000000000001
"Yankees","NYY","2026","1656","1059",0.234,0.246,-0.011999999999999983,0.433,0.448,-0.015000000000000013,0.338,0.345,-0.006999999999999951
"Phillies","PHI","2026","1656","1152",0.233,0.247,-0.013999999999999985,0.388,0.399,-0.01100000000000001,0.307,0.314,-0.007000000000000006
"Royals","KC","2026","1649","1113",0.24,0.243,-0.0030000000000000027,0.389,0.393,-0.0040000000000000036,0.317,0.319,-0.0020000000000000018
"Orioles","BAL","2026","1647","1059",0.231,0.237,-0.005999999999999978,0.378,0.383,-0.0050000000000000044,0.313,0.314,-0.0010000000000000009
"Marlins","MIA","2026","1643","1112",0.243,0.235,0.008000000000000007,0.371,0.363,0.008000000000000007,0.313,0.304,0.009000000000000008
"White Sox","CWS","2026","1636","1038",0.233,0.244,-0.010999999999999982,0.397,0.423,-0.025999999999999968,0.323,0.333,-0.010000000000000009
"Blue Jays","TOR","2026","1615","1177",0.246,0.252,-0.006000000000000005,0.375,0.386,-0.01100000000000001,0.307,0.31,-0.0030000000000000027
"Red Sox","BOS","2026","1610","1081",0.235,0.239,-0.0040000000000000036,0.354,0.375,-0.02100000000000002,0.303,0.31,-0.007000000000000006
"Giants","SF","2026","1607","1151",0.24,0.244,-0.0040000000000000036,0.362,0.369,-0.007000000000000006,0.289,0.291,-0.0020000000000000018
"Rays","TB","2026","1603","1142",0.257,0.245,0.01200000000000001,0.375,0.361,0.014000000000000012,0.318,0.305,0.013000000000000012
"Rangers","TEX","2026","1600","1052",0.234,0.239,-0.004999999999999977,0.37,0.383,-0.013000000000000012,0.308,0.313,-0.0050000000000000044
"Mets","NYM","2026","1595","1123",0.226,0.248,-0.021999999999999992,0.349,0.413,-0.064,0.289,0.317,-0.028000000000000025
"Brewers","MIL","2026","1592","1066",0.245,0.235,0.010000000000000009,0.359,0.369,-0.010000000000000009,0.315,0.312,0.0030000000000000027
"Padres","SD","2026","1579","1060",0.222,0.243,-0.02099999999999999,0.365,0.395,-0.030000000000000027,0.295,0.314,-0.019000000000000017
"D-backs","AZ","2026","1539","1076",0.234,0.243,-0.00899999999999998,0.387,0.382,0.0050000000000000044,0.306,0.306,0
