"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Cubs","CHC","2026","5011","3315",0.249,0.242,0.007000000000000006,0.419,0.393,0.025999999999999968,0.333,0.321,0.01200000000000001
"Pirates","PIT","2026","4974","3249",0.256,0.241,0.015000000000000013,0.41,0.393,0.01699999999999996,0.327,0.316,0.01100000000000001
"Nationals","WSH","2026","4900","3333",0.25,0.252,-0.0020000000000000018,0.436,0.422,0.014000000000000012,0.333,0.329,0.0040000000000000036
"Brewers","MIL","2026","4890","3268",0.252,0.245,0.007000000000000006,0.396,0.395,0.0010000000000000009,0.324,0.322,0.0020000000000000018
"Dodgers","LAD","2026","4845","3344",0.259,0.265,-0.006000000000000005,0.43,0.436,-0.006000000000000005,0.334,0.34,-0.006000000000000005
"Twins","MIN","2026","4809","3292",0.246,0.238,0.008000000000000007,0.406,0.388,0.018000000000000016,0.319,0.311,0.008000000000000007
"Cardinals","STL","2026","4808","3334",0.24,0.251,-0.01100000000000001,0.382,0.408,-0.025999999999999968,0.309,0.323,-0.014000000000000012
"D-backs","AZ","2026","4801","3403",0.243,0.245,-0.0020000000000000018,0.397,0.383,0.014000000000000012,0.313,0.312,0.0010000000000000009
"Tigers","DET","2026","4799","3222",0.243,0.243,0,0.407,0.405,0.0019999999999999463,0.319,0.32,-0.0010000000000000009
"Rockies","COL","2026","4792","3251",0.254,0.242,0.01200000000000001,0.418,0.386,0.03199999999999997,0.324,0.309,0.015000000000000013
"Athletics","ATH","2026","4788","3238",0.244,0.242,0.0020000000000000018,0.402,0.391,0.01100000000000001,0.316,0.311,0.0050000000000000044
"Marlins","MIA","2026","4776","3242",0.25,0.239,0.01100000000000001,0.403,0.377,0.026000000000000023,0.322,0.309,0.013000000000000012
"Phillies","PHI","2026","4774","3229",0.24,0.251,-0.01100000000000001,0.401,0.402,-0.0010000000000000009,0.313,0.319,-0.006000000000000005
"White Sox","CWS","2026","4773","3124",0.239,0.239,0,0.411,0.401,0.009999999999999953,0.32,0.318,0.0020000000000000018
"Astros","HOU","2026","4773","3269",0.243,0.243,0,0.411,0.402,0.008999999999999952,0.319,0.316,0.0030000000000000027
"Orioles","BAL","2026","4771","3079",0.237,0.244,-0.007000000000000006,0.398,0.415,-0.01699999999999996,0.317,0.326,-0.009000000000000008
"Red Sox","BOS","2026","4768","3268",0.25,0.242,0.008000000000000007,0.405,0.384,0.02100000000000002,0.32,0.311,0.009000000000000008
"Mets","NYM","2026","4766","3226",0.235,0.246,-0.01100000000000001,0.389,0.412,-0.022999999999999965,0.306,0.319,-0.013000000000000012
"Royals","KC","2026","4749","3305",0.244,0.243,0.0010000000000000009,0.394,0.39,0.0040000000000000036,0.31,0.31,0
"Guardians","CLE","2026","4739","3206",0.233,0.236,-0.002999999999999975,0.37,0.368,0.0020000000000000018,0.304,0.304,0
"Rays","TB","2026","4735","3391",0.262,0.246,0.016000000000000014,0.408,0.378,0.02999999999999997,0.325,0.308,0.017000000000000015
"Blue Jays","TOR","2026","4732","3411",0.244,0.241,0.0030000000000000027,0.377,0.362,0.015000000000000013,0.3,0.295,0.0050000000000000044
"Padres","SD","2026","4722","3211",0.238,0.245,-0.007000000000000006,0.39,0.397,-0.007000000000000006,0.311,0.318,-0.007000000000000006
"Braves","ATL","2026","4722","3292",0.247,0.247,0,0.416,0.417,-0.0010000000000000009,0.318,0.319,-0.0010000000000000009
"Reds","CIN","2026","4713","3023",0.226,0.235,-0.00899999999999998,0.391,0.398,-0.007000000000000006,0.307,0.315,-0.008000000000000007
"Angels","LAA","2026","4710","3060",0.235,0.232,0.002999999999999975,0.374,0.381,-0.007000000000000006,0.303,0.304,-0.0010000000000000009
"Rangers","TEX","2026","4699","3165",0.243,0.236,0.007000000000000006,0.395,0.381,0.014000000000000012,0.314,0.306,0.008000000000000007
"Mariners","SEA","2026","4698","3126",0.229,0.241,-0.011999999999999983,0.377,0.393,-0.016000000000000014,0.304,0.316,-0.01200000000000001
"Giants","SF","2026","4674","3325",0.248,0.248,0,0.407,0.399,0.007999999999999952,0.311,0.309,0.0020000000000000018
"Yankees","NYY","2026","4651","3015",0.229,0.24,-0.010999999999999982,0.407,0.409,-0.0020000000000000018,0.313,0.319,-0.006000000000000005
