"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Astros","HOU","2026","1652","1046",0.262,0.245,0.017000000000000015,0.435,0.402,0.032999999999999974,0.359,0.339,0.019999999999999962
"Nationals","WSH","2026","1642","1149",0.255,0.257,-0.0020000000000000018,0.426,0.448,-0.02200000000000002,0.338,0.346,-0.007999999999999952
"Angels","LAA","2026","1637","1060",0.243,0.241,0.0020000000000000018,0.378,0.388,-0.010000000000000009,0.325,0.324,0.0010000000000000009
"Orioles","BAL","2026","1636","1114",0.263,0.25,0.013000000000000012,0.435,0.406,0.02899999999999997,0.342,0.323,0.019000000000000017
"Reds","CIN","2026","1610","1089",0.251,0.261,-0.010000000000000009,0.413,0.441,-0.028000000000000025,0.34,0.353,-0.012999999999999956
"Phillies","PHI","2026","1609","1072",0.27,0.239,0.031000000000000028,0.409,0.373,0.035999999999999976,0.331,0.301,0.030000000000000027
"Guardians","CLE","2026","1604","1051",0.238,0.238,0,0.396,0.406,-0.010000000000000009,0.316,0.316,0
"Rockies","COL","2026","1584","1121",0.27,0.266,0.0040000000000000036,0.457,0.453,0.0040000000000000036,0.348,0.342,0.00599999999999995
"Pirates","PIT","2026","1579","1035",0.223,0.236,-0.012999999999999984,0.351,0.367,-0.016000000000000014,0.297,0.306,-0.009000000000000008
"Twins","MIN","2026","1574","1083",0.252,0.249,0.0030000000000000027,0.405,0.403,0.0020000000000000018,0.332,0.328,0.0040000000000000036
"Athletics","ATH","2026","1564","1052",0.251,0.24,0.01100000000000001,0.413,0.393,0.019999999999999962,0.336,0.324,0.01200000000000001
"Giants","SF","2026","1556","1056",0.241,0.244,-0.0030000000000000027,0.391,0.387,0.0040000000000000036,0.319,0.315,0.0040000000000000036
"Mariners","SEA","2026","1554","1068",0.255,0.254,0.0010000000000000009,0.401,0.422,-0.020999999999999963,0.318,0.322,-0.0040000000000000036
"Royals","KC","2026","1548","1015",0.236,0.246,-0.010000000000000009,0.403,0.424,-0.020999999999999963,0.327,0.334,-0.007000000000000006
"Cardinals","STL","2026","1547","1083",0.251,0.269,-0.018000000000000016,0.388,0.445,-0.056999999999999995,0.325,0.348,-0.022999999999999965
"Marlins","MIA","2026","1540","1031",0.224,0.237,-0.012999999999999984,0.358,0.39,-0.03200000000000003,0.301,0.315,-0.014000000000000012
"Yankees","NYY","2026","1534","1019",0.218,0.231,-0.013000000000000012,0.332,0.359,-0.02699999999999997,0.283,0.296,-0.013000000000000012
"White Sox","CWS","2026","1532","1022",0.241,0.25,-0.009000000000000008,0.4,0.403,-0.0030000000000000027,0.327,0.33,-0.0030000000000000027
"Blue Jays","TOR","2026","1532","1028",0.25,0.246,0.0040000000000000036,0.386,0.389,-0.0030000000000000027,0.312,0.309,0.0030000000000000027
"Mets","NYM","2026","1520","990",0.23,0.238,-0.00799999999999998,0.359,0.363,-0.0040000000000000036,0.301,0.304,-0.0030000000000000027
"Tigers","DET","2026","1516","1017",0.241,0.239,0.0020000000000000018,0.378,0.374,0.0040000000000000036,0.314,0.31,0.0040000000000000036
"Cubs","CHC","2026","1516","1038",0.227,0.245,-0.017999999999999988,0.377,0.416,-0.03899999999999998,0.303,0.322,-0.019000000000000017
"D-backs","AZ","2026","1506","1064",0.241,0.259,-0.018000000000000016,0.408,0.456,-0.04800000000000004,0.32,0.341,-0.02100000000000002
"Rangers","TEX","2026","1505","1009",0.229,0.243,-0.013999999999999985,0.371,0.408,-0.03699999999999998,0.301,0.317,-0.016000000000000014
"Braves","ATL","2026","1500","982",0.21,0.227,-0.017000000000000015,0.347,0.373,-0.026000000000000023,0.29,0.304,-0.014000000000000012
"Red Sox","BOS","2026","1496","1028",0.245,0.256,-0.01100000000000001,0.396,0.439,-0.04299999999999998,0.32,0.338,-0.018000000000000016
"Padres","SD","2026","1494","994",0.234,0.229,0.0050000000000000044,0.37,0.369,0.0010000000000000009,0.307,0.3,0.007000000000000006
"Rays","TB","2026","1494","1048",0.218,0.249,-0.031,0.363,0.419,-0.055999999999999994,0.288,0.319,-0.031000000000000028
"Dodgers","LAD","2026","1483","982",0.218,0.238,-0.01999999999999999,0.351,0.387,-0.03600000000000003,0.289,0.307,-0.018000000000000016
"Brewers","MIL","2026","1407","889",0.226,0.231,-0.0050000000000000044,0.35,0.359,-0.009000000000000008,0.299,0.3,-0.0010000000000000009
