"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Athletics","ATH","2026","4943","3329",0.27,0.248,0.02200000000000002,0.467,0.407,0.06000000000000005,0.355,0.326,0.02899999999999997
"Rockies","COL","2026","4911","3603",0.289,0.275,0.013999999999999957,0.491,0.463,0.02799999999999997,0.363,0.349,0.014000000000000012
"Nationals","WSH","2026","4898","3425",0.258,0.26,-0.0020000000000000018,0.432,0.437,-0.0050000000000000044,0.335,0.339,-0.0040000000000000036
"Pirates","PIT","2026","4887","3169",0.241,0.24,0.0010000000000000009,0.393,0.381,0.01200000000000001,0.316,0.312,0.0040000000000000036
"Reds","CIN","2026","4877","3279",0.246,0.249,-0.0030000000000000027,0.41,0.414,-0.0040000000000000036,0.328,0.332,-0.0040000000000000036
"Twins","MIN","2026","4855","3299",0.252,0.241,0.01100000000000001,0.414,0.399,0.014999999999999958,0.327,0.318,0.009000000000000008
"Mets","NYM","2026","4806","3164",0.238,0.236,0.0020000000000000018,0.392,0.376,0.016000000000000014,0.314,0.309,0.0050000000000000044
"Cardinals","STL","2026","4797","3339",0.252,0.255,-0.0030000000000000027,0.395,0.412,-0.01699999999999996,0.318,0.327,-0.009000000000000008
"Astros","HOU","2026","4797","3115",0.239,0.233,0.005999999999999978,0.407,0.389,0.01799999999999996,0.327,0.319,0.008000000000000007
"Phillies","PHI","2026","4789","3107",0.251,0.23,0.02099999999999999,0.407,0.364,0.04299999999999998,0.319,0.295,0.02400000000000002
"Angels","LAA","2026","4783","3072",0.234,0.235,-0.0009999999999999731,0.381,0.386,-0.0050000000000000044,0.314,0.318,-0.0040000000000000036
"Royals","KC","2026","4781","3340",0.26,0.261,-0.0010000000000000009,0.437,0.422,0.015000000000000013,0.339,0.335,0.0040000000000000036
"Orioles","BAL","2026","4779","3337",0.254,0.247,0.007000000000000006,0.41,0.394,0.01599999999999996,0.321,0.314,0.007000000000000006
"Blue Jays","TOR","2026","4772","3175",0.239,0.236,0.0030000000000000027,0.377,0.376,0.0010000000000000009,0.306,0.306,0
"White Sox","CWS","2026","4741","3168",0.239,0.245,-0.006000000000000005,0.393,0.392,0.0010000000000000009,0.315,0.319,-0.0040000000000000036
"D-backs","AZ","2026","4722","3455",0.251,0.261,-0.010000000000000009,0.415,0.444,-0.029000000000000026,0.319,0.334,-0.015000000000000013
"Padres","SD","2026","4716","3206",0.244,0.235,0.009000000000000008,0.394,0.38,0.014000000000000012,0.315,0.307,0.008000000000000007
"Cubs","CHC","2026","4715","3318",0.244,0.257,-0.013000000000000012,0.418,0.437,-0.019000000000000017,0.32,0.332,-0.01200000000000001
"Giants","SF","2026","4708","3248",0.246,0.245,0.0010000000000000009,0.387,0.386,0.0010000000000000009,0.316,0.317,-0.0010000000000000009
"Guardians","CLE","2026","4688","3070",0.238,0.235,0.0030000000000000027,0.396,0.387,0.009000000000000008,0.311,0.308,0.0030000000000000027
"Rangers","TEX","2026","4687","3215",0.249,0.249,0,0.413,0.406,0.006999999999999951,0.319,0.316,0.0030000000000000027
"Marlins","MIA","2026","4675","3141",0.231,0.235,-0.003999999999999976,0.376,0.381,-0.0050000000000000044,0.304,0.308,-0.0040000000000000036
"Braves","ATL","2026","4669","3119",0.23,0.237,-0.0069999999999999785,0.38,0.384,-0.0040000000000000036,0.304,0.309,-0.0050000000000000044
"Tigers","DET","2026","4639","3170",0.231,0.234,-0.0030000000000000027,0.374,0.369,0.0050000000000000044,0.299,0.299,0
"Red Sox","BOS","2026","4635","3169",0.239,0.239,0,0.375,0.375,0,0.299,0.3,-0.0010000000000000009
"Dodgers","LAD","2026","4619","3043",0.218,0.23,-0.01200000000000001,0.371,0.371,0,0.293,0.298,-0.0050000000000000044
"Brewers","MIL","2026","4600","2950",0.219,0.224,-0.0050000000000000044,0.359,0.349,0.010000000000000009,0.289,0.288,0.0010000000000000009
"Yankees","NYY","2026","4593","3048",0.225,0.231,-0.006000000000000005,0.363,0.363,0,0.291,0.295,-0.0040000000000000036
"Mariners","SEA","2026","4590","3161",0.244,0.243,0.0010000000000000009,0.396,0.394,0.0020000000000000018,0.306,0.305,0.0010000000000000009
"Rays","TB","2026","4571","3190",0.231,0.251,-0.01999999999999999,0.396,0.42,-0.023999999999999966,0.299,0.318,-0.019000000000000017
