"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","1185","817",0.264,0.264,0,0.446,0.469,-0.022999999999999965,0.35,0.357,-0.007000000000000006
"Angels","LAA","2026","1165","746",0.238,0.235,0.0030000000000000027,0.378,0.384,-0.006000000000000005,0.323,0.321,0.0020000000000000018
"Astros","HOU","2026","1162","717",0.267,0.239,0.028000000000000025,0.453,0.39,0.063,0.372,0.337,0.034999999999999976
"White Sox","CWS","2026","1138","763",0.247,0.258,-0.01100000000000001,0.408,0.415,-0.007000000000000006,0.336,0.341,-0.0050000000000000044
"Pirates","PIT","2026","1116","720",0.218,0.231,-0.013000000000000012,0.335,0.35,-0.014999999999999958,0.291,0.3,-0.009000000000000008
"Rockies","COL","2026","1115","781",0.261,0.261,0,0.427,0.437,-0.010000000000000009,0.334,0.336,-0.0020000000000000018
"Phillies","PHI","2026","1112","754",0.286,0.248,0.03799999999999998,0.436,0.393,0.04299999999999998,0.348,0.314,0.033999999999999975
"Mariners","SEA","2026","1112","775",0.261,0.256,0.0050000000000000044,0.408,0.418,-0.010000000000000009,0.324,0.323,0.0010000000000000009
"Guardians","CLE","2026","1110","718",0.23,0.238,-0.00799999999999998,0.395,0.411,-0.01599999999999996,0.314,0.319,-0.0050000000000000044
"Cardinals","STL","2026","1103","790",0.26,0.275,-0.015000000000000013,0.406,0.451,-0.044999999999999984,0.335,0.354,-0.01899999999999996
"Athletics","ATH","2026","1101","735",0.246,0.239,0.007000000000000006,0.4,0.397,0.0030000000000000027,0.331,0.327,0.0040000000000000036
"Twins","MIN","2026","1096","744",0.251,0.247,0.0040000000000000036,0.39,0.395,-0.0050000000000000044,0.324,0.323,0.0010000000000000009
"Reds","CIN","2026","1094","739",0.239,0.257,-0.018000000000000016,0.384,0.429,-0.044999999999999984,0.325,0.346,-0.020999999999999963
"Marlins","MIA","2026","1091","715",0.224,0.229,-0.0050000000000000044,0.36,0.388,-0.028000000000000025,0.304,0.313,-0.009000000000000008
"Red Sox","BOS","2026","1088","744",0.244,0.26,-0.016000000000000014,0.412,0.463,-0.051000000000000045,0.325,0.347,-0.021999999999999964
"Orioles","BAL","2026","1086","735",0.258,0.248,0.010000000000000009,0.428,0.402,0.025999999999999968,0.337,0.321,0.016000000000000014
"Tigers","DET","2026","1076","723",0.24,0.237,0.0030000000000000027,0.377,0.375,0.0020000000000000018,0.316,0.312,0.0040000000000000036
"Rangers","TEX","2026","1076","711",0.234,0.242,-0.00799999999999998,0.38,0.41,-0.02999999999999997,0.309,0.32,-0.01100000000000001
"Rays","TB","2026","1075","742",0.224,0.259,-0.035,0.391,0.452,-0.061,0.305,0.34,-0.03500000000000003
"Mets","NYM","2026","1072","708",0.236,0.245,-0.009000000000000008,0.371,0.373,-0.0020000000000000018,0.308,0.312,-0.0040000000000000036
"Blue Jays","TOR","2026","1072","691",0.247,0.241,0.006000000000000005,0.39,0.381,0.009000000000000008,0.317,0.308,0.009000000000000008
"Cubs","CHC","2026","1072","741",0.234,0.248,-0.013999999999999985,0.384,0.417,-0.032999999999999974,0.307,0.322,-0.015000000000000013
"Braves","ATL","2026","1060","714",0.211,0.23,-0.019000000000000017,0.343,0.371,-0.02799999999999997,0.285,0.301,-0.016000000000000014
"Royals","KC","2026","1057","688",0.243,0.258,-0.015000000000000013,0.431,0.461,-0.030000000000000027,0.34,0.352,-0.011999999999999955
"Padres","SD","2026","1056","698",0.245,0.231,0.013999999999999985,0.377,0.367,0.010000000000000009,0.314,0.302,0.01200000000000001
"Yankees","NYY","2026","1056","717",0.222,0.233,-0.01100000000000001,0.348,0.368,-0.020000000000000018,0.285,0.294,-0.009000000000000008
"Giants","SF","2026","1050","696",0.229,0.244,-0.014999999999999986,0.369,0.393,-0.02400000000000002,0.308,0.32,-0.01200000000000001
"Dodgers","LAD","2026","1039","690",0.21,0.235,-0.024999999999999994,0.345,0.378,-0.03300000000000003,0.284,0.303,-0.019000000000000017
"D-backs","AZ","2026","1032","732",0.251,0.262,-0.01100000000000001,0.431,0.46,-0.029000000000000026,0.331,0.344,-0.012999999999999956
"Brewers","MIL","2026","1015","654",0.237,0.24,-0.0030000000000000027,0.372,0.376,-0.0040000000000000036,0.312,0.311,0.0010000000000000009
