"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Cubs","CHC","2026","4972","3290",0.249,0.242,0.007000000000000006,0.419,0.393,0.025999999999999968,0.333,0.321,0.01200000000000001
"Pirates","PIT","2026","4943","3225",0.256,0.242,0.014000000000000012,0.41,0.393,0.01699999999999996,0.328,0.316,0.01200000000000001
"Nationals","WSH","2026","4865","3308",0.251,0.252,-0.0010000000000000009,0.437,0.423,0.014000000000000012,0.333,0.33,0.0030000000000000027
"Brewers","MIL","2026","4838","3227",0.25,0.244,0.006000000000000005,0.392,0.392,0,0.321,0.32,0.0010000000000000009
"Dodgers","LAD","2026","4804","3311",0.259,0.264,-0.0050000000000000044,0.429,0.435,-0.006000000000000005,0.334,0.339,-0.0050000000000000044
"Twins","MIN","2026","4776","3265",0.245,0.237,0.008000000000000007,0.405,0.386,0.019000000000000017,0.319,0.31,0.009000000000000008
"Cardinals","STL","2026","4771","3307",0.241,0.251,-0.010000000000000009,0.382,0.408,-0.025999999999999968,0.309,0.324,-0.015000000000000013
"Tigers","DET","2026","4767","3196",0.243,0.244,-0.0010000000000000009,0.408,0.405,0.002999999999999947,0.32,0.32,0
"D-backs","AZ","2026","4766","3378",0.243,0.246,-0.0030000000000000027,0.397,0.383,0.014000000000000012,0.313,0.312,0.0010000000000000009
"Rockies","COL","2026","4752","3225",0.254,0.242,0.01200000000000001,0.418,0.386,0.03199999999999997,0.324,0.309,0.015000000000000013
"Athletics","ATH","2026","4752","3210",0.244,0.242,0.0020000000000000018,0.403,0.392,0.01100000000000001,0.317,0.312,0.0050000000000000044
"Astros","HOU","2026","4740","3249",0.244,0.243,0.0010000000000000009,0.413,0.403,0.009999999999999953,0.319,0.316,0.0030000000000000027
"Marlins","MIA","2026","4740","3220",0.251,0.239,0.01200000000000001,0.404,0.378,0.026000000000000023,0.322,0.309,0.013000000000000012
"Phillies","PHI","2026","4736","3204",0.24,0.251,-0.01100000000000001,0.401,0.403,-0.0020000000000000018,0.312,0.319,-0.007000000000000006
"Orioles","BAL","2026","4735","3056",0.238,0.244,-0.006000000000000005,0.399,0.415,-0.01599999999999996,0.317,0.326,-0.009000000000000008
"White Sox","CWS","2026","4735","3096",0.239,0.239,0,0.411,0.401,0.009999999999999953,0.32,0.317,0.0030000000000000027
"Mets","NYM","2026","4728","3202",0.236,0.246,-0.010000000000000009,0.389,0.412,-0.022999999999999965,0.306,0.319,-0.013000000000000012
"Red Sox","BOS","2026","4725","3235",0.249,0.241,0.008000000000000007,0.403,0.383,0.020000000000000018,0.319,0.31,0.009000000000000008
"Royals","KC","2026","4711","3280",0.243,0.243,0,0.394,0.39,0.0040000000000000036,0.31,0.309,0.0010000000000000009
"Guardians","CLE","2026","4700","3178",0.233,0.236,-0.002999999999999975,0.369,0.367,0.0020000000000000018,0.303,0.304,-0.0010000000000000009
"Rays","TB","2026","4696","3356",0.261,0.246,0.015000000000000013,0.409,0.378,0.030999999999999972,0.325,0.308,0.017000000000000015
"Braves","ATL","2026","4688","3266",0.247,0.247,0,0.416,0.417,-0.0010000000000000009,0.318,0.319,-0.0010000000000000009
"Blue Jays","TOR","2026","4684","3373",0.242,0.24,0.0020000000000000018,0.374,0.361,0.013000000000000012,0.299,0.294,0.0050000000000000044
"Padres","SD","2026","4682","3184",0.238,0.245,-0.007000000000000006,0.388,0.396,-0.008000000000000007,0.31,0.318,-0.008000000000000007
"Reds","CIN","2026","4682","3002",0.227,0.235,-0.00799999999999998,0.393,0.398,-0.0050000000000000044,0.308,0.315,-0.007000000000000006
"Angels","LAA","2026","4675","3034",0.235,0.232,0.002999999999999975,0.374,0.382,-0.008000000000000007,0.303,0.305,-0.0020000000000000018
"Mariners","SEA","2026","4663","3105",0.23,0.242,-0.011999999999999983,0.378,0.394,-0.016000000000000014,0.305,0.316,-0.01100000000000001
"Rangers","TEX","2026","4662","3140",0.242,0.236,0.006000000000000005,0.394,0.381,0.013000000000000012,0.313,0.306,0.007000000000000006
"Giants","SF","2026","4640","3305",0.249,0.249,0,0.407,0.399,0.007999999999999952,0.311,0.31,0.0010000000000000009
"Yankees","NYY","2026","4615","2997",0.229,0.241,-0.011999999999999983,0.408,0.41,-0.0020000000000000018,0.313,0.32,-0.007000000000000006
