"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Pirates","PIT","2026","1303","845",0.247,0.246,0.0010000000000000009,0.389,0.404,-0.015000000000000013,0.323,0.325,-0.0020000000000000018
"Nationals","WSH","2026","1294","859",0.239,0.249,-0.010000000000000009,0.386,0.408,-0.021999999999999964,0.317,0.325,-0.008000000000000007
"Astros","HOU","2026","1291","895",0.267,0.264,0.0030000000000000027,0.438,0.437,0.0010000000000000009,0.347,0.341,0.00599999999999995
"Angels","LAA","2026","1278","789",0.232,0.227,0.0050000000000000044,0.393,0.394,-0.0010000000000000009,0.324,0.32,0.0040000000000000036
"Cubs","CHC","2026","1276","852",0.26,0.249,0.01100000000000001,0.425,0.41,0.015000000000000013,0.347,0.333,0.013999999999999957
"Twins","MIN","2026","1271","825",0.235,0.233,0.001999999999999974,0.381,0.386,-0.0050000000000000044,0.32,0.321,-0.0010000000000000009
"Braves","ATL","2026","1267","900",0.271,0.265,0.006000000000000005,0.452,0.458,-0.006000000000000005,0.348,0.345,0.0030000000000000027
"Mariners","SEA","2026","1253","802",0.233,0.245,-0.011999999999999983,0.386,0.424,-0.03799999999999998,0.32,0.336,-0.016000000000000014
"Tigers","DET","2026","1252","841",0.249,0.261,-0.01200000000000001,0.405,0.456,-0.05099999999999999,0.331,0.349,-0.01799999999999996
"Rockies","COL","2026","1248","822",0.254,0.243,0.01100000000000001,0.402,0.391,0.01100000000000001,0.324,0.312,0.01200000000000001
"Cardinals","STL","2026","1246","825",0.243,0.24,0.0030000000000000027,0.408,0.42,-0.01200000000000001,0.327,0.329,-0.0020000000000000018
"Dodgers","LAD","2026","1233","842",0.271,0.274,-0.0030000000000000027,0.447,0.471,-0.023999999999999966,0.351,0.36,-0.009000000000000008
"Athletics","ATH","2026","1233","825",0.246,0.255,-0.009000000000000008,0.393,0.413,-0.019999999999999962,0.32,0.328,-0.008000000000000007
"White Sox","CWS","2026","1228","779",0.226,0.237,-0.010999999999999982,0.383,0.4,-0.017000000000000015,0.316,0.323,-0.007000000000000006
"Guardians","CLE","2026","1227","831",0.231,0.242,-0.010999999999999982,0.377,0.383,-0.006000000000000005,0.313,0.316,-0.0030000000000000027
"Phillies","PHI","2026","1216","836",0.228,0.241,-0.012999999999999984,0.376,0.388,-0.01200000000000001,0.305,0.313,-0.008000000000000007
"Brewers","MIL","2026","1212","805",0.243,0.235,0.008000000000000007,0.364,0.376,-0.01200000000000001,0.318,0.316,0.0020000000000000018
"Yankees","NYY","2026","1210","769",0.232,0.247,-0.014999999999999986,0.43,0.455,-0.025000000000000022,0.336,0.349,-0.012999999999999956
"Marlins","MIA","2026","1209","812",0.25,0.24,0.010000000000000009,0.379,0.362,0.017000000000000015,0.32,0.308,0.01200000000000001
"Royals","KC","2026","1209","812",0.241,0.242,-0.0010000000000000009,0.393,0.39,0.0030000000000000027,0.32,0.319,0.0010000000000000009
"Orioles","BAL","2026","1207","774",0.233,0.241,-0.00799999999999998,0.395,0.402,-0.007000000000000006,0.32,0.323,-0.0030000000000000027
"Reds","CIN","2026","1203","771",0.217,0.24,-0.022999999999999993,0.381,0.424,-0.04299999999999998,0.309,0.332,-0.02300000000000002
"Rangers","TEX","2026","1202","780",0.237,0.236,0.0010000000000000009,0.378,0.381,-0.0030000000000000027,0.312,0.31,0.0020000000000000018
"Red Sox","BOS","2026","1196","812",0.234,0.24,-0.005999999999999978,0.354,0.374,-0.020000000000000018,0.302,0.309,-0.007000000000000006
"Blue Jays","TOR","2026","1192","879",0.25,0.251,-0.0010000000000000009,0.38,0.38,0,0.308,0.306,0.0020000000000000018
"Rays","TB","2026","1187","840",0.249,0.241,0.008000000000000007,0.38,0.364,0.016000000000000014,0.316,0.304,0.01200000000000001
"Mets","NYM","2026","1181","832",0.227,0.246,-0.01899999999999999,0.342,0.398,-0.055999999999999994,0.285,0.311,-0.026000000000000023
"Giants","SF","2026","1161","834",0.246,0.247,-0.0010000000000000009,0.36,0.373,-0.013000000000000012,0.291,0.294,-0.0030000000000000027
"Padres","SD","2026","1159","790",0.233,0.248,-0.014999999999999986,0.381,0.405,-0.02400000000000002,0.308,0.323,-0.015000000000000013
"D-backs","AZ","2026","1142","800",0.251,0.249,0.0020000000000000018,0.418,0.392,0.025999999999999968,0.321,0.309,0.01200000000000001
