"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Nationals","WSH","2026","2198","1526",0.254,0.257,-0.0030000000000000027,0.42,0.451,-0.031000000000000028,0.333,0.343,-0.010000000000000009
"Astros","HOU","2026","2134","1375",0.247,0.242,0.0050000000000000044,0.415,0.4,0.014999999999999958,0.346,0.336,0.009999999999999953
"Rockies","COL","2026","2132","1523",0.277,0.27,0.007000000000000006,0.455,0.45,0.0050000000000000044,0.352,0.345,0.007000000000000006
"Angels","LAA","2026","2112","1364",0.241,0.24,0.0010000000000000009,0.379,0.392,-0.013000000000000012,0.324,0.326,-0.0020000000000000018
"Athletics","ATH","2026","2106","1436",0.252,0.243,0.009000000000000008,0.424,0.397,0.02699999999999997,0.337,0.323,0.014000000000000012
"Orioles","BAL","2026","2102","1445",0.26,0.252,0.008000000000000007,0.432,0.416,0.016000000000000014,0.339,0.327,0.01200000000000001
"Reds","CIN","2026","2090","1404",0.249,0.258,-0.009000000000000008,0.43,0.44,-0.010000000000000009,0.345,0.351,-0.006000000000000005
"Guardians","CLE","2026","2083","1350",0.234,0.236,-0.001999999999999974,0.39,0.399,-0.009000000000000008,0.312,0.313,-0.0010000000000000009
"Mets","NYM","2026","2072","1346",0.232,0.237,-0.004999999999999977,0.37,0.363,0.007000000000000006,0.308,0.305,0.0030000000000000027
"Phillies","PHI","2026","2066","1386",0.26,0.239,0.02100000000000002,0.394,0.377,0.017000000000000015,0.319,0.3,0.019000000000000017
"Pirates","PIT","2026","2064","1357",0.225,0.24,-0.014999999999999986,0.363,0.378,-0.015000000000000013,0.302,0.311,-0.009000000000000008
"Marlins","MIA","2026","2062","1373",0.227,0.232,-0.0050000000000000044,0.367,0.385,-0.018000000000000016,0.306,0.311,-0.0050000000000000044
"Twins","MIN","2026","2046","1409",0.241,0.238,0.0030000000000000027,0.385,0.392,-0.007000000000000006,0.318,0.317,0.0010000000000000009
"White Sox","CWS","2026","2041","1364",0.242,0.251,-0.009000000000000008,0.407,0.408,-0.0010000000000000009,0.33,0.332,-0.0020000000000000018
"Giants","SF","2026","2039","1387",0.244,0.247,-0.0030000000000000027,0.395,0.391,0.0040000000000000036,0.322,0.319,0.0030000000000000027
"Mariners","SEA","2026","2033","1391",0.249,0.25,-0.0010000000000000009,0.389,0.408,-0.01899999999999996,0.311,0.315,-0.0040000000000000036
"Royals","KC","2026","2029","1361",0.243,0.253,-0.010000000000000009,0.407,0.426,-0.019000000000000017,0.328,0.334,-0.006000000000000005
"Cardinals","STL","2026","2022","1409",0.255,0.267,-0.01200000000000001,0.394,0.445,-0.05099999999999999,0.327,0.346,-0.01899999999999996
"Blue Jays","TOR","2026","2016","1329",0.242,0.236,0.006000000000000005,0.373,0.374,-0.0010000000000000009,0.306,0.302,0.0040000000000000036
"Tigers","DET","2026","2002","1364",0.236,0.239,-0.0030000000000000027,0.379,0.381,-0.0020000000000000018,0.31,0.31,0
"Cubs","CHC","2026","1996","1382",0.236,0.251,-0.015000000000000013,0.399,0.431,-0.03199999999999997,0.313,0.328,-0.015000000000000013
"Yankees","NYY","2026","1984","1326",0.222,0.226,-0.0040000000000000036,0.336,0.347,-0.010999999999999954,0.286,0.29,-0.0040000000000000036
"Braves","ATL","2026","1978","1296",0.207,0.225,-0.018000000000000016,0.344,0.365,-0.02100000000000002,0.286,0.298,-0.01200000000000001
"D-backs","AZ","2026","1974","1418",0.239,0.254,-0.015000000000000013,0.394,0.436,-0.04199999999999998,0.311,0.329,-0.018000000000000016
"Padres","SD","2026","1973","1304",0.232,0.229,0.0030000000000000027,0.364,0.366,-0.0020000000000000018,0.306,0.303,0.0030000000000000027
"Red Sox","BOS","2026","1941","1322",0.239,0.252,-0.013000000000000012,0.387,0.42,-0.032999999999999974,0.312,0.327,-0.015000000000000013
"Rangers","TEX","2026","1940","1308",0.226,0.244,-0.017999999999999988,0.368,0.406,-0.038000000000000034,0.301,0.318,-0.017000000000000015
"Dodgers","LAD","2026","1929","1276",0.211,0.232,-0.02100000000000002,0.335,0.373,-0.03799999999999998,0.278,0.297,-0.01899999999999996
"Rays","TB","2026","1929","1359",0.228,0.254,-0.025999999999999995,0.373,0.42,-0.046999999999999986,0.297,0.322,-0.025000000000000022
"Brewers","MIL","2026","1876","1173",0.217,0.224,-0.007000000000000006,0.335,0.341,-0.006000000000000005,0.289,0.291,-0.0020000000000000018
