"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","tot_plays"
"Cubs",112,22.613005374119428,26.993197708877986,20.887423242212922,4.468616066789648,1.6371583998754304,-4.380192334758571,-2.3494202280535945,-1.4595133923172507,-0.5712587143877276,8153
"Dodgers",119,16.34884794401724,18.413562507388928,14.63164450019253,2.984286448392466,0.7976315588039578,-2.0647145633716915,-3.0899002257246013,0.6176338385016944,0.4075518238512165,7815
"Red Sox",111,16.203682519044815,12.176546597867162,12.217463560695977,1.7161645529132028,-1.7570815157420223,4.027135921177657,1.3361729587667963,1.384832218062403,1.3061307443484562,7701
"Cardinals",138,13.3671838211357,10.875188687745844,6.160585546620358,-0.0011876832915951165,4.715790824417093,2.4919951333898522,1.4177932284138834,1.5447211627972028,-0.4705192578212344,8289
"Padres",135,12.070964592972793,8.327812416488536,5.539528280372135,1.6297618910413114,1.158522245075092,3.7431521764842444,-0.910519388123615,3.524362920217154,1.1293086443907039,8218
"Blue Jays",141,11.621675926397044,-0.8295219419741551,0.3251208475178817,0.25940792590088696,-1.414050715392922,12.451197868371205,8.742826577181088,3.030374543395646,0.6779967477944684,8273
"D-backs",109,8.881273084206978,7.487974822438671,10.535573778753427,-1.8182117231285593,-1.2293872331862121,1.3932982617683098,0.2804602649729443,0.5940677700089041,0.518770226786459,7847
"Braves",144,7.681109133445933,11.340627539873672,10.930646652047358,0.5804067955163618,-0.17042590769005306,-3.659518406427751,-1.472439847656492,-2.992046150621622,0.8049675918503642,7972
"Astros",117,7.49705622033546,8.110119471552114,3.9739036610626055,0.9963947440837696,3.139821066405734,-0.6130632512166541,-0.19628405809404537,0.5697016773605044,-0.9864808704831147,8752
"Yankees",147,4.000778317370481,0.1403284524057514,-0.27279805464183976,1.5950385067013781,-1.1819119996537892,3.8604498649647345,3.553376219317904,-0.7246143429824736,1.0316879886293049,8075
"Royals",118,3.913587153207164,5.057644904411821,2.46807715512838,1.6001636634005036,0.9894040858829335,-1.1440577512046604,-2.0952763880486263,2.2754397717114427,-1.3242211348674764,8306
"Guardians",114,3.851330720290804,5.8287048782531095,2.67852654987798,2.905458672109263,0.2447196562658671,-1.9773741579623025,0.9671000874554938,-1.5555154518575869,-1.3889587935602112,8576
"Giants",137,3.639140036256115,-2.593137593899841,-3.6090721469287836,-0.7143064529480185,1.7302410059769637,6.232277630155943,4.841566248023553,2.1978027300303777,-0.8070913478979912,8282
"Reds",113,3.386495541031924,3.021069989407553,7.22066951947026,-5.9773711907958464,1.7777716607331417,0.36542555162436896,-2.4237005823136966,0.11897437171327885,2.6701517622247866,8405
"Phillies",143,1.2993314463255379,-10.211883478806326,-9.407220406908221,1.2246406184278917,-2.0293036903259924,11.511214925131856,6.316204573632821,4.369668500896237,0.825341850602787,8327
"White Sox",145,-1.9808273186832692,4.259787400879439,0.5930910240736055,0.3125536749485395,3.354142701857296,-6.2406147195627195,-3.4166412809272293,-0.13821384774504286,-2.685759590890447,8430
"Twins",142,-2.294205808988974,-5.252525175768028,-6.105394212343926,0.4792188893381818,0.3736501472377112,2.9583193667790493,4.541954950469775,-2.3070608090729445,0.7234252253822178,8236
"Nationals",120,-3.1577334599877513,-5.026013921244199,-7.838557125157509,2.6011378735003876,0.21140533041291,1.868280461256456,4.152219802369996,-1.5295287997484412,-0.7544105413650997,8886
"Pirates",134,-3.4850761156776566,-2.720004207175961,-0.40317288810381186,-1.536668697830288,-0.7801626212418598,-0.765071908501699,-1.1530411158516296,0.8276389075831418,-0.4396697002332103,8335
"Rangers",140,-3.485635017070956,1.613146512608174,3.2698508473248538,0.017130549160198905,-1.6738348838768868,-5.098781529679121,-4.890772692282373,-0.3530188440022771,0.14501000660552757,7827
"Rockies",115,-3.608413219452453,-0.6910634743235768,-1.1410726139572223,-1.7303467926324854,2.1803559322661332,-2.9173497451288792,-1.9751218911004358,-0.8558195504941979,-0.08640830353424525,8482
"Mets",121,-4.6194445720997726,-6.221612129764014,-6.481563859453821,0.6796020775651308,-0.41965034787533245,1.6021675576642485,0.26171555140499203,1.7110252707788105,-0.37057326451955536,8372
"Athletics",133,-4.688088159138973,-2.832034739691217,-3.239672366860163,0.7938860823791644,-0.3862484552102224,-1.8560534194477611,-4.093862398370343,0.5026250259383256,1.7351839529842519,8485
"Brewers",158,-5.6599085050583495,-5.62683010771963,-1.4081410532000431,-4.71168732543941,0.49299827091981935,-0.03307839733872092,-2.6663399074950807,3.944735654893969,-1.3114741447376121,7708
"Marlins",146,-6.2175190556518976,-2.8548657645215942,-0.3284929234418189,-3.3289457984554405,0.8025729573756608,-3.3626532911303055,-2.1564145888944886,0.663188065280756,-1.8694267675165746,8313
"Rays",139,-6.67144995206589,-6.363212020027733,-6.173415528392433,0.047697581219557306,-0.23749407285487067,-0.3082379320381693,2.0203951237909217,-1.7380008092729484,-0.5906322465561433,7667
"Orioles",110,-9.327781112726605,-14.31943571296787,-10.713403913996999,-2.778190821898092,-0.8278409770727799,4.9916546002412545,2.507070793532541,2.6815881301488163,-0.197004323440102,8527
"Tigers",116,-10.96460323364653,-16.55101068216039,-15.871335570786854,-4.228776639461542,3.5491015280879976,5.5864074485138575,2.9786866452695313,0.9328936840777188,1.674827119166608,8069
"Angels",108,-16.015697847426228,-9.914443870896745,-11.389700163325921,0.011172724235892021,1.4640835681932642,-6.101253976529498,-5.611818060198106,0.3039449424374853,-0.7933808587688799,8775
"Mariners",136,-16.038534467064284,-17.574662120749117,-16.23168555239739,-1.4080411830154618,0.06506461466371598,1.5361276536848314,-1.217295257480045,0.5076571173432499,2.2457657938216227,8263
