"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Pirates","PIT","2026","1632","1059",0.249,0.247,0.0020000000000000018,0.39,0.404,-0.014000000000000012,0.327,0.328,-0.0010000000000000009
"Guardians","CLE","2026","1625","1103",0.229,0.241,-0.011999999999999983,0.367,0.374,-0.007000000000000006,0.312,0.316,-0.0040000000000000036
"Cubs","CHC","2026","1621","1083",0.252,0.248,0.0040000000000000036,0.417,0.416,0.0010000000000000009,0.341,0.335,0.006000000000000005
"Astros","HOU","2026","1611","1111",0.258,0.259,-0.0010000000000000009,0.425,0.432,-0.007000000000000006,0.336,0.336,0
"Angels","LAA","2026","1601","1008",0.233,0.231,0.0020000000000000018,0.387,0.395,-0.008000000000000007,0.318,0.318,0
"Nationals","WSH","2026","1586","1067",0.242,0.251,-0.009000000000000008,0.399,0.411,-0.011999999999999955,0.322,0.327,-0.0050000000000000044
"Yankees","NYY","2026","1586","1014",0.237,0.248,-0.01100000000000001,0.44,0.454,-0.014000000000000012,0.34,0.347,-0.006999999999999951
"Mariners","SEA","2026","1579","1009",0.229,0.238,-0.00899999999999998,0.376,0.404,-0.028000000000000025,0.313,0.325,-0.01200000000000001
"Twins","MIN","2026","1576","1034",0.237,0.231,0.005999999999999978,0.383,0.383,0,0.319,0.315,0.0040000000000000036
"Orioles","BAL","2026","1575","1006",0.23,0.238,-0.00799999999999998,0.38,0.389,-0.009000000000000008,0.315,0.318,-0.0030000000000000027
"Braves","ATL","2026","1574","1108",0.27,0.261,0.009000000000000008,0.45,0.454,-0.0040000000000000036,0.346,0.341,0.004999999999999949
"Dodgers","LAD","2026","1573","1073",0.265,0.267,-0.0020000000000000018,0.434,0.454,-0.020000000000000018,0.344,0.35,-0.006000000000000005
"Rockies","COL","2026","1554","1008",0.25,0.239,0.01100000000000001,0.399,0.384,0.015000000000000013,0.322,0.307,0.015000000000000013
"Phillies","PHI","2026","1551","1087",0.237,0.248,-0.01100000000000001,0.396,0.402,-0.006000000000000005,0.312,0.316,-0.0040000000000000036
"Athletics","ATH","2026","1545","1033",0.249,0.251,-0.0020000000000000018,0.4,0.407,-0.006999999999999951,0.324,0.323,0.0010000000000000009
"Tigers","DET","2026","1544","1030",0.242,0.254,-0.01200000000000001,0.39,0.437,-0.046999999999999986,0.321,0.339,-0.018000000000000016
"Reds","CIN","2026","1542","993",0.219,0.243,-0.023999999999999994,0.381,0.428,-0.046999999999999986,0.309,0.333,-0.02400000000000002
"Marlins","MIA","2026","1537","1036",0.248,0.239,0.009000000000000008,0.378,0.367,0.01100000000000001,0.318,0.309,0.009000000000000008
"Cardinals","STL","2026","1535","1026",0.235,0.241,-0.006000000000000005,0.388,0.414,-0.025999999999999968,0.316,0.325,-0.009000000000000008
"Blue Jays","TOR","2026","1533","1124",0.249,0.253,-0.0040000000000000036,0.38,0.389,-0.009000000000000008,0.309,0.31,-0.0010000000000000009
"Royals","KC","2026","1533","1031",0.241,0.24,0.0010000000000000009,0.391,0.39,0.0010000000000000009,0.317,0.316,0.0010000000000000009
"White Sox","CWS","2026","1527","969",0.231,0.241,-0.009999999999999981,0.391,0.416,-0.024999999999999967,0.319,0.329,-0.010000000000000009
"Rangers","TEX","2026","1526","1003",0.232,0.24,-0.00799999999999998,0.365,0.385,-0.020000000000000018,0.306,0.314,-0.008000000000000007
"Rays","TB","2026","1513","1084",0.256,0.246,0.010000000000000009,0.376,0.362,0.014000000000000012,0.317,0.304,0.013000000000000012
"Red Sox","BOS","2026","1508","1011",0.235,0.238,-0.0030000000000000027,0.353,0.372,-0.019000000000000017,0.303,0.31,-0.007000000000000006
"Giants","SF","2026","1502","1084",0.244,0.247,-0.0030000000000000027,0.364,0.374,-0.010000000000000009,0.292,0.294,-0.0020000000000000018
"Brewers","MIL","2026","1479","991",0.24,0.236,0.0040000000000000036,0.353,0.375,-0.02200000000000002,0.311,0.315,-0.0040000000000000036
"Mets","NYM","2026","1474","1037",0.222,0.244,-0.021999999999999992,0.341,0.403,-0.062,0.283,0.311,-0.028000000000000025
"Padres","SD","2026","1470","994",0.223,0.245,-0.021999999999999992,0.37,0.404,-0.03400000000000003,0.298,0.319,-0.02100000000000002
"D-backs","AZ","2026","1459","1019",0.235,0.242,-0.007000000000000006,0.389,0.382,0.007000000000000006,0.306,0.304,0.0020000000000000018
