"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","tot_plays"
"Cubs",112,62.169049282038664,61.399928301809275,49.42101711993888,11.361221830281162,0.6176893515892523,0.7691209802293825,1.7169980241261087,-1.6274375702397852,0.6795605263430596,18620
"Blue Jays",141,35.796609875658255,10.021648947773068,7.995999927724681,3.307019387009641,-1.2813703669612455,25.7749609278852,16.498719398601835,5.1949094817837365,4.081332047499635,19335
"Cardinals",138,31.633580204278545,29.295099526787876,22.74477623832466,-3.2515221024031478,9.801845390866383,2.3384806774906477,5.487673952575942,-1.619497271644419,-1.5296960034408738,19255
"D-backs",109,25.61862639654278,24.575441465289842,25.627602039514528,-4.573952786165539,3.521792211940859,1.0431849312529367,0.04304321618220158,-0.25791038938236027,1.2580521044530972,18226
"Padres",135,18.19757909026647,17.282417217612856,6.539047612342734,8.147288076607419,2.5960815286626953,0.9151618726536093,-5.379887139233802,5.509284121639955,0.7857648902474593,19025
"Dodgers",119,15.270439144310693,21.555332521885713,16.946170301427145,4.0153391640492675,0.5938230564092756,-6.284893377574986,-4.755625512370323,-0.7629827099695118,-0.7662851552351496,18413
"Red Sox",111,13.602280999304915,17.61819011047404,11.286552127410705,5.443019554076969,0.8886184289863835,-4.015909111169144,-2.613372852507982,-2.504995153264903,1.1024588946037406,17632
"Guardians",114,11.691843398177511,15.258498692102433,11.556727021478908,4.012537839217815,-0.31076616859429784,-3.5666552939249367,2.0678294728465856,-1.9873227037871672,-3.6471620629843486,18774
"Yankees",147,10.254271585115774,-0.7386268470068991,0.40212755767798003,0.7889288288878524,-1.9296832335727299,10.992898432122669,10.49611698864345,-1.428436884145162,1.9252183276243837,18338
"Braves",144,9.310458793569168,12.566094847105452,8.612833991785989,5.449131894435836,-1.4958710391163539,-3.255636053536292,1.0222596936211392,-5.07412561535118,0.7962298681937493,18472
"Marlins",146,7.030200638434742,2.8553238761385367,5.381442239057277,-4.898676830892352,2.3725584679735943,4.174876762296219,0.17209048587786827,4.439679481442318,-0.4368932050239614,18446
"White Sox",145,6.963689576172132,15.393087024661291,9.305114222240242,-0.7670960658045001,6.855068868225535,-8.429397448489148,-4.788559001417611,0.11627071058109438,-3.7571091576526237,19094
"Rays",139,4.601753891599912,1.6209023623426093,-1.0231837679713238,-0.24122296620511663,2.885309096519024,2.9808515292573183,4.563174407626206,-0.7245047406469746,-0.8578181377219178,17728
"Royals",118,2.7114092859701486,6.435131013423041,4.4782262062752,3.11075535945551,-1.1538505523076394,-3.7237217274529213,-3.0012864917682394,2.6813929991186436,-3.4038282348033255,18934
"Brewers",158,0.21341018550366952,5.346195288165671,6.273980870085325,-5.448127420283852,4.520341838364201,-5.132785102662009,-5.962103053947068,3.47947162016769,-2.6501536688826275,18450
"Nationals",120,0.21174009910487257,-2.547091104268663,-9.600950156727963,1.404687143082464,5.649171909376817,2.7588312033735427,5.31755229087337,-1.869295820694901,-0.6894252668049221,19524
"Giants",137,0.1158149435396938,-7.567092189985023,-9.294100242496196,-1.0017026560261861,2.728710708537357,7.6829071335247265,6.367780622613213,3.062883492565735,-1.7477569816542127,18725
"Astros",117,-2.7118969317570225,-1.7729658032832019,0.23772085759727934,-1.586293371428827,-0.42439328945165683,-0.9389311284738113,2.789778415894544,-1.6793967446994236,-2.0493127996689293,19438
"Phillies",143,-6.177111775067721,-15.917824679708982,-7.152602586479654,-3.3541454915967903,-5.411076601632542,9.740712904641224,3.4443336834504805,5.654209588872545,0.6421696323181991,19150
"Mets",121,-6.572663594422395,-13.475492172957805,-13.541728060313494,4.074462217244466,-4.008226329888799,6.902828578535422,4.02031638628476,3.2828595701109338,-0.40034737786026187,19110
"Rangers",140,-7.121504148558417,-0.9215715064897,6.868179959279215,-5.264506068370606,-2.525245397398312,-6.199932642068717,-4.841521604409026,-2.117801803160786,0.7593907655011047,18355
"Reds",113,-7.2986313691627505,-4.839382114273775,3.7628137670734834,-7.6800166949369,-0.9221791864103646,-2.459249254888976,-5.752596341485657,-1.2317198678336794,4.525066954430359,19507
"Orioles",110,-11.86440023993439,-15.462981587296795,-12.631604630577314,-0.8152234959232459,-2.016153460796213,3.5985813473623853,-1.9768052955294744,3.359615973421791,2.2157706694700656,18629
"Tigers",116,-12.3973762230462,-20.950524635406946,-18.643928557109874,-6.321633225982561,4.015037147685488,8.553148412360743,4.573138051352712,2.118850703283491,1.8611596577245453,18092
"Rockies",115,-15.629358998043854,-7.853427303713539,-7.157125850438966,-1.5688925684858197,0.8725911152112491,-7.775931694330325,-4.581163938029289,-2.8230005830667158,-0.3717671732343174,19095
"Pirates",134,-22.459326072467636,-20.381167971062016,-17.48469316861619,-4.486866057750282,1.5903912553044728,-2.078158101405627,-1.161728539216452,-0.17632290951904406,-0.7401066526701289,19597
"Twins",142,-23.48171735095733,-18.3260867726376,-15.910742188663468,-2.0763716365691995,-0.33897294740494305,-5.155630578319751,0.07558152600794689,-6.142451766608493,0.9112396622807961,19233
"Athletics",133,-34.42188509600462,-29.032313019219508,-28.691515553024995,0.44724735518688025,-0.7880448213813969,-5.389572076785117,-6.474866705879297,1.571668261212019,-0.48637363211783746,19787
"Angels",108,-35.256913331168974,-18.904539622209434,-21.317935782453517,1.6294286089183536,0.7839675513257314,-16.35237370895953,-12.333499259090647,-1.1575554258171732,-2.861319024051705,19711
"Mariners",136,-37.112910571841354,-32.61096662338569,-33.628721200700184,-0.3069742449497622,1.3247288222642957,-4.501943948455646,-5.027518190722281,-2.1200940180581402,2.6456682603247756,18057
