"team","team_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Astros","HOU","2026","1516","950",0.267,0.243,0.02400000000000002,0.448,0.4,0.04799999999999999,0.368,0.34,0.02799999999999997
"Nationals","WSH","2026","1492","1047",0.254,0.259,-0.0050000000000000044,0.422,0.452,-0.030000000000000027,0.336,0.348,-0.011999999999999955
"Angels","LAA","2026","1480","949",0.241,0.236,0.0050000000000000044,0.379,0.384,-0.0050000000000000044,0.323,0.321,0.0020000000000000018
"Reds","CIN","2026","1470","986",0.254,0.263,-0.009000000000000008,0.412,0.44,-0.028000000000000025,0.342,0.354,-0.011999999999999955
"Orioles","BAL","2026","1451","993",0.271,0.258,0.013000000000000012,0.45,0.422,0.028000000000000025,0.35,0.333,0.01699999999999996
"Phillies","PHI","2026","1448","967",0.272,0.239,0.03300000000000003,0.406,0.371,0.03500000000000003,0.331,0.301,0.030000000000000027
"Rockies","COL","2026","1427","1005",0.269,0.267,0.0020000000000000018,0.452,0.456,-0.0040000000000000036,0.346,0.344,0.0020000000000000018
"Athletics","ATH","2026","1424","965",0.256,0.242,0.014000000000000012,0.423,0.401,0.021999999999999964,0.342,0.329,0.013000000000000012
"Pirates","PIT","2026","1419","917",0.219,0.232,-0.013000000000000012,0.346,0.364,-0.018000000000000016,0.295,0.304,-0.009000000000000008
"Cardinals","STL","2026","1416","1008",0.263,0.273,-0.010000000000000009,0.405,0.448,-0.04299999999999998,0.336,0.352,-0.01599999999999996
"White Sox","CWS","2026","1416","948",0.242,0.251,-0.009000000000000008,0.401,0.405,-0.0040000000000000036,0.328,0.332,-0.0040000000000000036
"Tigers","DET","2026","1414","942",0.241,0.239,0.0020000000000000018,0.378,0.373,0.0050000000000000044,0.314,0.31,0.0040000000000000036
"Twins","MIN","2026","1413","976",0.254,0.249,0.0050000000000000044,0.415,0.408,0.007000000000000006,0.334,0.328,0.006000000000000005
"Mariners","SEA","2026","1408","975",0.255,0.253,0.0020000000000000018,0.396,0.416,-0.019999999999999962,0.315,0.319,-0.0040000000000000036
"Guardians","CLE","2026","1405","921",0.233,0.237,-0.003999999999999976,0.394,0.405,-0.01100000000000001,0.314,0.316,-0.0020000000000000018
"Braves","ATL","2026","1399","918",0.215,0.226,-0.01100000000000001,0.353,0.371,-0.018000000000000016,0.294,0.303,-0.009000000000000008
"Marlins","MIA","2026","1392","925",0.222,0.233,-0.01100000000000001,0.355,0.385,-0.030000000000000027,0.3,0.312,-0.01200000000000001
"Blue Jays","TOR","2026","1388","924",0.249,0.244,0.0050000000000000044,0.382,0.385,-0.0030000000000000027,0.312,0.309,0.0030000000000000027
"Red Sox","BOS","2026","1387","948",0.244,0.259,-0.015000000000000013,0.4,0.448,-0.04799999999999999,0.321,0.343,-0.02200000000000002
"Royals","KC","2026","1386","912",0.236,0.248,-0.01200000000000001,0.406,0.429,-0.022999999999999965,0.326,0.335,-0.009000000000000008
"Giants","SF","2026","1379","938",0.236,0.244,-0.008000000000000007,0.386,0.39,-0.0040000000000000036,0.314,0.316,-0.0020000000000000018
"Mets","NYM","2026","1375","899",0.235,0.242,-0.007000000000000006,0.365,0.366,-0.0010000000000000009,0.303,0.305,-0.0020000000000000018
"Cubs","CHC","2026","1371","943",0.228,0.244,-0.015999999999999986,0.378,0.409,-0.030999999999999972,0.301,0.317,-0.016000000000000014
"Rays","TB","2026","1354","950",0.221,0.254,-0.033,0.367,0.431,-0.064,0.291,0.327,-0.03600000000000003
"Yankees","NYY","2026","1354","904",0.222,0.232,-0.010000000000000009,0.34,0.362,-0.021999999999999964,0.286,0.296,-0.010000000000000009
"Padres","SD","2026","1348","896",0.239,0.229,0.009999999999999981,0.379,0.37,0.009000000000000008,0.312,0.302,0.010000000000000009
"D-backs","AZ","2026","1335","944",0.254,0.262,-0.008000000000000007,0.43,0.462,-0.03200000000000003,0.334,0.346,-0.011999999999999955
"Dodgers","LAD","2026","1318","870",0.21,0.235,-0.024999999999999994,0.347,0.387,-0.040000000000000036,0.283,0.305,-0.02200000000000002
"Rangers","TEX","2026","1317","881",0.231,0.245,-0.013999999999999985,0.376,0.416,-0.03999999999999998,0.303,0.32,-0.017000000000000015
"Brewers","MIL","2026","1298","833",0.231,0.236,-0.004999999999999977,0.357,0.363,-0.006000000000000005,0.303,0.303,0
