"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","fielding_runs_prevented_on_rec1b","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Lopez, Nicky",670032,-0.10610341112143197,-0.10610341112143197,0.1307479334982575,-0.015242797590851112,-0.22160854702883873,,,,,,1563,0,0,1062,12,468,15,0,3
"Laureano, Ramón",657656,-0.2203338857694546,-0.2203338857694546,-0.281367667797677,0.06103378202822249,,,,,,,1254,0,0,0,0,0,1125,0,129
"Bichette, Bo",666182,-0.26749254326132094,-0.26749254326132094,-0.1196006907781565,0.07542348911346389,-0.22331534159662933,,,,,,3224,0,0,3,2047,1174,0,0,0
"Gelof, Zack",680869,-0.28274793291310985,-0.28274793291310985,-0.007539774767091184,-0.46449204190112253,0.18928388375510358,,,,,,1756,0,0,260,1028,0,163,248,57
"Clemens, Kody",665019,-0.2861425948110748,-0.2861425948110748,2.722445134549133,-1.6089643089431218,-0.252621393375418,-1.1470020270416703,,,,,2786,0,1069,999,0,0,178,147,393
"Church, Nathan",701675,-0.3677260121122635,-0.3677260121122635,0.6558296848163151,-1.0235556969285775,,,,,,,2429,0,0,0,0,0,759,1601,69
"Rodríguez, Julio",677594,-0.46497146098457864,-0.46497146098457864,-1.401737184556043,0.9367657235714671,,,,,,,2817,0,0,0,0,0,0,2817,0
"Valdez, Esmerlyn",699013,-0.4804338537617838,-0.4804338537617838,2.7509417899070905,-3.2354177927523255,,0.0040421490834496865,,,,,1372,0,3,0,0,0,147,0,1222
"Alonso, Pete",624413,-0.4961369647884364,-0.4961369647884364,1.3736148514059296,,0.5481466103848864,-2.4178984265792516,,,,,3055,0,3055,0,0,0,0,0,0
"Triolo, Jared",669707,-0.6403799681482445,-0.6403799681482445,-1.5105799459027338,-0.20967516288596064,1.0267698977526571,0.05310524288779289,,,,,2012,0,69,0,498,1376,0,3,66
"Baldwin, Drake",686948,-0.7078670002735494,,,,,,-0.7078670002735494,1.701858259493847,-2.6330506003318903,0.2233253405644946,1724,1724,0,0,0,0,0,0,0
"Moniak, Mickey",666160,-0.7571017038638737,-0.7571017038638737,-1.181270231076613,0.4241685272127394,,,,,,,1288,0,0,0,0,0,949,141,198
"Crawford, Justin",702222,-0.804934663025654,-0.804934663025654,-0.6406857700722274,-0.1642488929534257,,,,,,,2672,0,0,0,0,0,0,2672,0
"Seager, Corey",608369,-0.811289230303575,-0.811289230303575,-0.02273822578018128,,-0.7885510045233948,,,,,,1652,0,0,0,0,1652,0,0,0
"Ruiz, Esteury",665923,-0.8335849561377152,-0.8335849561377152,0.7494911018547368,-1.5830760579924523,,,,,,,1233,0,0,0,0,0,378,384,471
"Tawa, Tim",694374,-0.8389634598060581,-0.8389634598060581,1.295586125376748,-0.86812119818048,0.17174007244157402,-1.4381684594438977,,,,,1432,0,627,11,96,0,421,277,0
"Edwards, Xavier",669364,-0.8486803193663922,-0.8486803193663922,-1.6593710364915344,,0.8106907171251406,,,,,,3174,0,0,3174,0,0,0,0,0
"Smith, Will",669257,-0.8491895260708786,,,,,,-0.8491895260708786,-1.2534811409506672,-0.34650675250082075,0.7507983673806083,1179,1179,0,0,0,0,0,0,0
"Keith, Colt",690993,-0.911965626072843,-0.911965626072843,-0.22131974261240833,,0.6707382571696878,-1.3613841406301221,,,,,1421,0,195,0,1226,0,0,0,0
"Amaya, Miguel",665804,-0.9127101213100445,-0.5589739682355548,,,,-0.5589739682355548,-0.3537361530744899,0.04197822766601858,0.26781479525459934,-0.6635291759951077,1360,1354,6,0,0,0,0,0,0
"Collins, Isaac",686555,-0.9285222493213364,-0.9285222493213364,-2.245158260723196,1.3166360114018587,,,,,,,2723,0,0,7,0,0,2716,0,0
"Jackson, Jeremiah",669236,-0.9735845857086889,-0.9735845857086889,-1.2051701066240985,0.7081035141328319,-0.47651799321742133,,,,,,1575,0,0,1464,3,0,87,0,21
"Bazzana, Travis",683953,-1.0164985262832062,-1.0164985262832062,-1.1174452647848967,0.3689895376436552,-0.26804279914196355,,,,,,2302,0,0,2302,0,0,0,0,0
"Fortes, Nick",663743,-1.028252023154596,,,,,,-1.028252023154596,-0.8313635103522085,0.07305260907671107,-0.269941121879099,1847,1847,0,0,0,0,0,0,0
"Bleday, JJ",668709,-1.031512154134714,-1.031512154134714,-0.5265089907562506,-0.5050031633784638,,,,,,,2331,0,0,0,0,0,2259,0,72
"Stowers, Kyle",669065,-1.0825888301030862,-1.0825888301030862,-1.1618099192911016,-0.10731348042295558,-0.7036341524645877,0.8901687220755583,,,,,2142,0,1128,0,0,0,708,0,306
"Murakami, Munetaka",808959,-1.1137542307261474,-1.1137542307261474,0.06150498533914453,,0.7153001302174284,-1.8905593462827204,,,,,2178,0,2178,0,0,0,0,0,0
"Aranda, Jonathan",666018,-1.1202488367050192,-1.1202488367050192,-0.4887996435419155,0.9980630807259488,1.2202393130611748,-2.8497515869502266,,,,,3069,0,3069,0,0,0,0,0,0
"Alvarez, Francisco",682626,-1.2175495857875387,,,,,,-1.2175495857875387,0.011120771491379935,0.5508182961363847,-1.7794886534153012,1624,1624,0,0,0,0,0,0,0
"Baty, Brett",683146,-1.2253006666157615,-1.2253006666157615,-1.4350660598006022,0.1192641613367451,0.15673998839865746,-0.06623875655056202,,,,,2583,0,287,483,1258,3,78,0,474
"Judge, Aaron",592450,-1.2332037880474729,-1.2332037880474729,-1.7654756577017978,0.5322718696543254,,,,,,,1375,0,0,0,0,0,0,0,1375
"Myers, Dane",667472,-1.2653824882336686,-1.2653824882336686,0.722669822300519,-1.9880523105341883,,,,,,,1432,0,0,0,0,0,0,1432,0
"Ward, Taylor",621493,-1.4423222098684088,-1.4423222098684088,-1.4238033202374911,-0.018518889630918984,,,,,,,2511,0,0,0,0,0,2379,0,132
"O'Neill, Tyler",641933,-1.4573936378028336,-1.4573936378028336,-2.2633194419019746,0.8059258040991394,,,,,,,1346,0,0,0,0,0,0,0,1346
"Larnach, Trevor",663616,-1.4625221950209184,-1.4625221950209184,-3.4743559012076197,2.0118337061867004,,,,,,,2100,0,0,0,0,0,2100,0,0
"Trammell, Taylor",666211,-1.5358211677424858,-1.5358211677424858,-0.4277741180898141,-1.1080470496526726,,,,,,,1348,0,0,0,0,0,624,616,108
"Grissom, Vaughn",687093,-1.603695419140672,-1.603695419140672,-3.1764555952442515,,0.5575715869980922,1.015188589105487,,,,,1878,0,513,840,525,0,0,0,0
"Steer, Spencer",668715,-1.6454172156361195,-1.6454172156361195,-1.6439227189774452,-0.9913008510350984,-0.10126649978309249,1.091072854159518,,,,,2436,0,796,345,12,0,603,45,635
"Hedges, Austin",595978,-1.6623815377758873,,,,,,-1.6623815377758873,2.093858834875181,-2.2434566942305283,-1.5127836784205375,1426,1418,0,0,0,0,0,0,0
"Jeffers, Ryan",680777,-1.6970436275843466,,,,,,-1.6970436275843466,0.1877493327170046,-2.496205427840864,0.6114124675395147,1379,1379,0,0,0,0,0,0,0
"Peña, Jeremy",665161,-1.7740777789312998,-1.7740777789312998,-0.6777943556135066,0.12530091561050305,-1.221584338928296,,,,,,1905,0,0,0,0,1905,0,0,0
"Trout, Mike",545361,-1.814212747471565,-1.814212747471565,-2.844889823523634,1.030677076052067,,,,,,,2330,0,0,0,0,0,0,2330,0
"Taveras, Leody",665750,-1.8173274246863722,-1.8173274246863722,-2.556489330729807,0.7391619060434282,,,,,,,2538,0,0,0,15,0,24,1732,767
"Riley, Austin",663586,-1.8301718954692405,-1.8301718954692405,-1.360902209920793,-0.04204698874947568,-0.4272226967989714,,,,,,3291,0,0,0,3291,0,0,0,0
"Yastrzemski, Mike",573262,-1.9007512214405164,-1.9007512214405164,-2.4305597244171837,0.529808502976667,,,,,,,2093,0,0,0,0,0,1172,6,915
"Manzardo, Kyle",700932,-1.9669906106023924,-1.9669906106023924,-3.7337313876342244,,-0.5175566429438437,2.284297419975675,,,,,1837,0,1837,0,0,0,0,0,0
"Lindor, Francisco",596019,-1.9932433430370686,-1.9932433430370686,-2.315254572316775,1.1237569540238563,-0.8017457247441504,,,,,,1813,0,0,0,0,1813,0,0,0
"Rengifo, Luis",650859,-2.024511546057631,-2.024511546057631,-2.06351546065458,-0.3658261369909944,0.39658023324399805,0.008249818343945392,,,,,1807,0,46,75,1287,0,399,0,0
"Mayer, Marcelo",691785,-2.0506017769768854,-2.0506017769768854,-0.3785533551060257,,-1.6720484218708587,,,,,,1564,0,0,1027,0,537,0,0,0
"Lewis, Royce",668904,-2.055538566801958,-2.055538566801958,-2.4727967755770353,0.08073350581016112,-0.18919351891392652,0.5257182218788414,,,,,2440,0,1289,263,888,0,0,0,0
"Contreras, William",661388,-2.090822613537128,,,,,,-2.090822613537128,-4.1640427319954405,3.521266694573942,-1.448046576115629,2587,2587,0,0,0,0,0,0,0
"Stewart, Sal",701398,-2.1030009571572976,-2.1030009571572976,0.6384878805100724,,-0.17841594285517057,-2.5630728948121995,,,,,3031,0,1967,144,920,0,0,0,0
"Cronenworth, Jake",630105,-2.1334721327152346,-2.1334721327152346,-2.301351554979651,0.17780057954080608,-0.02854787615917101,0.018626718882781057,,,,,1866,0,84,1728,27,27,0,0,0
"Cruz, Oneil",665833,-2.3187844716906048,-2.3187844716906048,-2.387926791279401,0.06914231958879402,,,,,,,1565,0,0,0,0,0,0,1565,0
"Frelick, Sal",686217,-2.3993644538685186,-2.3993644538685186,0.32493359462648835,-2.7242980484950063,,,,,,,2033,0,0,0,0,0,0,0,2033
"House, Brady",691781,-2.425122549773991,-2.425122549773991,-2.178582573090518,,-0.24033306943947494,-0.006206907243998194,,,,,1288,0,12,0,1276,0,0,0,0
"Goodman, Hunter",696100,-2.432931888179992,,,,,,-2.432931888179992,-0.4993910747504239,-1.4624630030967085,-0.4710778103328546,1957,1957,0,0,0,0,0,0,0
"Walls, Taylor",670764,-2.4652854397797,-2.4652854397797,-2.5484504579543015,0.17689066900242165,-0.09372565082782117,,,,,,2603,0,0,0,0,2603,0,0,0
"Clement, Ernie",676391,-2.5487965595166586,-2.5487965595166586,-2.544682869090145,,-0.0041136904265132584,,,,,,3172,0,0,2406,266,492,8,0,0
"Vilade, Ryan",668723,-2.669280776314182,-2.669280776314182,-2.5482056086716818,0.024013160187136402,-0.2597666129323135,0.11467828510267725,,,,,1269,0,276,72,0,0,261,0,660
"O'Hearn, Ryan",656811,-2.699269923533425,-2.699269923533425,-3.066948286334585,-1.2234474753744353,0.7531667349199194,0.8379591032556746,,,,,1928,0,922,0,0,0,0,0,1006
"Smith, Josh",669701,-2.747515077417497,-2.747515077417497,-1.8193053052478039,0.2650958636769409,-1.1925207467536911,-0.0007848890929404509,,,,,1231,0,27,872,275,0,57,0,0
"Johnston, Troy",687859,-2.7509771088347175,-2.7509771088347175,-1.5261967242082772,-0.45625264163922546,-0.031444175638482286,-0.7370835673487328,,,,,1889,0,375,0,0,0,506,0,1005
"Mayo, Coby",691723,-2.7610679165381278,-2.7610679165381278,-2.660509606033819,,0.019997695221629808,-0.12055600572593805,,,,,1700,0,201,0,1499,0,0,0,0
"Young, Cole",702284,-2.761551679026286,-2.761551679026286,-3.4594969611817503,0.4917232448803349,0.20622203727512967,,,,,,3333,0,0,3252,0,81,0,0,0
"Palacios, Richie",680700,-2.790361556209218,-2.790361556209218,-3.9795871872917816,0.23995746436741194,0.9492681667151515,,,,,,2042,0,0,1982,30,0,24,0,6
"Fermín, José",665877,-2.806577278841072,-2.806577278841072,-0.6592098555595732,-2.356073070848485,0.1978289178253161,0.010876729741676028,,,,,1589,0,21,126,576,39,548,246,33
"Emerson, Colt",806068,-2.8788854172942986,-2.8788854172942986,-3.260576565395618,0.010722229818698102,0.37096891828262296,,,,,,1764,0,0,0,387,1377,0,0,0
"Holliday, Jackson",702616,-2.9266574172616275,-2.9266574172616275,-0.9675493164737528,,-1.9591081007878757,,,,,,1754,0,0,1643,33,78,0,0,0
"Vargas, Miguel",678246,-2.9471960757647997,-2.9471960757647997,-4.143312802024064,0.07751144048553184,1.2985024094352855,-0.1798971236615546,,,,,3102,0,527,0,2575,0,0,0,0
"Julien, Edouard",666397,-3.0916914697807534,-3.0916914697807534,-3.367814727633993,-0.03646937274847158,0.22491008723656017,0.0876825433651523,,,,,1528,0,126,1402,0,0,0,0,0
"Loftin, Nick",679845,-3.143101615603906,-3.143101615603906,-4.022085162772404,-0.16181498914223347,1.0407985363107308,,,,,,1989,0,18,564,1282,21,45,0,59
"Soto, Juan",665742,-3.205699399993822,-3.205699399993822,-1.3784853757558881,-1.8272140242379333,,,,,,,1317,0,0,0,0,0,1317,0,0
"Thomas, Lane",657041,-3.248473295237339,-3.248473295237339,-5.781852342502327,2.533379047264988,,,,,,,2076,0,0,0,0,0,360,1376,340
"Grisham, Trent",663757,-3.2955295832191736,-3.2955295832191736,-4.224050830609312,0.9285212473901361,,,,,,,2545,0,0,0,0,0,0,2545,0
"Albies, Ozzie",645277,-3.305924350558443,-3.305924350558443,-1.3879653907044864,0.15356748626176542,-2.071526446115721,,,,,,3339,0,0,3339,0,0,0,0,0
"Ramos, Heliot",671218,-3.314210249772643,-3.314210249772643,-2.7655826256264904,-0.5486276241461523,,,,,,,2194,0,0,0,0,0,2026,0,168
"Williamson, Ben",810938,-3.341266720534712,-3.341266720534712,-2.7847017271454177,0.19338644743023606,-0.7499514408195291,,,,,,1787,0,0,1234,28,510,0,0,0
"Pérez, Wenceel",672761,-3.408038574099023,-3.408038574099023,-2.6131238084493376,-0.7949147656496853,,,,,,,1157,0,0,0,0,0,3,248,906
"McNeil, Jeff",643446,-3.4490860468967255,-3.4490860468967255,-2.743678547330501,0.21396727926286904,-0.6630471345375476,-0.25632764429154525,,,,,2482,0,428,2029,3,0,3,0,19
"Langeliers, Shea",669127,-3.4909922116135177,,,,,,-3.4909922116135177,-4.801969558128591,1.923710519829711,-0.6127331733146387,1902,1902,0,0,0,0,0,0,0
"Sullivan, Brett",664954,-3.5451057811373494,0.009127065991829608,,,,0.009127065991829608,-3.554232847129179,-2.596533843998612,-0.873141228864339,-0.08455777426622776,1196,1160,15,0,0,0,0,0,0
"Higashioka, Kyle",543309,-3.621187315011331,,,,,,-3.621187315011331,-1.6291942191765534,-2.1304915754250975,0.13849847959031752,1173,1164,0,0,0,0,0,0,0
"Reynolds, Bryan",668804,-3.643239420304045,-3.643239420304045,-3.358281578368583,-0.2849578419354631,,,,,,,2642,0,0,0,0,0,2285,0,357
"Okamoto, Kazuma",672960,-3.6729655233961314,-3.6729655233961314,-2.4730221730004445,,-0.8293736138079483,-0.3705697365877386,,,,,3155,0,275,0,2880,0,0,0,0
"Hernández, Teoscar",606192,-3.6753910318595486,-3.6753910318595486,-3.5521249821872156,-0.1232660496723334,,,,,,,2245,0,0,0,0,0,2194,0,51
"Rushing, Dalton",687221,-3.738874197147251,-0.26710681631584676,-0.574081164245888,,,0.3069743479300413,-3.4717673808314053,-2.653465394670909,-0.07068822090995554,-0.7476137652505386,1513,1417,96,0,0,0,0,0,0
"Lee, Brooks",686797,-3.7397856111082106,-3.7397856111082106,-3.659549070631197,0.12677262645882084,-0.2070091669358349,,,,,,3140,0,0,0,1940,1200,0,0,0
"Basallo, Samuel",694212,-3.7449693119815626,-0.5888273839107754,-0.00678267067928328,,,-0.5820447132314921,-3.1561419280707885,-4.283764847703243,0.5912747735503572,0.5363481460820978,1228,1146,82,0,0,0,0,0,0
"Heim, Jonah",641680,-3.8183892343701253,-1.074037780287963,-0.6875345969848495,,,-0.3865031833031133,-2.7443514540821616,0.051232975274007775,-1.1965492713635895,-1.5990351579925794,1375,1261,112,0,2,0,0,0,0
"Sheets, Gavin",657757,-3.829256578198162,-3.829256578198162,-3.53644417008777,-0.8412091525659342,0.522520795116475,0.025875949339068158,,,,,1881,0,996,0,0,0,819,0,66
"Neto, Zach",687263,-3.873431862506141,-3.873431862506141,-5.2588731292054565,0.9365914244137722,0.4488498422855427,,,,,,3172,0,0,0,0,3172,0,0,0
"Jung, Josh",673962,-3.9558861590327017,-3.9558861590327017,-2.25767847861583,,-1.6982076804168718,,,,,,2346,0,0,0,2346,0,0,0,0
"Diaz, Yainer",673237,-3.958410388651332,,,,,,-3.958410388651332,-3.055579171834452,-0.31274731204765194,-0.5900839047692296,1426,1426,0,0,0,0,0,0,0
"Gray, Tristan",656484,-4.170603775348906,-4.170603775348906,-3.267200329882918,0.23900497596179276,-1.1424084214277792,,,,,,1336,0,9,90,405,832,0,0,0
"Herrera, Iván",671056,-4.2672546140265295,,,,,,-4.2672546140265295,-0.962493789043032,-3.2853001219108093,-0.019460703072689534,1194,1194,0,0,0,0,0,0,0
"Griffin, Konnor",804606,-4.2789683921479424,-4.2789683921479424,-4.830142437295299,,0.5511740451473555,,,,,,1463,0,0,0,0,1463,0,0,0
"Devers, Rafael",646240,-4.2999627354770995,-4.2999627354770995,-0.7889185225624795,0.042261611318029337,0.321537362705716,-3.8748431869383655,,,,,2328,0,2328,0,0,0,0,0,0
"Nimmo, Brandon",607043,-4.314172522649514,-4.314172522649514,-2.832118725323455,-1.4820537973260615,,,,,,,2815,0,0,0,0,0,0,3,2812
"Altuve, Jose",514888,-4.37169252720913,-4.37169252720913,-3.0178816423900217,,-1.353810884819108,,,,,,2386,0,0,2386,0,0,0,0,0
"Castro, Willi",650489,-4.57845278146871,-4.57845278146871,-4.872678727067228,0.12038036820747214,-0.10968936798980633,0.28353494538085167,,,,,2603,0,154,1294,678,396,75,6,0
"Rice, Ben",700250,-4.617970695452567,-4.617970695452567,-4.764170131802844,,0.15673084375106014,-0.01053140740078315,,,,,1397,0,1397,0,0,0,0,0,0
"Horwitz, Spencer",687462,-4.72645927575039,-4.72645927575039,-3.1994354210400053,,0.5545714258547119,-2.0815952805650983,,,,,1966,0,1966,0,0,0,0,0,0
"Greene, Riley",682985,-4.831285125668259,-4.831285125668259,-1.4966318516306552,-3.3346532740376036,,,,,,,2762,0,0,0,0,0,2762,0,0
"Freeman, Tyler",671289,-4.9313945807820705,-4.9313945807820705,-6.616367052549231,1.9900668636415388,-0.3050943918743808,,,,,,1493,0,0,198,0,0,0,6,1289
"Alexander, Blaze",677942,-4.983459990034779,-4.983459990034779,-4.716548807679167,-0.6854905778698294,0.41857939551421647,,,,,,1751,0,0,279,953,213,120,126,60
"Vaughn, Andrew",683734,-5.2188435034479586,-5.2188435034479586,-2.477390374381275,,-0.18910896933935423,-2.5523441597273337,,,,,1449,0,1281,0,165,0,0,0,0
"Marsh, Brandon",669016,-5.241788512088429,-5.241788512088429,-1.0043140156834163,-4.237474496405009,,,,,,,3017,0,0,0,0,0,2477,240,300
"Hamilton, David",666152,-5.305422487318678,-5.305422487318678,-5.376434751719354,,0.07101226440067812,,,,,,2181,0,0,177,1285,719,0,0,0
"Acuña Jr., Ronald",660670,-5.358036307050829,-5.358036307050829,-6.638084072299837,1.2800477652490108,,,,,,,1660,0,0,0,0,0,0,0,1660
"Lee, Jung Hoo",808982,-5.52328545728522,-5.52328545728522,-3.9321690553437656,-1.5911164019414572,,,,,,,2902,0,0,0,0,0,0,297,2605
"Caglianone, Jac",695506,-5.595459576390162,-5.595459576390162,-6.175723067914775,1.6436076291710673,-0.2701795617284999,-0.7931645759179554,,,,,2695,0,820,0,0,0,0,0,1875
"Cortes, Carlos",666126,-5.6176499767746275,-5.6176499767746275,-7.146923174097824,1.5292731973231954,,,,,,,1184,0,0,0,0,0,307,0,853
"Semien, Marcus",543760,-5.650495386433582,-5.650495386433582,-4.488134961457624,-0.22152788765024334,-0.9408325373257149,,,,,,2801,0,0,2801,0,0,0,0,0
"Hoskins, Rhys",656555,-5.708633163533569,-5.708633163533569,-5.3517795961915295,,-0.13500480924065636,-0.22184875810138277,,,,,1279,0,1270,0,0,0,9,0,0
"Muncy, Max",691777,-5.800882874169483,-5.800882874169483,-5.031741457629037,-0.021521906199142838,-0.7476195103413057,,,,,,1283,0,0,0,1256,2,25,0,0
"Walker, Jordan",691023,-5.9977636560638725,-5.9977636560638725,-5.702701948766313,-0.29506170729755477,,,,,,,3093,0,0,0,0,0,0,0,3093
"Quero, Edgar",700337,-6.014804858846639,,,,,,-6.014804858846639,-3.9222879751490796,-0.13167363416241246,-1.9608432495351484,1314,1314,0,0,0,0,0,0,0
"Beavers, Dylan",687637,-6.021217788491102,-6.021217788491102,-4.971210355640817,-1.0500074328502838,,,,,,,1248,0,0,0,0,0,507,108,633
"Bohm, Alec",664761,-6.044958166767256,-6.044958166767256,-6.312818915065955,,-0.3162177492438756,0.5840784975425775,,,,,3167,0,474,0,2693,0,0,0,0
"Arozarena, Randy",668227,-6.115967716247044,-6.115967716247044,-4.09918422655547,-2.016783489691576,,,,,,,3018,0,0,0,0,0,3018,0,0
"Marte, Noelvi",682622,-6.121903012461094,-6.121903012461094,-3.916824046134611,-2.2050789663264885,,,,,,,1355,0,0,0,0,0,0,48,1307
"Soderstrom, Tyler",691016,-6.303226069363993,-6.303226069363993,-6.995400310378923,0.692174241014931,,,,,,,2581,0,0,0,0,0,2581,0,0
"Turner, Trea",607208,-6.306710754331945,-6.306710754331945,-3.794911239444814,0.23623866933407936,-2.7480381842212074,,,,,,3128,0,0,0,0,3128,0,0,0
"Vientos, Mark",668901,-6.309640539987188,-6.309640539987188,-6.315690630810498,,-0.8942958903653458,0.9003459811886544,,,,,1461,0,1428,0,33,0,0,0,0
"Wood, James",695578,-6.348060685429052,-6.348060685429052,-5.61055131369954,-0.7375093717295165,,,,,,,2373,0,0,0,0,0,405,0,1968
"Wong, Connor",657136,-6.571181284736455,,,,,,-6.571181284736455,-5.762519448342493,-1.1899019646468512,0.38124012825288967,1387,1387,0,0,0,0,0,0,0
"Stephenson, Tyler",663886,-6.637273092837312,,,,,,-6.637273092837312,-8.815550891702532,-0.615434195364899,2.793711994230128,2334,2334,0,0,0,0,0,0,0
"Crawford, J.P.",641487,-6.662321827645947,-6.662321827645947,-6.812211384143503,0.24806308072594885,-0.09817352422839067,,,,,,2169,0,0,0,676,1493,0,0,0
"Lee, Hao-Yu",701678,-6.797822248285905,-6.797822248285905,-6.826799903499012,,0.028977655213109188,,,,,,1535,0,0,1109,420,6,0,0,0
"Antonacci, Sam",803011,-6.800733198944203,-6.800733198944203,-4.415233331130161,-2.37652015222604,-0.008979715587998052,,,,,,2517,0,0,306,3,0,2208,0,0
"Tucker, Kyle",663656,-6.804158379885277,-6.804158379885277,-7.730814633347207,0.926656253461926,,,,,,,3059,0,0,0,0,0,0,0,3059
"Adell, Jo",666176,-6.8288958920145815,-6.8288958920145815,-2.9110649042552694,-3.917830987759313,,,,,,,3007,0,0,0,0,0,180,30,2797
"Raley, Luke",670042,-7.092613870126892,-7.092613870126892,-5.5226161180051365,-1.569997752121759,,,,,,,1813,0,0,0,0,0,66,159,1588
"Mead, Curtis",678554,-7.094939188739449,-7.094939188739449,-6.781241708994481,0.0040382556251939775,-0.31313672358280925,-0.004599011787350282,,,,,1823,0,603,78,1142,0,0,0,0
"Torkelson, Spencer",679529,-8.019393975468999,-8.019393975468999,-9.600757601451766,,0.5206145769148693,1.0607490490679061,,,,,3181,0,3181,0,0,0,0,0,0
"Sánchez, Jesús",660821,-8.20286519006692,-8.20286519006692,-6.688780017842577,-1.5140851722243454,,,,,,,1602,0,0,0,0,0,781,0,821
"Caissie, Owen",683357,-8.217971738172755,-8.217971738172755,-6.363378028423122,-1.8545937097496357,,,,,,,1654,0,0,0,0,0,0,0,1654
"Osuna, Alejandro",696030,-8.475937243702907,-8.475937243702907,-6.225724333416505,-2.2502129102864044,,,,,,,1451,0,0,0,0,0,1128,185,138
"Gonzales, Nick",693304,-8.842031661175014,-8.842031661175014,-7.431457404557623,0.061679337818357584,-1.4722535944357498,,,,,,3007,0,0,525,2386,96,0,0,0
"Monasterio, Andruw",655316,-9.128310471949176,-9.128310471949176,-9.58501486007798,0.35871436188586037,0.03413838039240176,0.06385164585054126,,,,,1623,0,153,240,51,1179,0,0,0
"Keaschall, Luke",807712,-9.316025515882034,-9.316025515882034,-8.779436408220752,-1.0756947416886093,0.5391056340273224,,,,,,3020,0,0,1909,0,0,0,604,507
"Bauers, Jake",641343,-9.76599089724505,-9.76599089724505,-8.077253725564848,-0.708465440412671,-0.16901381772187252,-0.8112579135456579,,,,,2679,0,1947,0,0,0,261,0,471
"Perez, Salvador",521692,-10.002964657274605,-3.5082993615499216,-3.2169879692409054,,-0.30845038285552373,0.017138990546506888,-6.494665295724685,-6.3673851613253865,0.9779017957376601,-1.105181930136955,1585,1132,453,0,0,0,0,0,0
"Butler, Lawrence",671732,-10.12890644031236,-10.12890644031236,-8.659584207245121,-1.4693222330672469,,,,,,,2476,0,0,0,0,0,0,612,1864
"Harper, Bryce",547180,-10.73484752601366,-10.73484752601366,-4.6429137574190245,-0.2001059842692501,-0.08411225496903962,-5.807715529356339,,,,,3074,0,2744,0,0,0,0,0,330
"Caminero, Junior",691406,-10.894561738803041,-10.894561738803041,-12.274984779335979,0.19338644743023606,1.1850187033456048,0.002017889757096991,,,,,3290,0,3,0,3287,0,0,0,0
"Adames, Willy",642715,-11.433414927508483,-11.433414927508483,-10.817138552775774,0.19346354265463828,-0.809739917387345,,,,,,3054,0,0,0,0,3054,0,0,0
"Abrams, CJ",682928,-11.821326043596393,-11.821326043596393,-12.796148864946217,,0.974822821349824,,,,,,3066,0,0,0,0,3066,0,0,0
"O'Hoppe, Logan",681351,-14.06013835238814,,,,,,-14.06013835238814,-10.685292827327597,-0.9518802319110532,-2.42296529314949,1782,1782,0,0,0,0,0,0,0
