"year","last_name, first_name","player_id","team_id","pa","pitches","runs_all","runs_heart","runs_shadow","runs_chase","runs_waste"
"2023","Escobar, Eduardo","500871","108","16","44",0.6240362086146778,-0.6096505020560772,2.7704552822302997,-0.8388656364148823,-0.6979029351446627
"2023","Soriano, José","667755","108","177","670",1.4332942481922106,8.615792548902343,-0.20516521668416865,-2.717925645824972,-4.2594074382009905
"2023","Hernández, Daysbel","678226","144","20","83",-2.4411405404730306,-0.8543681283664503,-0.6526695420320471,-0.203609287407797,-0.7304935826667366
"2023","Zimmermann, Bruce","669145","110","61","215",-1.143133465884659,-0.20090836621327313,-0.20350825196119934,-0.7641042760653893,0.025387428355202357
"2023","Pérez, Cionel","672335","110","244","877",-1.997147654994045,4.291845343783734,2.1840783950956997,-3.9876717056727724,-4.485399688200712
"2023","Kilian, Caleb","668873","112","33","130",-4.636546918798977,-2.166856955603262,0.11256434424861464,-0.3562304004384457,-2.2260239070058847
"2023","Wesneski, Hayden","669713","112","376","1479",-5.371911742471798,3.6476704435531206,3.2792478358491355,-7.989454051820462,-4.309375970053579
"2023","Farmer, Buck","571656","113","309","1222",3.860357606482674,3.2491997168658195,14.444500931726008,-6.362125032760943,-7.47121800934822
"2023","Hentges, Sam","656529","114","222","852",6.230327298425458,3.63970918419151,8.503270849519176,-3.075559994051857,-2.837092741233368
"2023","McKenzie, Triston","663474","114","73","300",0.7772973980150382,5.812561851004252,-0.3347680370447309,-2.5143264184375,-2.1861699975069877
"2023","Davis, Noah","663562","115","146","601",-9.010883617546842,-0.7617700496287466,0.8191656743553192,-5.967748374491068,-3.1005308677823433
"2023","Trejo, Alan","676701","115","10","25",-3.2463677740361923,0.04830375670960877,-3.0126654678280933,-0.17014652955980897,-0.11185953335789878
"2023","Navarro, Edgar","679346","145","39","150",-2.1318613944173346,0.6315836104370304,-0.23883036071198185,-1.3470610314792415,-1.1775536126631414
"2023","Foley, Jason","671345","116","274","1047",11.75232886865182,9.447106733214012,7.569613367785553,-1.0116640967467794,-4.252727135600964
"2023","Javier, Cristian","664299","117","687","2882",-1.1173348413463569,20.39700198404756,19.332716787449268,-26.394454199560506,-14.452599413282616
"2023","Davidson, Tucker","656353","118","234","847",-10.111183618083995,-3.4370086672384,3.527332533130627,-6.837164805938449,-3.3643426780377483
"2023","Stone, Gavin","694813","119","152","547",-12.084213814496971,-4.5418552416015725,-3.768322312773291,-0.8442348488780302,-2.9298014112440662
"2023","Nardi, Andrew","677053","146","235","958",7.820478688440211,6.592590241086953,8.258779853622258,-2.4201733171457995,-4.610718089123198
"2023","Burnes, Corbin","669203","158","784","3079",31.885034215399216,24.49903009773561,38.40247654584481,-18.30568429213034,-12.710788136050885
"2023","Marinaccio, Ron","676760","147","205","896",-3.314676046854831,4.26459776286878,6.997449298979874,-7.006076568815985,-7.5706465398874965
"2023","Martinez, Adrián","661309","133","240","943",-7.614327428117938,0.5782746364525873,2.553643815801693,-5.627207835566318,-5.119038044805896
"2023","Hoffman, Jeff","656546","143","207","869",12.682757355684215,10.481982053061705,7.48582486480853,-2.3966649615865774,-2.8883846005994345
"2023","Zastryzny, Rob","642239","134","95","389",-1.647103493612784,3.9599639076459145,-1.3830858995179218,-2.669786142693606,-1.5541953590471664
"2023","Carlton, Drew","656290","135","85","330",-0.8830480547685132,-1.9475549761128397,4.175765010272566,-1.52013770514959,-1.591120383778655
"2023","Gonzales, Marco","594835","136","215","811",-2.3766748647874487,-2.932500198484274,4.925503705915545,-2.294177540717259,-2.075500831501466
"2023","Topa, Justin","623437","136","275","1046",14.460416870706624,7.358904502406957,16.252969286967538,-6.008525543167022,-3.142931375500844
"2023","Gilbert, Logan","669302","136","769","2922",20.570532459358486,14.745342044573922,26.865839421138084,-12.026603693949946,-9.014045312403624
"2023","Alexander, Scott","518397","137","205","694",5.204362852263154,0.22737047823679823,8.111500743901521,-1.2533268319733226,-1.8811815379018408
"2023","Criswell, Cooper","681867","139","150","554",-5.12125078895635,2.459597576127388,0.47027095386377027,-5.192957615263348,-2.8581617036841633
"2023","Corbin, Patrick","571578","120","790","2922",-24.13770816513087,-1.1982827457601584,3.1119582277798066,-18.321283906638413,-7.730099740512201
"2023","Willingham, Amos","686294","120","114","461",-6.051181736937878,-0.33334005165755876,0.43891650618583394,-3.56603761069196,-2.5907205807741898
"2023","Jameson, Drey","686753","109","174","674",-2.5737710919680468,4.092989581905577,-0.22779543615947379,-4.734114794353543,-1.704850443360609
"2023","Bautista, Félix","642585","110","237","988",20.904575802605294,8.775729999888979,20.036136424552463,-1.3279640692449601,-6.579326552591243
"2023","Ort, Kaleb","672391","111","106","386",-6.240462913987329,0.5737901180867888,-1.301563225966197,-3.13544041496947,-2.3772493911384527
"2023","Palencia, Daniel","694037","112","119","494",2.034413310363953,2.0078801709456253,4.896375636232501,-2.306260572480881,-2.5635819243332914
"2023","Anderson, Chase","502624","115","372","1447",-8.430766925160185,0.6541833357855701,11.308003287995145,-12.327036747392443,-8.065916801548445
"2023","Suter, Brent","608718","115","292","1129",7.080578066025739,12.127605310800973,8.348260003351808,-6.972790972186052,-6.422496275940986
"2023","Alberto, Hanser","593643","145","12","33",-1.8113065252134029,-1.1023717926070864,-0.013703760105080953,-0.4894937324751779,-0.205737240026058
"2023","Ramírez, Yohan","670990","145","175","714",-4.3512582801410264,1.7004491659370118,2.8792039907122593,-2.6858385175706676,-6.2450729192196315
"2023","Boyd, Matthew","571510","116","303","1178",-6.824097001485375,-8.26948109053415,14.003946853097794,-8.07586320465553,-4.482699559393484
"2023","Olson, Reese","681857","116","421","1743",5.2464754058080825,2.8923393168017766,16.701768834455475,-7.3721743442753604,-6.975458401173788
"2023","Urquidy, José","664353","117","275","1096",-5.7214742818204565,1.7811193179617049,6.136803430961002,-10.17874416803188,-3.4606528627112842
"2023","May, Dustin","669160","119","186","735",14.804201157113296,13.271117710620617,8.82927995838277,-5.121544386373295,-2.1746521255167908
"2023","Sheehan, Emmet","686218","119","248","1031",2.993476788086935,11.537551486370054,4.830225247902937,-8.42080209276591,-4.953497853420156
"2023","Puk, A.J.","640462","146","240","950",0.10303794999678817,0.39677592403637874,3.964443278742597,-1.449380108876415,-2.8088011439057747
"2023","Garrett, Braxton","666129","146","659","2479",5.989934727672766,2.698845119295756,22.632188658585,-9.95283881613825,-9.388260234069687
"2023","Lindgren, Jeff","689167","146","28","97",1.1108866047778327,1.8018633817747947,1.2546214155670945,-1.5376507131663997,-0.4079474793976564
"2023","Milner, Hoby","571948","158","252","1027",13.14219343379687,10.436644020884808,8.961573219566572,-2.7458784345984295,-3.5101453720560793
"2023","Lauer, Eric","641778","158","211","844",-20.327972735127297,-1.932598242218768,-4.06809793266242,-10.972606440874776,-3.354670119371349
"2023","Williams, Devin","642207","158","230","948",20.035721909017738,7.8969491171409825,19.99570528854175,-5.405817184274102,-2.45111531239088
"2023","Morán, Jovani","663558","142","183","750",0.583697852812557,-0.7789858732484245,10.582886569284662,-5.08308666302189,-4.137116180201789
"2023","Rodón, Carlos","607074","147","286","1133",-6.963799857354563,14.587646202789628,-6.548768910657681,-9.056825407057037,-5.9458517424294905
"2023","Vásquez, Randy","681190","147","166","669",1.9206266845084943,0.19859014876624653,9.504479599286825,-2.9161693655776753,-4.866273697966918
"2023","Pérez, Francisco","660906","133","73","308",-0.32170732101126276,-0.44191299004358325,3.8319126961212286,-2.5395925338278906,-1.1721144932610137
"2023","Long, Sam","669674","133","196","776",-2.1050605947730725,3.716056363676622,2.5478231271764837,-4.99537471953176,-3.373565366094419
"2023","Covey, Dylan","592229","143","190","735",-0.023859780298184516,-2.5967433275023346,11.156243348114458,-4.7770236462975735,-3.8063361546127403
"2023","Darvish, Yu","506433","135","573","2218",-1.5205561173940918,11.76780166411656,8.736263757893534,-14.685194503561203,-7.339427035842995
"2023","Castillo, Diego","650895","136","41","162",-1.9921299436045896,-0.41173691464093326,2.8268677434472123,-2.212124930897141,-2.1951358415137268
"2023","Thornton, Trent","663423","136","125","458",2.7057462972870363,5.824416405672432,0.2318126515857557,-1.542349861544039,-1.808132898427115
