"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Lowe, Brandon","664040","2024","425","275",0.244,0.248,-0.0040000000000000036,0.473,0.488,-0.015000000000000013,0.335,0.344,-0.008999999999999952
"Pérez, Wenceel","672761","2024","425","300",0.242,0.24,0.0020000000000000018,0.383,0.364,0.019000000000000017,0.299,0.295,0.0040000000000000036
"Robert Jr., Luis","673357","2024","425","253",0.224,0.211,0.013000000000000012,0.379,0.378,0.0010000000000000009,0.285,0.283,0.0020000000000000018
"Renfroe, Hunter","592669","2024","424","302",0.229,0.219,0.010000000000000009,0.392,0.369,0.02300000000000002,0.302,0.294,0.008000000000000007
"Haniger, Mitch","571745","2024","423","255",0.208,0.214,-0.006000000000000005,0.334,0.38,-0.045999999999999985,0.277,0.298,-0.020999999999999963
"Yoshida, Masataka","807799","2024","421","328",0.28,0.256,0.02400000000000002,0.415,0.408,0.007000000000000006,0.336,0.327,0.009000000000000008
"Tellez, Rowdy","642133","2024","421","299",0.243,0.234,0.00899999999999998,0.392,0.403,-0.01100000000000001,0.301,0.305,-0.0040000000000000036
"Moniak, Mickey","666160","2024","418","279",0.219,0.219,0,0.38,0.387,-0.007000000000000006,0.281,0.286,-0.004999999999999949
"Joe, Connor","656582","2024","416","275",0.228,0.202,0.025999999999999995,0.368,0.311,0.056999999999999995,0.305,0.279,0.025999999999999968
"Wells, Austin","669224","2024","414","275",0.229,0.242,-0.012999999999999984,0.395,0.439,-0.043999999999999984,0.315,0.343,-0.028000000000000025
"Realmuto, J.T.","592663","2024","413","279",0.266,0.264,0.0020000000000000018,0.429,0.466,-0.03700000000000003,0.326,0.34,-0.014000000000000012
"Crow-Armstrong, Pete","691718","2024","410","285",0.237,0.221,0.015999999999999986,0.384,0.377,0.007000000000000006,0.289,0.286,0.0030000000000000027
"Nootbaar, Lars","663457","2024","405","273",0.244,0.261,-0.017000000000000015,0.417,0.466,-0.049000000000000044,0.331,0.358,-0.02699999999999997
"Singleton, Jon","572138","2024","405","247",0.234,0.226,0.008000000000000007,0.386,0.39,-0.0040000000000000036,0.312,0.314,-0.0020000000000000018
"Gorman, Nolan","669357","2024","402","216",0.203,0.206,-0.002999999999999975,0.4,0.44,-0.03999999999999998,0.29,0.308,-0.018000000000000016
"Wade Jr., LaMonte","664774","2024","401","245",0.26,0.253,0.007000000000000006,0.381,0.437,-0.055999999999999994,0.337,0.356,-0.01899999999999996
"Larnach, Trevor","663616","2024","400","268",0.259,0.254,0.0050000000000000044,0.434,0.466,-0.03200000000000003,0.336,0.346,-0.009999999999999953
"Brown, Seth","664913","2024","400","261",0.231,0.23,0.0010000000000000009,0.379,0.398,-0.019000000000000017,0.289,0.298,-0.009000000000000008
"Kepler, Max","596146","2024","399","291",0.253,0.243,0.010000000000000009,0.38,0.384,-0.0040000000000000036,0.298,0.302,-0.0040000000000000036
"Hayes, Ke'Bryan","663647","2024","396","294",0.233,0.244,-0.010999999999999982,0.29,0.336,-0.04600000000000004,0.256,0.285,-0.02899999999999997
"Lee, Korey","686676","2024","394","255",0.21,0.209,0.0010000000000000009,0.347,0.342,0.004999999999999949,0.257,0.258,-0.0010000000000000009
"Hernández, Enrique","571771","2024","393","289",0.229,0.23,-0.0010000000000000009,0.373,0.375,-0.0020000000000000018,0.285,0.289,-0.0040000000000000036
"Fry, David","681807","2024","392","255",0.263,0.245,0.018000000000000016,0.448,0.406,0.04199999999999998,0.347,0.33,0.01699999999999996
"Espinal, Santiago","669289","2024","391","311",0.246,0.258,-0.01200000000000001,0.356,0.355,0.0010000000000000009,0.285,0.295,-0.010000000000000009
"Naylor, Bo","666310","2024","389","236",0.201,0.194,0.007000000000000006,0.35,0.335,0.014999999999999958,0.269,0.263,0.006000000000000005
"Benson, Will","666181","2024","388","192",0.187,0.179,0.008000000000000007,0.376,0.343,0.032999999999999974,0.285,0.272,0.012999999999999956
"Buxton, Byron","621439","2024","388","258",0.279,0.26,0.019000000000000017,0.524,0.511,0.013000000000000012,0.366,0.355,0.01100000000000001
"Perdomo, Geraldo","672695","2024","388","291",0.273,0.231,0.04200000000000001,0.374,0.326,0.04799999999999999,0.317,0.287,0.030000000000000027
"Lowe, Josh","666139","2024","387","232",0.241,0.225,0.015999999999999986,0.391,0.396,-0.0050000000000000044,0.299,0.297,0.0020000000000000018
"Gonzales, Nick","693304","2024","387","290",0.27,0.269,0.0010000000000000009,0.398,0.415,-0.01699999999999996,0.307,0.322,-0.015000000000000013
"Kirk, Alejandro","672386","2024","386","298",0.253,0.253,0,0.359,0.403,-0.04400000000000004,0.297,0.329,-0.03200000000000003
"Freeman, Tyler","671289","2024","383","283",0.209,0.236,-0.026999999999999996,0.321,0.345,-0.023999999999999966,0.283,0.307,-0.02400000000000002
"Fraley, Jake","641584","2024","382","283",0.277,0.245,0.03200000000000003,0.386,0.33,0.055999999999999994,0.314,0.29,0.02400000000000002
"Horwitz, Spencer","687462","2024","381","262",0.265,0.25,0.015000000000000013,0.433,0.427,0.006000000000000005,0.344,0.34,0.003999999999999948
"Estrada, Thairo","642731","2024","381","290",0.217,0.224,-0.007000000000000006,0.343,0.342,0.0010000000000000009,0.256,0.265,-0.009000000000000008
"Torkelson, Spencer","679529","2024","381","238",0.219,0.209,0.010000000000000009,0.374,0.358,0.016000000000000014,0.295,0.286,0.009000000000000008
"Rizzo, Anthony","519203","2024","375","274",0.228,0.239,-0.010999999999999982,0.335,0.351,-0.01599999999999996,0.285,0.302,-0.017000000000000015
"Marte, Starling","516782","2024","370","259",0.269,0.285,-0.01599999999999996,0.388,0.438,-0.04999999999999999,0.313,0.342,-0.029000000000000026
"Sosa, Lenyn","672820","2024","369","277",0.254,0.276,-0.02200000000000002,0.359,0.432,-0.07300000000000001,0.28,0.321,-0.04099999999999998
"Fermin, Freddy","666023","2024","368","277",0.271,0.241,0.030000000000000027,0.366,0.336,0.02999999999999997,0.3,0.281,0.01899999999999996
"Correa, Carlos","621043","2024","367","262",0.31,0.271,0.03899999999999998,0.517,0.458,0.059,0.385,0.358,0.027000000000000024
"Toro, Abraham","647351","2024","364","277",0.24,0.244,-0.0040000000000000036,0.35,0.374,-0.02400000000000002,0.283,0.297,-0.014000000000000012
"Rojas, Johan","679032","2024","363","277",0.243,0.225,0.017999999999999988,0.322,0.304,0.018000000000000016,0.265,0.258,0.007000000000000006
"Amaya, Miguel","665804","2024","363","274",0.232,0.249,-0.016999999999999987,0.357,0.377,-0.020000000000000018,0.283,0.302,-0.019000000000000017
"DeLuca, Jonny","676356","2024","362","257",0.217,0.229,-0.01200000000000001,0.331,0.327,0.0040000000000000036,0.269,0.277,-0.008000000000000007
"Drury, Brandon","592273","2024","360","247",0.169,0.201,-0.032,0.228,0.295,-0.06699999999999998,0.217,0.264,-0.047000000000000014
"Contreras, Willson","575929","2024","358","205",0.262,0.256,0.006000000000000005,0.468,0.461,0.007000000000000006,0.37,0.367,0.0030000000000000027
"Massey, Michael","686681","2024","356","282",0.259,0.256,0.0030000000000000027,0.449,0.429,0.020000000000000018,0.317,0.315,0.0020000000000000018
"Brennan, Will","686823","2024","353","283",0.264,0.267,-0.0030000000000000027,0.388,0.381,0.007000000000000006,0.303,0.306,-0.0030000000000000027
"Moreno, Gabriel","672515","2024","351","256",0.266,0.251,0.015000000000000013,0.38,0.393,-0.013000000000000012,0.325,0.329,-0.0040000000000000036
"Díaz, Elias","553869","2024","351","258",0.265,0.237,0.028000000000000025,0.382,0.342,0.03999999999999998,0.303,0.281,0.021999999999999964
"Tauchman, Mike","643565","2024","350","229",0.248,0.237,0.01100000000000001,0.366,0.392,-0.026000000000000023,0.325,0.332,-0.007000000000000006
"Jiménez, Eloy","650391","2024","349","255",0.238,0.243,-0.0050000000000000044,0.336,0.386,-0.04999999999999999,0.276,0.302,-0.025999999999999968
"Cave, Jake","595909","2024","346","229",0.251,0.234,0.016999999999999987,0.396,0.362,0.03400000000000003,0.295,0.281,0.013999999999999957
"Bauers, Jake","641343","2024","346","184",0.199,0.2,-0.0010000000000000009,0.361,0.391,-0.030000000000000027,0.294,0.305,-0.01100000000000001
"Rosario, Amed","642708","2024","346","260",0.28,0.249,0.031000000000000028,0.38,0.367,0.013000000000000012,0.299,0.284,0.015000000000000013
"Taylor, Tyrone","621438","2024","345","241",0.248,0.246,0.0020000000000000018,0.401,0.4,0.0010000000000000009,0.304,0.305,-0.0010000000000000009
"Margot, Manuel","622534","2024","343","265",0.238,0.258,-0.020000000000000018,0.337,0.385,-0.04799999999999999,0.276,0.31,-0.033999999999999975
"Alvarez, Francisco","682626","2024","342","224",0.237,0.218,0.01899999999999999,0.403,0.372,0.031000000000000028,0.31,0.297,0.013000000000000012
"Fitzgerald, Tyler","666149","2024","341","207",0.28,0.226,0.05400000000000002,0.497,0.383,0.11399999999999999,0.357,0.293,0.064
"Friedl, TJ","670770","2024","341","251",0.226,0.223,0.0030000000000000027,0.38,0.322,0.057999999999999996,0.305,0.293,0.01200000000000001
"d'Arnaud, Travis","518595","2024","341","222",0.238,0.233,0.004999999999999977,0.436,0.447,-0.01100000000000001,0.319,0.326,-0.007000000000000006
"Tucker, Kyle","663656","2024","339","225",0.289,0.275,0.013999999999999957,0.585,0.546,0.038999999999999924,0.419,0.402,0.01699999999999996
