"year","last_name, first_name","player_id","team_id","pa","pitches","runs_all","runs_heart","runs_shadow","runs_chase","runs_waste"
"2023","Pham, Tommy","502054","109","480","1917",7.391277745301918,2.19022652885065,-17.4740634852454,14.999185190163937,7.675929511532839
"2023","Frazier, Adam","624428","110","455","1749",0.01962459282195965,0.2228929365846219,-13.210237911998796,7.7299355482496175,5.277034019986528
"2023","Wisdom, Patrick","621550","112","302","1318",0.4575880142015176,-4.147934779274274,-11.844435708514986,9.337606067249713,7.112352434741059
"2023","Sheets, Gavin","657757","145","342","1421",-10.554420059976888,-14.5571955709688,-13.675159945814368,10.942126876113896,6.735808580692357
"2023","Alvarez, Yordan","670541","117","491","1908",48.721129292828735,10.063409728386988,11.51528434234711,15.533717157644908,11.608718064449768
"2023","Waters, Drew","671221","118","336","1317",-8.3256474286492,1.6781656025710088,-18.671927350126474,3.3279672126203916,5.3401471062858885
"2023","Vargas, Miguel","678246","119","303","1204",-6.302874689601667,-10.817454249416361,-11.81489022422505,11.35658282715907,4.972886956880714
"2023","Wiemer, Joey","686894","158","410","1585",-12.306040107767386,-8.262264173512522,-22.06869456785296,12.098423718042614,5.926494915555566
"2023","Farmer, Kyle","571657","142","369","1398",-0.09813822962871382,1.3368400518179244,-13.411835282182627,5.864840129731465,6.112016871004524
"2023","Díaz, Aledmys","649557","133","340","1179",-18.238514591825286,-11.505825749273953,-14.528188341528626,2.0217796137928192,5.773719885184451
"2023","Noda, Ryan","676116","133","494","2091",11.330187980094669,-2.1967452081062753,-17.29165737948346,20.297403067776575,10.521187499907796
"2023","Stott, Bryson","681082","143","638","2665",3.50372410612328,-5.553063759975872,-11.96064199718967,12.628815616884893,8.388614246403957
"2023","Reynolds, Bryan","668804","134","638","2523",13.925185091743929,6.301368096499712,-23.672276890532267,17.098752669646615,14.197341216129843
"2023","Bailey, Patrick","672275","137","353","1411",-3.4708095822082936,-6.906993845041482,-10.899044125467407,9.223012217581239,5.112216170719355
"2023","O'Neill, Tyler","641933","138","266","1042",-5.386176618646265,-5.800582893445454,-10.929751882010837,6.492514552396669,4.851643604413351
"2023","Seager, Corey","608369","140","527","1846",43.89812586218899,29.81419515724323,-6.522601557215796,12.568792377296147,8.037739884865488
"2023","Thomas, Lane","657041","120","682","2627",3.051116209443944,-1.227133093988721,-22.91949189817188,13.876074717906716,13.32166648369788
"2023","Olson, Matt","621566","144","711","3092",63.52479122849699,15.225335754780277,-2.3104894825274167,34.51367732346323,16.096267632780997
"2023","Hays, Austin","669720","110","565","2122",-0.16128664787845878,-0.5542963329179289,-15.75347683104003,7.577034416447151,8.56945209963237
"2023","Laureano, Ramón","657656","114","404","1653",-6.5486116722842675,-8.921770119417166,-12.80389848716864,10.214821445892428,4.962235488409172
"2023","Muncy, Max","571970","119","575","2485",14.246966011383797,0.465755319195716,-24.88324337730658,20.17512274111319,18.489331328381617
"2023","Adames, Willy","642715","158","637","2596",-3.4493762470374487,-10.794706878482348,-15.189889272971838,11.231387793226935,11.303832111189854
"2023","Solano, Donovan","456781","142","449","1806",9.598340294792775,6.135852080928266,-15.672705399949225,9.848762023975137,9.286431589838632
"2023","Vázquez, Christian","543877","142","354","1324",-17.855439899162413,-8.501585308779916,-17.531985604940115,4.136901795278442,4.041229219279149
"2023","Grisham, Trent","663757","135","555","2341",-4.8212300429005035,-24.154105155653355,-6.9427759514533856,17.646914201823428,8.62873686238295
"2023","Tatis Jr., Fernando","665487","135","633","2335",6.9972505369571305,1.0785778569295885,-15.562534514424271,12.840225868008464,8.640981326443315
"2023","Rodríguez, Julio","677594","136","706","2511",25.63235685909474,25.71771260396228,-23.325971513783657,7.812896206743937,15.427719562172184
"2023","Lowe, Nathaniel","663993","140","722","3044",10.286109242386987,4.943607620149034,-34.000791161159185,24.620305690194794,14.722987093202404
