"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"King, Michael","650633","2024","726","455",0.221,0.223,-0.0020000000000000018,0.346,0.364,-0.018000000000000016,0.284,0.295,-0.01100000000000001,"2.95","3.52","-0.566"
"Fedde, Erick","607200","2024","726","515",0.233,0.242,-0.00899999999999998,0.381,0.404,-0.02300000000000002,0.293,0.309,-0.016000000000000014,"3.30","3.88","-0.581"
"Peralta, Freddy","642547","2024","725","447",0.224,0.222,0.0020000000000000018,0.387,0.386,0.0010000000000000009,0.305,0.307,-0.0020000000000000018,"3.68","3.83","-0.151"
"Gibson, Kyle","502043","2024","722","499",0.251,0.259,-0.008000000000000007,0.418,0.435,-0.017000000000000015,0.323,0.34,-0.017000000000000015,"4.24","4.80","-0.556"
"Mikolas, Miles","571945","2024","720","567",0.284,0.274,0.009999999999999953,0.485,0.469,0.016000000000000014,0.339,0.334,0.0050000000000000044,"5.35","4.61","0.738"
"Castillo, Luis","622491","2024","719","492",0.238,0.243,-0.0050000000000000044,0.412,0.422,-0.010000000000000009,0.305,0.313,-0.008000000000000007,"3.64","3.99","-0.346"
"Quintana, Jose","500779","2024","717","508",0.237,0.254,-0.017000000000000015,0.396,0.414,-0.01799999999999996,0.312,0.33,-0.018000000000000016,"3.75","4.49","-0.739"
"Fried, Max","608331","2024","714","483",0.226,0.245,-0.01899999999999999,0.315,0.365,-0.04999999999999999,0.273,0.304,-0.030999999999999972,"3.25","3.75","-0.498"
"Rea, Colin","607067","2024","714","526",0.258,0.269,-0.01100000000000001,0.447,0.463,-0.016000000000000014,0.327,0.342,-0.015000000000000013,"4.29","4.87","-0.576"
"Brown, Hunter","686613","2024","712","468",0.242,0.223,0.01899999999999999,0.357,0.339,0.01799999999999996,0.296,0.286,0.010000000000000009,"3.49","3.29","0.204"
"Bibee, Tanner","676440","2024","710","471",0.23,0.235,-0.004999999999999977,0.406,0.401,0.0050000000000000044,0.299,0.304,-0.0050000000000000044,"3.47","3.75","-0.278"
"Cortes, Nestor","641482","2024","710","505",0.245,0.234,0.010999999999999982,0.421,0.407,0.014000000000000012,0.307,0.298,0.009000000000000008,"3.77","3.59","0.179"
"Ober, Bailey","641927","2024","709","469",0.208,0.209,-0.0010000000000000009,0.391,0.384,0.007000000000000006,0.282,0.284,-0.0020000000000000018,"3.98","3.25","0.729"
"Flexen, Chris","623167","2024","707","519",0.283,0.256,0.02699999999999997,0.476,0.452,0.023999999999999966,0.355,0.339,0.01599999999999996,"4.95","4.77","0.18"
"Miller, Bryce","682243","2024","704","485",0.2,0.226,-0.025999999999999995,0.338,0.414,-0.07599999999999996,0.26,0.301,-0.04099999999999998,"2.94","3.67","-0.725"
"Valdez, Framber","664285","2024","703","473",0.221,0.232,-0.01100000000000001,0.323,0.349,-0.025999999999999968,0.272,0.292,-0.019999999999999962,"2.91","3.44","-0.531"
"Sale, Chris","519242","2024","702","430",0.216,0.211,0.0050000000000000044,0.319,0.323,-0.0040000000000000036,0.26,0.263,-0.0030000000000000027,"2.38","2.77","-0.389"
"Bello, Brayan","678394","2024","702","474",0.252,0.254,-0.0020000000000000018,0.394,0.405,-0.01100000000000001,0.319,0.331,-0.01200000000000001,"4.49","4.52","-0.029"
"Morton, Charlie","450203","2024","701","451",0.251,0.242,0.009000000000000008,0.427,0.415,0.01200000000000001,0.335,0.331,0.0040000000000000036,"4.19","4.52","-0.328"
"Gomber, Austin","596295","2024","696","541",0.273,0.275,-0.0020000000000000018,0.482,0.501,-0.019000000000000017,0.339,0.35,-0.010999999999999954,"4.75","5.13","-0.385"
"Eovaldi, Nathan","543135","2024","696","481",0.229,0.244,-0.014999999999999986,0.386,0.398,-0.01200000000000001,0.291,0.309,-0.018000000000000016,"3.80","3.88","-0.083"
"Imanaga, Shota","684007","2024","694","489",0.225,0.231,-0.006000000000000005,0.385,0.398,-0.013000000000000012,0.279,0.288,-0.008999999999999952,"2.91","3.34","-0.432"
"Heaney, Andrew","571760","2024","693","481",0.251,0.251,0,0.41,0.442,-0.03200000000000003,0.312,0.328,-0.016000000000000014,"4.28","4.43","-0.155"
"Feltner, Ryan","663372","2024","692","495",0.263,0.254,0.009000000000000008,0.408,0.423,-0.015000000000000013,0.32,0.326,-0.006000000000000005,"4.49","4.37","0.121"
"Civale, Aaron","650644","2024","689","482",0.252,0.241,0.01100000000000001,0.44,0.408,0.03200000000000003,0.327,0.315,0.01200000000000001,"4.36","4.05","0.31"
"Wacha, Michael","608379","2024","685","489",0.246,0.249,-0.0030000000000000027,0.387,0.415,-0.02799999999999997,0.3,0.314,-0.014000000000000012,"3.35","4.02","-0.672"
"Eflin, Zach","621107","2024","684","523",0.254,0.248,0.006000000000000005,0.404,0.417,-0.012999999999999956,0.297,0.303,-0.006000000000000005,"3.59","3.72","-0.127"
"Blanco, Ronel","669854","2024","676","439",0.19,0.224,-0.034,0.354,0.398,-0.04400000000000004,0.276,0.311,-0.034999999999999976,"2.80","3.94","-1.143"
"Stroman, Marcus","573186","2024","675","493",0.277,0.268,0.009000000000000008,0.431,0.437,-0.006000000000000005,0.341,0.343,-0.0020000000000000018,"4.31","4.90","-0.594"
"Taillon, Jameson","592791","2024","675","515",0.243,0.254,-0.01100000000000001,0.387,0.428,-0.04099999999999998,0.289,0.314,-0.025000000000000022,"3.27","4.02","-0.754"
"Gray, Sonny","543243","2024","671","425",0.228,0.235,-0.0069999999999999785,0.401,0.401,0,0.292,0.3,-0.008000000000000007,"3.84","3.64","0.202"
"Quantrill, Cal","615698","2024","656","466",0.273,0.271,0.0020000000000000018,0.461,0.444,0.017000000000000015,0.358,0.355,0.0030000000000000027,"4.97","5.30","-0.325"
"Littell, Zack","641793","2024","656","478",0.265,0.261,0.0040000000000000036,0.426,0.449,-0.02300000000000002,0.317,0.326,-0.009000000000000008,"3.63","4.37","-0.743"
"Montas, Frankie","593423","2024","655","434",0.243,0.244,-0.0010000000000000009,0.42,0.438,-0.018000000000000016,0.325,0.336,-0.01100000000000001,"4.84","4.68","0.158"
"Spence, Mitch","687765","2024","651","475",0.276,0.248,0.028000000000000025,0.455,0.419,0.03600000000000003,0.34,0.318,0.02200000000000002,"4.58","4.14","0.439"
"Flaherty, Jack","656427","2024","649","413",0.223,0.232,-0.009000000000000008,0.388,0.389,-0.0010000000000000009,0.288,0.296,-0.008000000000000007,"3.17","3.54","-0.373"
"Parker, Mitchell","680730","2024","646","468",0.259,0.255,0.0040000000000000036,0.408,0.443,-0.03500000000000003,0.311,0.326,-0.015000000000000013,"4.29","4.37","-0.079"
"Assad, Javier","665871","2024","638","445",0.254,0.259,-0.0050000000000000044,0.422,0.445,-0.02300000000000002,0.33,0.344,-0.013999999999999957,"3.73","4.93","-1.195"
"Gil, Luis","661563","2024","637","380",0.189,0.205,-0.015999999999999986,0.345,0.363,-0.018000000000000016,0.288,0.304,-0.016000000000000014,"3.50","3.75","-0.249"
"Arrighetti, Spencer","681293","2024","632","389",0.25,0.227,0.022999999999999993,0.424,0.393,0.030999999999999972,0.332,0.314,0.018000000000000016,"4.53","4.02","0.511"
"Lively, Ben","594902","2024","632","460",0.241,0.239,0.0020000000000000018,0.419,0.412,0.007000000000000006,0.315,0.314,0.0010000000000000009,"3.81","4.02","-0.205"
"Nelson, Ryne","669194","2024","630","464",0.266,0.263,0.0030000000000000027,0.446,0.419,0.027000000000000024,0.322,0.316,0.006000000000000005,"4.24","4.08","0.161"
"Suarez, Ranger","624133","2024","626","434",0.243,0.248,-0.0050000000000000044,0.379,0.371,0.008000000000000007,0.297,0.3,-0.0030000000000000027,"3.46","3.64","-0.175"
"Waldron, Matt","663362","2024","625","440",0.255,0.244,0.01100000000000001,0.43,0.413,0.017000000000000015,0.323,0.316,0.007000000000000006,"4.91","4.08","0.829"
"Gallen, Zac","668678","2024","621","407",0.237,0.242,-0.0050000000000000044,0.376,0.39,-0.014000000000000012,0.301,0.311,-0.010000000000000009,"3.65","3.94","-0.291"
"Greene, Hunter","668881","2024","611","366",0.183,0.188,-0.0050000000000000044,0.298,0.314,-0.016000000000000014,0.265,0.276,-0.01100000000000001,"2.75","3.06","-0.306"
"Crochet, Garrett","676979","2024","595","348",0.222,0.201,0.02099999999999999,0.371,0.35,0.02100000000000002,0.28,0.267,0.013000000000000012,"3.58","2.86","0.715"
"Pivetta, Nick","601713","2024","595","386",0.231,0.217,0.014000000000000012,0.439,0.412,0.027000000000000024,0.306,0.292,0.014000000000000012,"4.14","3.44","0.7"
"Pérez, Martín","527048","2024","590","429",0.283,0.274,0.008999999999999952,0.46,0.485,-0.024999999999999967,0.351,0.359,-0.008000000000000007,"4.53","5.44","-0.907"
"Falter, Bailey","663559","2024","589","445",0.26,0.264,-0.0040000000000000036,0.424,0.465,-0.041000000000000036,0.32,0.34,-0.020000000000000018,"4.43","4.80","-0.374"
"Abbott, Andrew","671096","2024","586","418",0.24,0.231,0.00899999999999998,0.439,0.411,0.028000000000000025,0.323,0.312,0.01100000000000001,"3.72","3.97","-0.253"
"Stone, Gavin","694813","2024","580","425",0.248,0.253,-0.0050000000000000044,0.402,0.407,-0.004999999999999949,0.304,0.312,-0.008000000000000007,"3.53","3.97","-0.443"
"Bradley, Taj","671737","2024","578","373",0.235,0.227,0.00799999999999998,0.408,0.426,-0.018000000000000016,0.308,0.318,-0.010000000000000009,"4.11","4.14","-0.031"
"Martinez, Nick","607259","2024","570","430",0.237,0.242,-0.0050000000000000044,0.377,0.373,0.0040000000000000036,0.279,0.283,-0.003999999999999948,"3.10","3.22","-0.122"
"Myers, Tobias","668964","2024","569","401",0.242,0.248,-0.006000000000000005,0.387,0.422,-0.034999999999999976,0.297,0.317,-0.020000000000000018,"3.00","4.11","-1.11"
"Woods Richardson, Simeon","680573","2024","569","401",0.246,0.236,0.010000000000000009,0.385,0.406,-0.02100000000000002,0.305,0.315,-0.010000000000000009,"4.17","4.05","0.125"
"Hendricks, Kyle","543294","2024","567","434",0.286,0.273,0.012999999999999956,0.442,0.431,0.01100000000000001,0.339,0.339,0,"5.92","4.77","1.153"
"Suárez, Albert","544150","2024","565","411",0.255,0.241,0.014000000000000012,0.425,0.42,0.0050000000000000044,0.32,0.316,0.0040000000000000036,"3.70","4.08","-0.377"
"Rogers, Trevor","669432","2024","562","405",0.285,0.272,0.012999999999999956,0.458,0.442,0.016000000000000014,0.35,0.349,0.0010000000000000009,"4.92","5.10","-0.178"
"Ortiz, Luis","682847","2024","556","398",0.218,0.238,-0.01999999999999999,0.372,0.433,-0.061,0.287,0.324,-0.03700000000000003,"3.32","4.31","-0.993"
"Steele, Justin","657006","2024","555","379",0.219,0.212,0.007000000000000006,0.336,0.317,0.019000000000000017,0.271,0.265,0.006000000000000005,"3.07","2.81","0.264"
"Kremer, Dean","665152","2024","553","376",0.223,0.238,-0.014999999999999986,0.371,0.435,-0.064,0.294,0.331,-0.03700000000000003,"4.09","4.52","-0.425"
"Marsh, Alec","679525","2024","548","374",0.249,0.261,-0.01200000000000001,0.434,0.461,-0.027000000000000024,0.325,0.343,-0.018000000000000016,"4.54","4.90","-0.365"
"López, Reynaldo","625643","2024","543","351",0.22,0.238,-0.017999999999999988,0.333,0.402,-0.069,0.271,0.31,-0.03899999999999998,"1.99","3.91","-1.92"
"Estes, Joey","683155","2024","543","414",0.259,0.243,0.016000000000000014,0.473,0.468,0.004999999999999949,0.333,0.328,0.0050000000000000044,"5.00","4.43","0.575"
"Pepiot, Ryan","686752","2024","539","341",0.212,0.214,-0.0020000000000000018,0.364,0.379,-0.015000000000000013,0.29,0.298,-0.008000000000000007,"3.60","3.59","0.01"
"Ryan, Joe","657746","2024","538","363",0.217,0.207,0.010000000000000009,0.4,0.365,0.03500000000000003,0.282,0.268,0.013999999999999957,"3.60","2.88","0.72"
"Lorenzen, Michael","547179","2024","535","373",0.216,0.24,-0.023999999999999994,0.372,0.423,-0.05099999999999999,0.303,0.332,-0.029000000000000026,"3.31","4.55","-1.235"
"Montgomery, Jordan","656756","2024","532","402",0.312,0.284,0.028000000000000025,0.496,0.452,0.043999999999999984,0.37,0.35,0.020000000000000018,"6.23","5.13","1.101"
"Harrison, Kyle","690986","2024","532","365",0.263,0.255,0.008000000000000007,0.433,0.444,-0.01100000000000001,0.33,0.341,-0.01100000000000001,"4.56","4.84","-0.28"
"Cannon, Jonathan","686563","2024","522","386",0.263,0.256,0.007000000000000006,0.44,0.426,0.014000000000000012,0.332,0.328,0.0040000000000000036,"4.49","4.43","0.058"
"Glasnow, Tyler","607192","2024","522","317",0.19,0.193,-0.0030000000000000027,0.347,0.332,0.014999999999999958,0.258,0.257,0.0010000000000000009,"3.49","2.64","0.853"
"Skenes, Paul","694973","2024","514","306",0.198,0.191,0.007000000000000006,0.295,0.302,-0.007000000000000006,0.247,0.25,-0.0030000000000000027,"1.96","2.50","-0.538"
"Lynn, Lance","458681","2024","511","354",0.247,0.257,-0.010000000000000009,0.402,0.461,-0.059,0.314,0.342,-0.028000000000000025,"3.83","4.87","-1.035"
"Peterson, David","656849","2024","510","356",0.243,0.259,-0.016000000000000014,0.349,0.407,-0.057999999999999996,0.299,0.333,-0.03400000000000003,"2.90","4.58","-1.679"
"Pallante, Andre","669467","2024","509","365",0.24,0.231,0.00899999999999998,0.338,0.333,0.0050000000000000044,0.293,0.293,0,"3.78","3.47","0.313"
"Jones, Jared","683003","2024","504","328",0.232,0.229,0.0030000000000000027,0.432,0.41,0.02200000000000002,0.314,0.312,0.0020000000000000018,"4.14","3.97","0.172"
"Schwellenbach, Spencer","680885","2024","500","344",0.226,0.238,-0.011999999999999983,0.391,0.38,0.01100000000000001,0.286,0.291,-0.0050000000000000044,"3.35","3.42","-0.072"
"Lodolo, Nick","666157","2024","493","316",0.231,0.223,0.008000000000000007,0.38,0.361,0.019000000000000017,0.309,0.301,0.008000000000000007,"4.76","3.67","1.09"
"Irvin, Cole","608344","2024","492","379",0.293,0.285,0.008000000000000007,0.498,0.519,-0.02100000000000002,0.357,0.366,-0.009000000000000008,"5.11","5.70","-0.592"
"Rodriguez, Grayson","680570","2024","491","320",0.243,0.229,0.013999999999999985,0.405,0.396,0.009000000000000008,0.31,0.303,0.007000000000000006,"3.86","3.72","0.137"
"Freeland, Kyle","607536","2024","490","378",0.291,0.274,0.01699999999999996,0.507,0.488,0.019000000000000017,0.357,0.345,0.01200000000000001,"5.24","4.97","0.271"
"Maeda, Kenta","628317","2024","485","352",0.281,0.254,0.027000000000000024,0.491,0.431,0.06,0.351,0.326,0.024999999999999967,"6.09","4.37","1.719"
"Hicks, Jordan","663855","2024","481","329",0.265,0.251,0.014000000000000012,0.414,0.425,-0.01100000000000001,0.336,0.338,-0.0020000000000000018,"4.10","4.74","-0.637"
"Woo, Bryan","693433","2024","472","355",0.211,0.22,-0.009000000000000008,0.337,0.351,-0.013999999999999957,0.249,0.263,-0.014000000000000012,"2.89","2.77","0.123"
"Soriano, José","667755","2024","468","316",0.224,0.24,-0.015999999999999986,0.329,0.379,-0.04999999999999999,0.287,0.319,-0.03200000000000003,"3.42","4.16","-0.735"
"Olson, Reese","681857","2024","465","327",0.238,0.245,-0.007000000000000006,0.347,0.366,-0.019000000000000017,0.282,0.299,-0.017000000000000015,"3.52","3.62","-0.095"
"Ureña, José","570632","2024","463","350",0.254,0.256,-0.0020000000000000018,0.399,0.42,-0.020999999999999963,0.314,0.327,-0.013000000000000012,"3.80","4.40","-0.602"
"Alexander, Tyler","641302","2024","455","336",0.263,0.256,0.007000000000000006,0.48,0.474,0.006000000000000005,0.335,0.335,0,"5.10","4.64","0.459"
"Mize, Casey","663554","2024","452","343",0.29,0.283,0.007000000000000006,0.436,0.44,-0.0040000000000000036,0.335,0.338,-0.0030000000000000027,"4.49","4.74","-0.255"
"Carrasco, Carlos","471911","2024","447","320",0.276,0.257,0.019000000000000017,0.505,0.443,0.062,0.36,0.335,0.024999999999999967,"5.64","4.64","1.003"
"Wilson, Bryse","669060","2024","442","325",0.252,0.275,-0.02300000000000002,0.432,0.486,-0.05399999999999999,0.323,0.355,-0.03199999999999997,"4.04","5.30","-1.259"
"Gray, Jon","592351","2024","439","325",0.262,0.272,-0.010000000000000009,0.404,0.447,-0.04299999999999998,0.309,0.332,-0.02300000000000002,"4.47","4.55","-0.079"
"Paxton, James","572020","2024","437","313",0.251,0.253,-0.0020000000000000018,0.404,0.416,-0.011999999999999955,0.324,0.339,-0.015000000000000013,"4.39","4.77","-0.375"
"Allen, Logan","671106","2024","432","308",0.295,0.271,0.023999999999999966,0.551,0.502,0.049000000000000044,0.39,0.369,0.02100000000000002,"5.73","5.81","-0.077"
"Vásquez, Randy","681190","2024","431","333",0.304,0.301,0.0030000000000000027,0.473,0.499,-0.026000000000000023,0.36,0.371,-0.01100000000000001,"4.87","5.88","-1.013"
"Criswell, Cooper","681867","2024","424","313",0.273,0.26,0.013000000000000012,0.422,0.409,0.013000000000000012,0.327,0.324,0.0030000000000000027,"4.08","4.31","-0.233"
"Dunning, Dane","641540","2024","421","284",0.26,0.257,0.0030000000000000027,0.461,0.47,-0.008999999999999952,0.347,0.349,-0.0020000000000000018,"5.30","5.10","0.205"
"Snell, Blake","605483","2024","418","228",0.174,0.177,-0.0030000000000000027,0.263,0.283,-0.019999999999999962,0.241,0.252,-0.01100000000000001,"3.12","2.54","0.575"
"Cabrera, Edward","665795","2024","417","256",0.227,0.241,-0.013999999999999985,0.391,0.423,-0.03199999999999997,0.317,0.337,-0.020000000000000018,"4.95","4.71","0.242"
"Montero, Keider","672456","2024","412","301",0.265,0.282,-0.01699999999999996,0.463,0.464,-0.0010000000000000009,0.341,0.352,-0.010999999999999954,"4.76","5.20","-0.441"
"Musgrove, Joe","605397","2024","410","276",0.251,0.245,0.006000000000000005,0.419,0.43,-0.01100000000000001,0.317,0.324,-0.007000000000000006,"3.88","4.31","-0.427"
"Spiers, Carson","686730","2024","410","298",0.297,0.254,0.04299999999999998,0.536,0.476,0.06000000000000005,0.379,0.34,0.03899999999999998,"5.46","4.80","0.66"
"Francis, Bowden","670102","2024","408","287",0.196,0.217,-0.02099999999999999,0.371,0.391,-0.020000000000000018,0.272,0.291,-0.01899999999999996,"3.30","3.42","-0.121"
"Hudson, Dakota","641712","2024","404","300",0.286,0.289,-0.0030000000000000027,0.436,0.459,-0.02300000000000002,0.36,0.374,-0.014000000000000012,"6.17","6.00","0.169"
"Yarbrough, Ryan","642232","2024","398","289",0.201,0.243,-0.04199999999999998,0.325,0.395,-0.07,0.273,0.322,-0.04899999999999999,"3.19","4.25","-1.057"
"Verlander, Justin","434378","2024","396","289",0.274,0.229,0.04500000000000001,0.45,0.396,0.05399999999999999,0.337,0.304,0.03300000000000003,"5.48","3.75","1.73"
"Detmers, Reid","672282","2024","391","242",0.282,0.226,0.055999999999999966,0.511,0.408,0.10300000000000004,0.37,0.315,0.05499999999999999,"6.70","4.05","2.648"
"Cole, Gerrit","543037","2024","390","256",0.22,0.223,-0.0030000000000000027,0.358,0.385,-0.027000000000000024,0.286,0.3,-0.014000000000000012,"3.41","3.64","-0.229"
"Paddack, Chris","663978","2024","384","283",0.283,0.27,0.012999999999999956,0.444,0.48,-0.035999999999999976,0.332,0.342,-0.010000000000000009,"4.99","4.87","0.122"
"Herz, DJ","687792","2024","382","236",0.224,0.207,0.017000000000000015,0.359,0.352,0.007000000000000006,0.294,0.286,0.008000000000000007,"4.16","3.29","0.872"
"Walker, Taijuan","592836","2024","381","283",0.317,0.291,0.026000000000000023,0.589,0.564,0.025000000000000022,0.413,0.398,0.014999999999999958,"7.10","6.98","0.12"
"Stripling, Ross","548389","2024","381","309",0.309,0.291,0.018000000000000016,0.453,0.45,0.0030000000000000027,0.344,0.339,0.004999999999999949,"6.01","4.77","1.242"
"Fulmer, Carson","608334","2024","379","252",0.246,0.247,-0.0010000000000000009,0.419,0.443,-0.02400000000000002,0.326,0.338,-0.01200000000000001,"4.15","4.74","-0.586"
"Muñoz, Roddery","682610","2024","379","262",0.272,0.275,-0.0030000000000000027,0.575,0.555,0.019999999999999907,0.393,0.393,0,"6.53","6.77","-0.238"
"Yamamoto, Yoshinobu","808967","2024","368","240",0.229,0.232,-0.0030000000000000027,0.365,0.367,-0.0020000000000000018,0.278,0.292,-0.013999999999999957,"3.00","3.44","-0.44"
"Rodríguez, Yariel","684320","2024","368","239",0.229,0.228,0.0010000000000000009,0.387,0.372,0.015000000000000013,0.312,0.31,0.0020000000000000018,"4.46","3.91","0.555"
"Weathers, Ryan","677960","2024","367","254",0.236,0.24,-0.0040000000000000036,0.39,0.412,-0.021999999999999964,0.303,0.318,-0.015000000000000013,"3.63","4.14","-0.505"
"Law, Derek","571882","2024","365","264",0.246,0.257,-0.01100000000000001,0.348,0.368,-0.020000000000000018,0.282,0.303,-0.02100000000000002,"2.60","3.72","-1.12"
"Liberatore, Matthew","669461","2024","358","252",0.251,0.248,0.0030000000000000027,0.415,0.425,-0.010000000000000009,0.313,0.32,-0.007000000000000006,"4.39","4.19","0.205"
"Holton, Tyler","663947","2024","354","256",0.173,0.212,-0.03900000000000001,0.279,0.335,-0.055999999999999994,0.221,0.263,-0.04200000000000001,"2.19","2.77","-0.576"
"Schmidt, Clarke","657376","2024","353","221",0.23,0.224,0.006000000000000005,0.356,0.36,-0.0040000000000000036,0.296,0.304,-0.008000000000000007,"2.85","3.75","-0.902"
"Sandoval, Patrick","663776","2024","353","234",0.272,0.257,0.015000000000000013,0.401,0.399,0.0020000000000000018,0.329,0.325,0.0040000000000000036,"5.08","4.34","0.744"
"Avila, Pedro","658648","2024","353","231",0.239,0.259,-0.020000000000000018,0.369,0.412,-0.04299999999999998,0.304,0.334,-0.030000000000000027,"3.81","4.61","-0.8"
"Povich, Cade","700249","2024","352","246",0.256,0.229,0.026999999999999996,0.454,0.411,0.04300000000000004,0.339,0.316,0.02300000000000002,"5.20","4.08","1.117"
"Ashcraft, Graham","668933","2024","350","260",0.282,0.275,0.006999999999999951,0.434,0.444,-0.010000000000000009,0.342,0.349,-0.006999999999999951,"5.24","5.10","0.137"
"Soroka, Michael","647336","2024","347","216",0.224,0.234,-0.010000000000000009,0.415,0.407,0.008000000000000007,0.324,0.332,-0.008000000000000007,"4.75","4.55","0.195"
