"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"O'Hearn, Ryan","656811","2023","368","268",0.289,0.258,0.030999999999999972,0.48,0.469,0.01100000000000001,0.339,0.324,0.015000000000000013
"Rogers, Jake","668670","2023","365","216",0.221,0.224,-0.0030000000000000027,0.444,0.448,-0.0040000000000000036,0.312,0.319,-0.007000000000000006
"Siri, Jose","642350","2023","364","212",0.222,0.209,0.013000000000000012,0.494,0.443,0.05099999999999999,0.319,0.297,0.02200000000000002
"Duran, Jarren","680776","2023","362","244",0.295,0.266,0.02899999999999997,0.482,0.41,0.07200000000000001,0.354,0.322,0.03199999999999997
"Trout, Mike","545361","2023","362","206",0.263,0.271,-0.008000000000000007,0.49,0.528,-0.038000000000000034,0.368,0.389,-0.02100000000000002
"Anderson, Brian","605119","2023","361","213",0.226,0.225,0.0010000000000000009,0.368,0.388,-0.020000000000000018,0.299,0.314,-0.015000000000000013
"Kiner-Falefa, Isiah","643396","2023","361","260",0.242,0.253,-0.01100000000000001,0.34,0.352,-0.011999999999999955,0.286,0.296,-0.010000000000000009
"Moncada, Yoán","660162","2023","357","228",0.26,0.253,0.007000000000000006,0.425,0.431,-0.006000000000000005,0.315,0.315,0
"Baddoo, Akil","668731","2023","357","226",0.218,0.216,0.0020000000000000018,0.372,0.372,0,0.299,0.301,-0.0020000000000000018
"Vázquez, Christian","543877","2023","355","247",0.223,0.22,0.0030000000000000027,0.318,0.325,-0.007000000000000006,0.264,0.267,-0.0030000000000000027
"Duvall, Adam","594807","2023","353","215",0.247,0.207,0.04000000000000001,0.531,0.441,0.09000000000000002,0.347,0.305,0.04199999999999998
"Bailey, Patrick","672275","2023","353","229",0.233,0.244,-0.010999999999999982,0.359,0.421,-0.062,0.282,0.312,-0.030000000000000027
"Tellez, Rowdy","642133","2023","351","230",0.215,0.232,-0.017000000000000015,0.376,0.375,0.0010000000000000009,0.288,0.305,-0.017000000000000015
"Rojas, Josh","668942","2023","350","239",0.245,0.228,0.016999999999999987,0.338,0.331,0.007000000000000006,0.284,0.278,0.00599999999999995
"Mateo, Jorge","622761","2023","350","244",0.217,0.237,-0.01999999999999999,0.34,0.378,-0.03799999999999998,0.265,0.292,-0.02699999999999997
"Walls, Taylor","670764","2023","349","212",0.201,0.199,0.0020000000000000018,0.333,0.303,0.030000000000000027,0.287,0.277,0.009999999999999953
"Buxton, Byron","621439","2023","347","199",0.207,0.207,0,0.438,0.431,0.007000000000000006,0.311,0.316,-0.0050000000000000044
"Burleson, Alec","676475","2023","347","273",0.244,0.272,-0.028000000000000025,0.39,0.454,-0.064,0.3,0.337,-0.03700000000000003
"Arias, Gabriel","672356","2023","345","203",0.21,0.227,-0.017000000000000015,0.352,0.408,-0.055999999999999994,0.276,0.305,-0.02899999999999997
"Pratto, Nick","668472","2023","345","172",0.232,0.205,0.027000000000000024,0.353,0.335,0.01799999999999996,0.292,0.277,0.014999999999999958
"Sabol, Blake","666165","2023","344","197",0.235,0.196,0.03899999999999998,0.394,0.373,0.02100000000000002,0.303,0.281,0.021999999999999964
"Díaz, Aledmys","649557","2023","344","254",0.229,0.232,-0.0030000000000000027,0.337,0.333,0.0040000000000000036,0.268,0.274,-0.006000000000000005
"Bader, Harrison","664056","2023","344","265",0.232,0.23,0.0020000000000000018,0.348,0.378,-0.030000000000000027,0.271,0.288,-0.01699999999999996
"Sheets, Gavin","657757","2023","344","249",0.203,0.208,-0.004999999999999977,0.331,0.347,-0.01599999999999996,0.261,0.27,-0.009000000000000008
"Garver, Mitch","641598","2023","344","214",0.27,0.25,0.020000000000000018,0.5,0.496,0.0040000000000000036,0.374,0.365,0.009000000000000008
"Polanco, Jorge","593871","2023","343","217",0.255,0.247,0.008000000000000007,0.454,0.491,-0.03699999999999998,0.34,0.35,-0.009999999999999953
"Meyers, Jake","676694","2023","341","222",0.227,0.211,0.016000000000000014,0.382,0.357,0.025000000000000022,0.297,0.283,0.014000000000000012
"Marte, Starling","516782","2023","341","248",0.248,0.26,-0.01200000000000001,0.324,0.41,-0.08599999999999997,0.278,0.315,-0.03699999999999998
