"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Taylor, Chris",621035,2.787323062937749,2.787323062937749,2.294656375423894,0.8394839403533267,-0.3468172528394724,,,,,2856,0,0,510,12,3,1937,226,168
"Hedges, Austin",595978,2.6256615383694304,,,,,2.6256615383694304,2.515317339760466,-2.2905157980514015,2.4008599966603676,2519,2519,0,0,0,0,0,0,0
"Carlson, Dylan",666185,2.597565970078473,2.597565970078473,2.3877842072037674,0.2097817628747069,,,,,,2934,0,0,0,0,0,0,1590,1344
"Berti, Jon",542932,2.559092597938385,2.559092597938385,2.9930401638995128,-0.08840707570613111,-0.3455404902549984,,,,,2422,0,0,1023,863,163,337,36,0
"Naylor, Josh",647304,2.5309320571007503,2.5309320571007503,1.9738679693929033,0.39916315960986043,0.1579009280979865,,,,,2355,0,2244,0,0,0,0,0,111
"Abreu, José",547989,2.441992618412261,2.441992618412261,0.9000818565503814,,1.5419107618618781,,,,,3409,0,3409,0,0,0,0,0,0
"Myers, Wil",571976,2.385361556001411,2.385361556001411,2.434314001120284,-0.043874449075450545,-0.005077996043422469,,,,,1805,0,582,0,3,0,190,99,920
"Engel, Adam",641553,2.317430891245523,2.317430891245523,2.594071984064131,-0.2766410928186045,,,,,,1949,0,0,0,0,0,21,1034,894
"Rodgers, Brendan",663898,2.3155492522151055,2.3155492522151055,1.9808291237362186,0.06032815411205913,0.27439197436682783,,,,,3505,0,0,3505,0,0,0,0,0
"O'Neill, Tyler",641933,2.204052761835682,2.204052761835682,3.264277569586471,-1.0602248077507892,,,,,,2328,0,0,0,0,0,1827,501,0
"Chapman, Matt",656305,2.198970051371035,2.198970051371035,0.7330055795954089,-0.19307878931405947,1.6590432610896853,,,,,4033,0,0,0,4033,0,0,0,0
"Báez, Javier",595879,2.182126062217989,2.182126062217989,0.994496629064565,-0.18834860739939144,1.3759780405528166,,,,,3368,0,0,0,0,3368,0,0,0
"Gomes, Yan",543228,2.16330323798367,,,,,2.16330323798367,-0.6610285786667516,2.338530864633119,0.48580095201730333,1747,1747,0,0,0,0,0,0,0
"Castro, Willi",650489,2.08028849943606,2.08028849943606,-0.32698630427532427,2.2322815501369377,0.17499325357444812,,,,,2540,0,0,294,102,224,620,364,936
"Suwinski, Jack",669261,2.0477872035498486,2.0477872035498486,0.5067239911365357,1.5410632124133157,,,,,,2456,0,0,0,0,0,1253,321,882
"Segura, Jean",516416,2.030712979339227,2.030712979339227,3.1572528951858336,,-1.1265399158466063,,,,,2473,0,0,2470,0,3,0,0,0
"Sánchez, Gary",596142,2.0285508191817487,0.11299619755211415,0.11299619755211415,,,1.9155546216296346,0.48967721397870184,1.8463565810021534,-0.4204791733512189,2145,2142,3,0,0,0,0,0,0
"Díaz, Aledmys",649557,2.024869339512576,2.024869339512576,1.9444264930063468,-0.1718773961138806,0.25232024262010955,,,,,1853,0,135,498,213,432,566,0,9
